-3.887456417083740234e+00 -4.048245429992675781e+00 2.640708923339843750e+00 2.706314325332641602e+00 -4.387956142425537109e+00 7.581806778907775879e-01 2.865513801574707031e+00 1.660825729370117188e+00 2.843017816543579102e+00 1.842794939875602722e-02 -2.986048698425292969e+00 -2.750622272491455078e+00 -1.075288891792297363e+00
-2.085138797760009766e+00 5.706764385104179382e-02 3.301830589771270752e-01 -1.341414809226989746e+00 -5.831864833831787109e+00 -5.556574821472167969e+00 1.485707163810729980e+00 1.826816797256469727e+00 2.258261203765869141e+00 2.039365053176879883e+00 -8.753054141998291016e-01 -1.522679209709167480e+00 2.986698389053344727e+00
-1.803178906440734863e+00 -5.512586593627929688e+00 -5.063556671142578125e+00 -3.514204621315002441e-01 -2.026170492172241211e+00 -1.769344806671142578e+00 3.444009780883789062e+00 5.017017945647239685e-02 2.668799161911010742e+00 1.734487295150756836e+00 -2.555892467498779297e+00 -2.278197050094604492e+00 3.005078554153442383e+00
-7.140253067016601562e+00 -1.499056339263916016e+00 -2.991490125656127930e+00 -7.104641795158386230e-01 -2.023664712905883789e+00 1.273385643959045410e+00 2.631664037704467773e+00 -1.489668130874633789e+00 1.823316454887390137e+00 2.118237972259521484e+00 2.967987023293972015e-02 6.067826151847839355e-01 -1.249683856964111328e+00
-4.669337272644042969e+00 -3.613883495330810547e+00 4.407438755035400391e+00 -6.071869283914566040e-02 -1.774701118469238281e+00 -2.563482046127319336e+00 3.374954462051391602e+00 1.098858833312988281e+00 2.217041492462158203e+00 -1.296750307083129883e+00 -1.737617135047912598e+00 -3.986507415771484375e+00 3.472365140914916992e-01
-2.829095363616943359e+00 -2.159563541412353516e+00 -1.322181344032287598e+00 4.717484951019287109e+00 -3.959987640380859375e+00 -3.279613554477691650e-01 2.540744304656982422e+00 2.505793809890747070e+00 -2.711496353149414062e+00 1.647088050842285156e+00 -3.882401704788208008e+00 -2.331292867660522461e+00 2.167740106582641602e+00
-8.217491507530212402e-01 -3.490524768829345703e+00 -1.014339685440063477e+00 -4.466426670551300049e-01 -3.158870458602905273e+00 -2.076869726181030273e+00 3.122933864593505859e+00 1.981835126876831055e+00 -3.349185228347778320e+00 1.879755258560180664e+00 1.938371777534484863e+00 -3.457755088806152344e+00 -1.304252147674560547e+00
-4.179983139038085938e+00 -1.780908107757568359e+00 -4.054226875305175781e+00 2.555875539779663086e+00 -4.745933055877685547e+00 -3.484295129776000977e+00 1.198746562004089355e+00 1.357655525207519531e+00 7.005562186241149902e-01 1.695301055908203125e+00 -5.828501582145690918e-01 3.940514326095581055e+00 9.526566267013549805e-01
-8.626771569252014160e-01 -1.740963608026504517e-01 -1.896681427955627441e+00 -2.252903133630752563e-01 -4.909659385681152344e+00 3.788881301879882812e-01 3.062926054000854492e+00 2.032427936792373657e-01 -1.250497937202453613e+00 5.031592845916748047e+00 -1.625796794891357422e+00 -5.471966743469238281e+00 -1.737868189811706543e-01
-4.109504222869873047e+00 -2.799744129180908203e+00 7.269951105117797852e-01 1.659055829048156738e+00 -5.073595523834228516e+00 -3.239327430725097656e+00 2.618299961090087891e+00 4.243996143341064453e+00 -2.817246675491333008e+00 1.958380937576293945e+00 -1.789398789405822754e+00 8.601431250572204590e-01 1.480306744575500488e+00
-4.920608997344970703e+00 1.093089699745178223e+00 3.851047754287719727e-01 1.115884900093078613e+00 -5.453341007232666016e+00 -2.909737586975097656e+00 2.402465105056762695e+00 -1.687176108360290527e+00 1.532089948654174805e+00 2.535325527191162109e+00 1.221914172172546387e+00 -3.412606418132781982e-01 -3.259334325790405273e+00
-1.113366007804870605e+00 -1.479099750518798828e+00 -1.981474161148071289e+00 -2.409476041793823242e+00 -2.607029676437377930e+00 -9.960533119738101959e-03 4.792232990264892578e+00 2.350481986999511719e+00 3.510899066925048828e+00 2.864120900630950928e-01 -5.593462944030761719e+00 -3.856949090957641602e+00 -9.591199755668640137e-01
-3.879246711730957031e+00 -3.950007438659667969e+00 -4.401495933532714844e+00 -1.736696064472198486e-01 -1.429421082139015198e-02 -1.806609272956848145e+00 2.093858480453491211e+00 4.528708934783935547e+00 -2.503860473632812500e+00 3.128969192504882812e+00 -1.175306558609008789e+00 5.538876056671142578e-01 -1.918317750096321106e-02
-4.796162605285644531e+00 -4.444919109344482422e+00 2.047008275985717773e+00 5.780906081199645996e-01 -1.532543540000915527e+00 -4.014945983886718750e+00 2.380209207534790039e+00 -1.120437264442443848e+00 3.938514292240142822e-01 -6.552317738533020020e-01 9.101149439811706543e-01 5.973731279373168945e-01 1.847616583108901978e-01
-4.405316829681396484e+00 -1.909500002861022949e+00 2.027560472488403320e+00 -3.519303321838378906e+00 -4.111537933349609375e+00 -4.076603949069976807e-01 3.228907823562622070e+00 6.910182833671569824e-01 3.550308465957641602e+00 2.776990175247192383e+00 -1.185476541519165039e+00 -7.275427579879760742e-01 -3.882009983062744141e+00
-1.864048838615417480e+00 1.576272249221801758e-01 -4.174946784973144531e+00 -1.468897342681884766e+00 -1.877205729484558105e+00 -2.811817646026611328e+00 1.980654835700988770e+00 6.745069622993469238e-01 3.735796928405761719e+00 2.513121128082275391e+00 -6.116972923278808594e+00 -1.491050422191619873e-01 2.440301418304443359e+00
-5.865552902221679688e+00 -3.578975200653076172e+00 1.460662603378295898e+00 -7.070522904396057129e-01 5.903715491294860840e-01 -2.142336666584014893e-01 2.371123075485229492e+00 -1.130799770355224609e+00 -3.809280395507812500e-01 3.022025823593139648e+00 -4.502301216125488281e+00 1.838548928499221802e-01 2.939351797103881836e+00
-3.212389707565307617e+00 -2.090037584304809570e+00 7.610088586807250977e-01 -3.525454759597778320e+00 -2.378541469573974609e+00 -5.760207653045654297e+00 3.111926078796386719e+00 5.850936174392700195e-01 -1.286669254302978516e+00 5.708889007568359375e+00 2.489852756261825562e-01 -2.044649362564086914e+00 4.585312604904174805e-01
-3.003892898559570312e+00 -2.523705720901489258e+00 -1.931191205978393555e+00 -1.090787529945373535e+00 -2.068608045578002930e+00 -2.488615751266479492e+00 4.545116901397705078e+00 1.947609901428222656e+00 -3.372751772403717041e-01 5.176150202751159668e-01 -3.706825494766235352e+00 -4.533631801605224609e+00 4.259438514709472656e+00
-5.328954219818115234e+00 6.330510377883911133e-01 -2.635499954223632812e+00 1.730638027191162109e+00 -2.651527643203735352e+00 -1.041013360023498535e+00 1.200777649879455566e+00 -2.329088687896728516e+00 5.764658927917480469e+00 4.967301785945892334e-01 -3.009387731552124023e+00 -1.059392571449279785e+00 1.641242980957031250e+00
