-4.091178894042968750e+00 -8.606799691915512085e-02 -2.552164077758789062e+00 -9.913921356201171875e-01 2.528758525848388672e+00 3.834942355751991272e-02 -2.193805128335952759e-01 -6.076114177703857422e-01 1.143822908401489258e+00 -1.367001414299011230e+00 2.002374887466430664e+00 2.371519327163696289e+00 -2.942608296871185303e-01 -2.247066259384155273e+00 -2.520529508590698242e+00 -1.205385684967041016e+00
4.507561028003692627e-01 -2.398960590362548828e+00 -3.038087844848632812e+00 1.082458853721618652e+00 1.179753661155700684e+00 -2.441183805465698242e+00 5.599959492683410645e-01 -3.657791614532470703e+00 1.020061016082763672e+00 4.892204284667968750e+00 -1.114837288856506348e+00 3.097657680511474609e+00 -1.644900679588317871e+00 -2.403303623199462891e+00 -1.399599432945251465e+00 -1.780133128166198730e+00
-2.361629486083984375e+00 -3.801384568214416504e-01 -2.183518648147583008e+00 -7.294503450393676758e-01 3.176340341567993164e+00 1.474550366401672363e-01 -1.470284104347229004e+00 -2.038629055023193359e+00 1.149180769920349121e+00 1.713290929794311523e+00 3.286077082157135010e-02 2.085329771041870117e+00 -3.292149901390075684e-01 -9.899394512176513672e-01 -3.026362180709838867e+00 -4.255046367645263672e+00
2.841941118240356445e+00 1.413948774337768555e+00 -3.332643508911132812e+00 -3.821417689323425293e-01 9.286985993385314941e-01 -9.580063819885253906e-01 -9.568786025047302246e-01 -6.134067058563232422e+00 -4.478772878646850586e-01 -7.271571755409240723e-01 -7.201325893402099609e-01 3.526926040649414062e+00 1.321774363517761230e+00 -3.273080587387084961e+00 2.761742472648620605e-01 -7.142218351364135742e-01
-9.099745750427246094e-01 1.630702972412109375e+00 -2.552364587783813477e+00 2.318951487541198730e-01 5.640239715576171875e+00 -1.641474127769470215e+00 -2.248262912034988403e-01 -1.067917108535766602e+00 -2.196967840194702148e+00 -6.718173027038574219e-01 1.268661975860595703e+00 2.223516702651977539e+00 -2.573373317718505859e+00 -2.553595602512359619e-01 -3.016865491867065430e+00 -3.930675983428955078e+00
-1.672845780849456787e-01 1.062902927398681641e+00 -3.865550279617309570e+00 -1.114820599555969238e+00 3.855327129364013672e+00 -6.174723148345947266e+00 1.770720601081848145e+00 -1.442508697509765625e+00 1.763471245765686035e+00 -1.306527704000473022e-01 6.765086650848388672e-01 2.056660175323486328e+00 -1.184719920158386230e+00 -3.509122848510742188e+00 1.513799875974655151e-01 2.266652435064315796e-01
1.718882471323013306e-02 2.410905361175537109e+00 -4.122433662414550781e+00 -2.125690221786499023e+00 6.759672611951828003e-02 -1.358213305473327637e+00 -3.090541124343872070e+00 -3.709483861923217773e+00 4.092413425445556641e+00 3.771050367504358292e-03 -1.211354881525039673e-01 3.060304641723632812e+00 -2.758095264434814453e+00 8.422618508338928223e-01 -9.873220920562744141e-01 3.129894435405731201e-01
-1.444114804267883301e+00 -8.276489377021789551e-02 -3.523998022079467773e+00 1.973040819168090820e+00 1.081867981702089310e-02 -3.843872070312500000e+00 -6.107050776481628418e-01 -4.294776916503906250e+00 3.193569421768188477e+00 1.523704290390014648e+00 -1.967990875244140625e+00 3.781062126159667969e+00 -2.151749610900878906e+00 3.229721635580062866e-02 -1.471361041069030762e+00 1.078447937965393066e+00
-1.767250418663024902e+00 -1.255002975463867188e+00 -4.775493621826171875e+00 -3.481200456619262695e+00 1.738558053970336914e+00 1.274113893508911133e+00 1.874332666397094727e+00 -4.842547774314880371e-01 2.253234863281250000e+00 -3.286601066589355469e+00 3.105123281478881836e+00 2.313791275024414062e+00 -2.594326972961425781e+00 -1.327966690063476562e+00 -9.934196472167968750e-01 3.386365994811058044e-02
-2.274981498718261719e+00 2.719801425933837891e+00 -4.304821014404296875e+00 1.342271089553833008e+00 4.653619766235351562e+00 -2.547032356262207031e+00 -3.563121259212493896e-01 -1.697737216949462891e+00 1.468835711479187012e+00 -3.816281795501708984e+00 1.583464741706848145e+00 1.862179160118103027e+00 -2.441459894180297852e+00 -1.155168861150741577e-01 -1.216641783714294434e+00 -8.439155817031860352e-01
