-1.491124153137207031e+00 2.372698545455932617e+00 -3.238220930099487305e+00 -3.148556947708129883e-01 -2.588613033294677734e+00 -1.184332609176635742e+00 -3.264408186078071594e-02 -1.916858673095703125e+00 1.949436783790588379e+00 5.116819962859153748e-02 -7.748690247535705566e-01 -3.767099678516387939e-01 -2.099571824073791504e-01 -2.322696685791015625e+00 -2.299790620803833008e+00 2.719079017639160156e+00 1.840034008026123047e+00
-2.603118658065795898e+00 3.009319305419921875e+00 6.363104581832885742e-01 -2.498985767364501953e+00 -3.038635492324829102e+00 3.771788358688354492e+00 1.053933620452880859e+00 -7.671068906784057617e-01 1.137955069541931152e+00 -3.632616996765136719e+00 -6.728358566761016846e-02 3.253011226654052734e+00 -1.687262773513793945e+00 -2.561414718627929688e+00 -8.894570469856262207e-01 -1.879553675651550293e+00 -1.289881467819213867e+00
-3.209604263305664062e+00 2.305179595947265625e+00 -5.863928794860839844e-01 -1.617565393447875977e+00 -2.437136888504028320e+00 4.587691128253936768e-01 -6.757147908210754395e-01 -1.961325287818908691e+00 2.249625205993652344e+00 -6.498727798461914062e-01 2.953926801681518555e+00 5.049676299095153809e-01 1.435615420341491699e-01 -1.988494992256164551e+00 -3.649667024612426758e+00 -7.830185890197753906e-01 8.003000617027282715e-01
-4.375612258911132812e+00 2.320580244064331055e+00 1.195151805877685547e+00 -2.546245813369750977e+00 -2.230575084686279297e+00 1.279699921607971191e+00 1.690903425216674805e+00 -2.444207668304443359e+00 -2.842596292495727539e+00 3.329554557800292969e+00 -1.991865634918212891e+00 2.309188365936279297e+00 6.161315441131591797e-01 -2.404728174209594727e+00 -3.383439779281616211e-01 7.341109961271286011e-02 -1.331098675727844238e+00
-2.355058431625366211e+00 1.479573011398315430e+00 -1.500037461519241333e-01 -1.718011945486068726e-01 -1.643229961395263672e+00 -1.740434169769287109e+00 5.814315080642700195e-01 -3.233403444290161133e+00 7.872366309165954590e-01 -9.779235124588012695e-01 3.634771108627319336e+00 1.762074351310729980e+00 -1.956171393394470215e+00 -4.331686496734619141e+00 -3.763770341873168945e+00 3.040097475051879883e+00 1.518207311630249023e+00
-8.823811411857604980e-01 9.406250715255737305e-01 8.610460162162780762e-01 -3.007651805877685547e+00 -3.583282947540283203e+00 -4.830541014671325684e-01 1.784939646720886230e+00 -2.604443311691284180e+00 6.089597940444946289e-01 -5.751332640647888184e-01 -2.300021648406982422e+00 3.506451606750488281e+00 -2.473982095718383789e+00 -4.489895820617675781e+00 7.058514356613159180e-01 1.929747909307479858e-01 3.404627561569213867e+00
1.134504437446594238e+00 -8.614444732666015625e-01 1.753612279891967773e+00 -4.418638706207275391e+00 -4.091469287872314453e+00 2.599703371524810791e-01 9.039305448532104492e-01 -3.206674814224243164e+00 1.119366526603698730e+00 7.872670888900756836e-01 -5.372189879417419434e-01 8.765590190887451172e-01 4.108841896057128906e+00 -2.059024095535278320e+00 -1.970873832702636719e+00 -1.647287130355834961e+00 2.469949275255203247e-01
1.348821759223937988e+00 1.057683944702148438e+00 1.543498516082763672e+00 -3.309291124343872070e+00 -3.626012802124023438e+00 2.042113065719604492e+00 2.101419448852539062e+00 -2.165567874908447266e+00 2.213617563247680664e+00 -1.046916007995605469e+00 -2.519735574722290039e+00 3.517761230468750000e+00 -3.771576583385467529e-01 -1.317519068717956543e+00 -3.860219240188598633e+00 -1.459131360054016113e+00 -1.489043235778808594e+00
-5.857229977846145630e-02 1.374704003334045410e+00 -2.596225976943969727e+00 -2.211629390716552734e+00 -3.618535995483398438e+00 -2.168432950973510742e+00 1.621044397354125977e+00 -3.157435178756713867e+00 1.353871524333953857e-01 -1.588703155517578125e+00 -1.564206480979919434e+00 -1.701353549957275391e+00 2.516719818115234375e+00 -2.864305973052978516e+00 9.221126437187194824e-01 4.355073928833007812e+00 1.280362367630004883e+00
7.749099135398864746e-01 2.940630912780761719e-01 5.734578967094421387e-01 -1.837846636772155762e+00 -3.005172967910766602e+00 -1.771688938140869141e+00 2.525410652160644531e+00 -3.331050872802734375e+00 1.793539047241210938e+00 2.618761539459228516e+00 -7.949839830398559570e-01 8.706489205360412598e-02 -1.148273229598999023e+00 -3.910406351089477539e+00 -3.709403991699218750e+00 3.771512031555175781e+00 1.338337421417236328e+00
