-2.896309614181518555e+00 1.109114408493041992e+00 2.816548347473144531e+00 8.015126585960388184e-01 8.754364848136901855e-01 -2.823397636413574219e+00 1.953516840934753418e+00 1.648262739181518555e-01 -2.169899225234985352e+00 2.487868070602416992e+00 -1.129594802856445312e+00 -2.441231727600097656e+00 -2.487174034118652344e+00 -2.245955944061279297e+00 -2.177249908447265625e+00
-3.974357843399047852e+00 -1.451447010040283203e-01 4.543345272541046143e-01 3.776531934738159180e+00 2.525734663009643555e+00 -1.948486089706420898e+00 2.127142190933227539e+00 7.931160926818847656e-01 -3.041300058364868164e+00 1.659048080444335938e+00 -6.837738156318664551e-01 -4.762762069702148438e+00 -1.300797104835510254e+00 -3.412104368209838867e+00 1.544072985649108887e+00
-2.335215806961059570e+00 -9.279518127441406250e-01 -1.917878031730651855e+00 2.116833448410034180e+00 2.940341711044311523e+00 -3.094874620437622070e+00 -6.973564147949218750e+00 5.980507135391235352e-01 -2.200955867767333984e+00 2.242102622985839844e+00 -5.093659758567810059e-01 -2.791633903980255127e-01 -3.714849054813385010e-01 4.881048202514648438e-02 -5.858160182833671570e-02
-2.048793554306030273e+00 8.949248194694519043e-01 -4.453207492828369141e+00 1.627043485641479492e-01 2.138538837432861328e+00 -2.067751884460449219e+00 -3.141563177108764648e+00 -9.892092347145080566e-01 -3.687613964080810547e+00 4.521956443786621094e+00 3.170977830886840820e-01 -3.942210435867309570e+00 1.269359588623046875e+00 2.299811601638793945e+00 -4.704884812235832214e-02
-3.074583053588867188e+00 1.457564830780029297e-01 -3.522955477237701416e-01 4.412536144256591797e+00 2.160293817520141602e+00 -1.743259668350219727e+00 7.955981492996215820e-01 -4.308875277638435364e-02 -6.453611850738525391e+00 -6.469180583953857422e-01 4.059340655803680420e-01 -1.136415839195251465e+00 -1.435001194477081299e-01 -1.887645959854125977e+00 -1.452359914779663086e+00
-3.754840135574340820e+00 4.783652782440185547e+00 -1.905367612838745117e+00 9.919511526823043823e-02 1.964584469795227051e+00 -2.507844686508178711e+00 1.716311216354370117e+00 1.814498186111450195e+00 -2.834318637847900391e+00 -2.935810089111328125e+00 -1.718533277511596680e+00 -3.542965173721313477e+00 -8.465734124183654785e-01 1.065791487693786621e+00 8.362886905670166016e-01
-4.132797241210937500e+00 1.577211260795593262e+00 -4.334661960601806641e+00 2.073289871215820312e+00 1.090325355529785156e+00 -3.185300827026367188e+00 -4.876678884029388428e-01 2.547509193420410156e+00 -4.218240261077880859e+00 -2.518920421600341797e+00 -2.853263616561889648e-01 4.529619514942169189e-01 2.560917377471923828e+00 1.762941360473632812e+00 1.166211366653442383e+00
-2.414314031600952148e+00 -3.184910535812377930e+00 4.420723021030426025e-01 1.634695291519165039e+00 2.489862918853759766e+00 -3.217361211776733398e+00 -4.347768306732177734e+00 7.317163981497287750e-03 -4.319701194763183594e+00 8.476375937461853027e-01 -6.729370355606079102e-01 -1.481566190719604492e+00 6.181257963180541992e-01 1.952044725418090820e+00 2.417100906372070312e+00
-3.675440549850463867e+00 -2.358132839202880859e+00 1.368212103843688965e+00 2.748031139373779297e+00 1.213709592819213867e+00 -3.149211645126342773e+00 -2.968944787979125977e+00 1.400568246841430664e+00 -2.128948450088500977e+00 2.763496398925781250e+00 -4.885597825050354004e-01 -8.827373385429382324e-01 -3.982180356979370117e+00 3.727438688278198242e+00 -1.909541487693786621e+00
-3.062461137771606445e+00 4.374869540333747864e-02 -3.615503609180450439e-01 -1.411607742309570312e+00 -1.373944401741027832e+00 -2.335574388504028320e+00 1.607391953468322754e+00 2.781646728515625000e+00 -2.819236993789672852e+00 4.239834785461425781e+00 -5.287371873855590820e-01 -4.747323036193847656e+00 1.901881992816925049e-01 2.901434659957885742e+00 -2.092374801635742188e+00
-2.695132493972778320e+00 -1.084798812866210938e+00 -4.240049839019775391e+00 1.738855838775634766e+00 4.478125870227813721e-01 -2.020109415054321289e+00 -8.618299961090087891e-01 1.946106553077697754e+00 -2.075932502746582031e+00 9.076357483863830566e-01 -2.854635000228881836e+00 -2.524049282073974609e-01 5.548925876617431641e+00 -2.825041711330413818e-01 -2.781272411346435547e+00
-4.968186378479003906e+00 -1.560737013816833496e+00 -9.776175022125244141e-01 3.130557537078857422e-01 1.369096994400024414e+00 -2.915440320968627930e+00 3.619900047779083252e-01 8.698722720146179199e-01 -4.257009983062744141e+00 4.485389292240142822e-01 -4.429992675781250000e+00 8.280541300773620605e-01 2.418458700180053711e+00 3.139718294143676758e+00 2.198982954025268555e+00
-2.156712055206298828e+00 3.492966592311859131e-01 -2.834541082382202148e+00 8.210985064506530762e-01 2.880754470825195312e+00 -6.158033013343811035e-02 8.713896274566650391e-01 1.507148742675781250e+00 -4.170011997222900391e+00 3.123392760753631592e-01 -3.658174037933349609e+00 -4.072530269622802734e+00 -1.637423276901245117e+00 5.245524406433105469e+00 -1.436893463134765625e+00
-4.985655784606933594e+00 -3.672719478607177734e+00 -6.608052849769592285e-01 3.888202905654907227e+00 2.346320629119873047e+00 -2.225223302841186523e+00 -1.265518516302108765e-01 3.564201116561889648e+00 -2.416730821132659912e-01 -1.719127655029296875e+00 -2.071212053298950195e+00 -2.412816762924194336e+00 -5.166407227516174316e-01 -4.575157463550567627e-01 1.223588228225708008e+00
-2.448911428451538086e+00 1.100499868392944336e+00 -3.667375326156616211e+00 2.313964605331420898e+00 4.030008316040039062e+00 -8.227275609970092773e-01 1.167665123939514160e+00 -4.928880929946899414e-01 -2.956787109375000000e+00 3.137276172637939453e-01 -9.757589101791381836e-01 -3.327856063842773438e+00 -4.601094722747802734e+00 3.086409091949462891e+00 -2.345956325531005859e+00
