-6.300124168395996094e+00 2.954528331756591797e+00 2.401316642761230469e+00 2.505953311920166016e+00 -2.429151058197021484e+00 4.288127422332763672e+00 -4.021425247192382812e+00 -2.549648523330688477e+00 1.044801235198974609e+00 -3.661681115627288818e-01 -5.853292942047119141e+00 -3.267372369766235352e+00
-1.663755774497985840e+00 4.400562763214111328e+00 -7.490142583847045898e-01 -3.786412954330444336e+00 -1.111065506935119629e+00 -4.417191028594970703e+00 -2.643374443054199219e+00 -2.263590097427368164e-01 3.001698493957519531e+00 6.798730850219726562e+00 -5.122189044952392578e+00 -6.039346218109130859e+00
-2.695069074630737305e+00 5.368463993072509766e+00 -1.364104866981506348e+00 -1.824496865272521973e+00 -1.807659745216369629e+00 -6.764838695526123047e-01 -6.353039264678955078e+00 -2.474553346633911133e+00 2.835493803024291992e+00 8.659003376960754395e-01 -6.108808517456054688e+00 -8.819808959960937500e-01
-3.386571407318115234e+00 4.237845420837402344e+00 -1.924793004989624023e+00 2.346298456192016602e+00 -7.549674034118652344e+00 -5.346667766571044922e+00 2.839319705963134766e+00 -9.720631241798400879e-01 2.834035158157348633e+00 3.577973127365112305e+00 -3.700752019882202148e+00 -1.723612785339355469e+00
-3.452565908432006836e+00 6.593235015869140625e+00 2.674927473068237305e+00 -1.415761947631835938e+00 -6.064479351043701172e-01 -1.893607258796691895e+00 -5.112644195556640625e+00 6.279092431068420410e-01 -3.500011682510375977e+00 2.611292991787195206e-03 -7.801994800567626953e+00 1.786325573921203613e+00
-3.361659288406372070e+00 7.601731777191162109e+00 -6.204378008842468262e-01 2.629694223403930664e+00 9.500383138656616211e-01 -1.864224433898925781e+00 3.420962810516357422e+00 -2.439376354217529297e+00 -3.165349721908569336e+00 1.639005184173583984e+00 -7.786287307739257812e+00 -5.632244110107421875e+00
-7.103649377822875977e-01 5.970819473266601562e+00 1.860545992851257324e+00 -3.460691452026367188e+00 -4.165581226348876953e+00 -8.513281941413879395e-01 3.666785955429077148e+00 -8.062884330749511719e+00 2.261324882507324219e+00 -1.012068033218383789e+00 -3.513884305953979492e+00 -2.141173601150512695e+00
-1.215194940567016602e+00 5.258846759796142578e+00 1.664856433868408203e+00 -3.240234375000000000e+00 -9.511531591415405273e-01 -3.968626022338867188e+00 6.033977270126342773e-01 -6.647811412811279297e+00 1.176252484321594238e+00 5.965373516082763672e+00 -1.388863086700439453e+00 -4.608757019042968750e+00
-5.317516326904296875e+00 4.608701229095458984e+00 3.935937881469726562e+00 6.059235334396362305e-01 -4.627813339233398438e+00 3.729368209838867188e+00 8.426125645637512207e-01 -8.904688358306884766e-01 8.517018705606460571e-02 -3.973024368286132812e+00 -4.552712917327880859e+00 -5.753825187683105469e+00
-5.872879981994628906e+00 6.534943103790283203e+00 6.322751045227050781e+00 8.326204419136047363e-01 -1.859730958938598633e+00 -1.544336438179016113e+00 -1.395648270845413208e-01 -4.323023796081542969e+00 -4.010542392730712891e+00 5.879852175712585449e-01 -4.170924186706542969e+00 3.611655831336975098e-01
-2.545734941959381104e-01 6.823733329772949219e+00 2.151228904724121094e+00 -4.627387523651123047e+00 -6.713033676147460938e+00 -4.012176036834716797e+00 -1.036829233169555664e+00 1.732615470886230469e+00 1.452965736389160156e+00 1.789644002914428711e+00 -6.314678668975830078e+00 -2.180640459060668945e+00
-5.320860385894775391e+00 4.884215354919433594e+00 2.156343460083007812e+00 4.245000362396240234e+00 -6.305581092834472656e+00 -5.533990383148193359e+00 -3.103292942047119141e+00 -1.185367465019226074e+00 2.922363758087158203e+00 -1.405071496963500977e+00 -1.585977673530578613e+00 1.057766526937484741e-01
2.170646905899047852e+00 6.956247329711914062e+00 2.666985988616943359e+00 1.236777976155281067e-01 -2.656466960906982422e+00 -3.808005809783935547e+00 -2.040898323059082031e+00 -6.196123361587524414e-01 -4.212853431701660156e+00 -4.353820323944091797e+00 -5.297760009765625000e+00 -5.581791877746582031e+00
-2.839899063110351562e+00 7.087139129638671875e+00 4.471393585205078125e+00 -6.518245697021484375e+00 -1.690791606903076172e+00 -1.787725389003753662e-01 -2.501844167709350586e-01 -3.829595088958740234e+00 6.986875087022781372e-02 -8.695623278617858887e-01 -5.650525093078613281e-01 -7.977934360504150391e+00
-5.193116664886474609e+00 3.000720977783203125e+00 2.569594979286193848e-01 1.010769248008728027e+00 -4.205584049224853516e+00 -1.170675307512283325e-01 -1.642476320266723633e+00 5.768246650695800781e+00 9.316418170928955078e-01 -2.558037996292114258e+00 -4.191714763641357422e+00 -4.677534580230712891e+00
-2.461775302886962891e+00 5.349133968353271484e+00 5.996031284332275391e+00 -1.347303390502929688e-01 -4.198911666870117188e+00 -3.055827617645263672e+00 -2.461966037750244141e+00 -3.864750623703002930e+00 -7.922517776489257812e+00 8.461657762527465820e-01 4.271402359008789062e-01 -2.791993379592895508e+00
-3.998047828674316406e+00 2.560087919235229492e+00 1.212669730186462402e+00 -4.326995849609375000e+00 -6.180570602416992188e+00 1.934680938720703125e+00 5.605772733688354492e-01 2.462230205535888672e+00 -1.617858648300170898e+00 6.481675148010253906e+00 -4.390416145324707031e+00 -5.411198616027832031e+00
4.207868576049804688e-01 5.280685901641845703e+00 1.560522317886352539e+00 -5.542105436325073242e-01 -5.883407115936279297e+00 -1.746309399604797363e+00 1.352723598480224609e+00 -4.519003391265869141e+00 -5.055802822113037109e+00 5.214600086212158203e+00 -6.418373584747314453e+00 2.424381494522094727e+00
-1.046421766281127930e+00 3.035276412963867188e+00 4.596704483032226562e+00 -4.551877021789550781e+00 -4.415849208831787109e+00 -4.439918518066406250e+00 5.428639411926269531e+00 3.526990413665771484e+00 -4.244162142276763916e-01 -4.257040321826934814e-01 -4.470769405364990234e+00 -4.981836318969726562e+00
-1.743335008621215820e+00 4.711475372314453125e+00 2.869636297225952148e+00 2.984953641891479492e+00 -3.227728605270385742e+00 -3.722882032394409180e+00 1.903331398963928223e+00 1.424009323120117188e+00 -3.181639194488525391e+00 2.514947891235351562e+00 -3.969513654708862305e+00 -9.059823036193847656e+00
3.892845869064331055e+00 -4.329599380493164062e+00 4.023868560791015625e+00 3.150739192962646484e+00 -3.280982971191406250e+00 -2.026875495910644531e+00 -6.882946014404296875e+00 4.115743160247802734e+00 3.644963026046752930e+00 -4.570395946502685547e+00 -4.664454936981201172e+00 -1.733092904090881348e+00
