1.150235295295715332e+00 7.882570624351501465e-01 -2.535079002380371094e+00 3.730854034423828125e+00 2.708459854125976562e+00 -1.342873096466064453e+00 -4.576188087463378906e+00 -1.921411514282226562e+00 -2.504803657531738281e+00 -1.432991921901702881e-01 2.501086950302124023e+00 -4.254384517669677734e+00 -3.649254798889160156e+00 1.321044921875000000e+00
-4.143218994140625000e+00 -4.993449747562408447e-01 -3.135382890701293945e+00 -2.076520204544067383e+00 4.195473194122314453e+00 -1.721514821052551270e+00 2.095474004745483398e+00 -1.068951010704040527e+00 -6.706185936927795410e-01 -1.987608551979064941e+00 3.432608127593994141e+00 -4.186384677886962891e+00 -1.931502342224121094e+00 2.912205219268798828e+00
-5.595044493675231934e-01 -3.645126342773437500e+00 4.562637209892272949e-01 -3.401731550693511963e-01 3.646471023559570312e+00 3.530570507049560547e+00 9.314476847648620605e-01 -2.211615324020385742e+00 -3.156504392623901367e+00 -2.103382587432861328e+00 7.393366098403930664e-01 -1.209179639816284180e+00 -5.471757411956787109e+00 1.385740160942077637e+00
2.575046420097351074e-01 -3.122257709503173828e+00 -3.034346818923950195e+00 -5.658747553825378418e-01 -5.809609889984130859e-01 2.241445064544677734e+00 -3.736900091171264648e+00 1.436691403388977051e+00 1.416454195976257324e+00 -2.375354051589965820e+00 4.748944759368896484e+00 -2.555144786834716797e+00 -2.335881948471069336e+00 3.172173798084259033e-01
-3.428763389587402344e+00 2.251996278762817383e+00 -4.267930388450622559e-01 1.374379634857177734e+00 3.379249334335327148e+00 1.313649266958236694e-01 -5.509194374084472656e+00 -6.979299187660217285e-01 -1.068479537963867188e+00 -7.127109766006469727e-01 2.969066858291625977e+00 -3.822666168212890625e+00 -3.076452970504760742e+00 2.042533010244369507e-01
2.265724420547485352e+00 -1.408358693122863770e+00 -2.788243055343627930e+00 1.542880654335021973e+00 9.006002545356750488e-01 -4.087593033909797668e-02 -2.585447788238525391e+00 1.278781890869140625e+00 -6.186991691589355469e+00 -1.159155249595642090e+00 1.503025770187377930e+00 -1.298473596572875977e+00 -2.812153339385986328e+00 4.381275177001953125e+00
-1.761868953704833984e+00 3.389549851417541504e-01 -3.567434549331665039e+00 -6.119856238365173340e-01 7.493155598640441895e-01 1.715589880943298340e+00 -2.422617822885513306e-01 6.172724366188049316e-01 -3.193642139434814453e+00 2.923960924148559570e+00 9.207704715663567185e-05 -3.236373901367187500e+00 -3.462883710861206055e+00 1.441214084625244141e+00
1.010028719902038574e+00 -4.541460514068603516e+00 -2.822073459625244141e+00 -2.984631538391113281e+00 1.675984144210815430e+00 -2.235197544097900391e+00 5.278925895690917969e-01 9.258683770895004272e-02 -2.433532476425170898e+00 -9.413673281669616699e-01 5.476018905639648438e+00 -7.626989483833312988e-01 -3.689286947250366211e+00 2.057015180587768555e+00
-1.022124767303466797e+00 -3.451200574636459351e-02 -6.334729194641113281e+00 2.650710105895996094e+00 1.081789433956146240e-01 3.250138759613037109e+00 -2.368314862251281738e-01 1.182063817977905273e+00 -2.464838027954101562e+00 -2.230347156524658203e+00 2.255265414714813232e-01 -3.040640115737915039e+00 -1.299894690513610840e+00 2.087985754013061523e+00
-2.005753517150878906e-01 -1.635806322097778320e+00 -4.174760818481445312e+00 -3.623521625995635986e-01 2.471728563308715820e+00 -1.786059617996215820e+00 -1.490284681320190430e+00 3.612826585769653320e+00 -4.569846630096435547e+00 1.372556090354919434e+00 4.334108829498291016e+00 -3.158518791198730469e+00 -3.346749305725097656e+00 1.373877048492431641e+00
8.417099714279174805e-01 7.240206599235534668e-01 -6.461100578308105469e+00 -1.557402253150939941e+00 8.634166121482849121e-01 -1.707294583320617676e+00 -1.583281755447387695e+00 -1.710593223571777344e+00 1.217165231704711914e+00 -7.100106477737426758e-01 2.693115234375000000e+00 -2.361422061920166016e+00 -2.811274051666259766e+00 3.179200649261474609e+00
-1.251577973365783691e+00 -3.442009687423706055e-01 -1.731412172317504883e+00 5.062772750854492188e+00 3.025347471237182617e+00 2.853703975677490234e+00 -4.803431332111358643e-01 -2.611404657363891602e+00 -2.669513463973999023e+00 -3.586594343185424805e+00 1.374743103981018066e+00 -3.309994935989379883e+00 -2.709941387176513672e+00 -1.906378120183944702e-01
4.939878284931182861e-01 -3.075228691101074219e+00 -7.038373947143554688e-01 -2.834596872329711914e+00 1.352961540222167969e+00 3.036063432693481445e+00 1.262235194444656372e-01 2.664139270782470703e+00 -4.931459426879882812e+00 2.746261358261108398e-01 2.227453231811523438e+00 -2.249076843261718750e+00 -3.945739746093750000e+00 -6.138147115707397461e-01
-7.569589018821716309e-01 5.607302188873291016e-01 -5.302820205688476562e-01 -3.157934904098510742e+00 2.571415185928344727e+00 -8.329063057899475098e-01 -3.842190027236938477e+00 -1.099638819694519043e+00 -1.249717101454734802e-01 1.480014443397521973e+00 2.455337285995483398e+00 -1.770778536796569824e+00 -3.819563150405883789e+00 -1.191658824682235718e-01
4.383538365364074707e-01 1.411482453346252441e+00 -5.011349201202392578e+00 3.535231053829193115e-01 1.819318532943725586e+00 1.614935755729675293e+00 -1.030872464179992676e+00 -4.008229255676269531e+00 8.097841143608093262e-01 6.136953234672546387e-01 2.888314962387084961e+00 -3.545686960220336914e+00 -4.478454113006591797e+00 -1.092828869819641113e+00
1.321967601776123047e+00 -3.605061054229736328e+00 -2.591707468032836914e+00 3.021206557750701904e-01 3.791637182235717773e+00 1.729887723922729492e+00 1.159346461296081543e+00 -2.506407737731933594e+00 -2.119415521621704102e+00 -5.936923980712890625e+00 1.778562188148498535e+00 -1.648800373077392578e+00 -9.168936014175415039e-01 1.696167111396789551e+00
