1.170080184936523438e+00 -1.586688011884689331e-01 2.669861018657684326e-01 2.428721189498901367e+00 -2.201975822448730469e+00 3.610073566436767578e+00 -6.475825905799865723e-01 -2.038489341735839844e+00 1.997046113014221191e+00 -5.392629146575927734e+00 -3.373539924621582031e+00 -1.606524229049682617e+00 -4.123248577117919922e+00 1.035968542098999023e+00 6.931610703468322754e-01 8.927936553955078125e-01
1.727857828140258789e+00 -3.772670269012451172e+00 1.047534465789794922e+00 -8.413293957710266113e-01 -3.884474992752075195e+00 1.796261072158813477e+00 -1.348512768745422363e+00 -7.391947507858276367e-01 2.773057222366333008e+00 -5.276328325271606445e-01 -3.715648412704467773e+00 2.641580998897552490e-01 -3.091496706008911133e+00 -2.373283386230468750e+00 1.565958023071289062e+00 1.546569228172302246e+00
-4.375041007995605469e+00 1.982158184051513672e+00 -3.032854080200195312e+00 1.895405650138854980e+00 -3.906763553619384766e+00 2.979335308074951172e+00 1.069140553474426270e+00 -2.888463437557220459e-01 8.542068600654602051e-01 -3.575045585632324219e+00 -1.543384313583374023e+00 -1.614788055419921875e+00 -1.318186283111572266e+00 -6.471126675605773926e-01 1.625917315483093262e+00 1.937092065811157227e+00
-7.178411483764648438e-01 -3.790509223937988281e+00 -9.869151562452316284e-02 2.181614160537719727e+00 -2.632589817047119141e+00 1.544343113899230957e+00 2.148865222930908203e+00 -1.269190788269042969e+00 2.155538320541381836e+00 -2.268768072128295898e+00 -3.186654567718505859e+00 -3.937808990478515625e+00 3.266793251037597656e+00 -1.212196469306945801e+00 -6.272695064544677734e-01 1.357082575559616089e-01
-1.268554449081420898e+00 -6.954661607742309570e-01 8.930423855781555176e-02 -4.542367756366729736e-01 -2.171478748321533203e+00 -4.094988703727722168e-01 -2.109874486923217773e-01 -2.073141813278198242e+00 2.732069015502929688e+00 -4.132610321044921875e+00 -2.045256853103637695e+00 1.471869945526123047e+00 1.215438485145568848e+00 -5.495905280113220215e-01 -3.146424531936645508e+00 3.023216485977172852e+00
4.172242879867553711e-01 4.822996258735656738e-01 -1.421934008598327637e+00 1.543561339378356934e+00 -3.602958440780639648e+00 2.924792051315307617e+00 -1.888169050216674805e+00 -5.354487895965576172e-02 3.225502252578735352e+00 -1.993024587631225586e+00 -5.686486244201660156e+00 -2.419233083724975586e+00 8.893045186996459961e-01 -1.152930855751037598e+00 -1.038165450096130371e+00 2.699534416198730469e+00
-6.206871271133422852e-01 4.502757072448730469e+00 -5.415799617767333984e-01 2.929515600204467773e+00 -2.526373386383056641e+00 -1.353052020072937012e+00 -1.531315445899963379e+00 -1.278570532798767090e+00 2.779132127761840820e+00 -1.185095548629760742e+00 -2.835464715957641602e+00 -2.844614267349243164e+00 -3.661620140075683594e+00 -2.568749427795410156e+00 2.464574098587036133e+00 6.510933637619018555e-01
2.278076648712158203e+00 -1.909627318382263184e+00 -1.045726299285888672e+00 2.627907395362854004e-01 -3.327734470367431641e+00 1.617565751075744629e+00 1.841804146766662598e+00 6.484249830245971680e-01 2.573684930801391602e+00 -1.166308641433715820e+00 -2.127323865890502930e+00 -1.906178705394268036e-02 -2.704011917114257812e+00 -4.123868465423583984e+00 -2.633391380310058594e+00 2.547721624374389648e+00
-1.542910456657409668e+00 -4.598564505577087402e-01 1.513600111007690430e+00 3.750545740127563477e+00 -2.165159702301025391e+00 -3.090815544128417969e-01 4.881480693817138672e+00 -5.922057628631591797e-01 6.268385052680969238e-02 -2.524009704589843750e+00 -3.140506982803344727e+00 -1.967022866010665894e-01 -1.187452435493469238e+00 -3.387169361114501953e+00 8.191947638988494873e-02 -1.894146203994750977e+00
-9.100826382637023926e-01 2.181833744049072266e+00 -1.521247267723083496e+00 4.392741918563842773e-01 -1.787327408790588379e+00 1.161353826522827148e+00 -1.549011934548616409e-02 -6.160509586334228516e+00 1.412396430969238281e+00 -4.227406501770019531e+00 -2.193034738302230835e-01 5.708307623863220215e-01 -1.356195956468582153e-01 -1.842151880264282227e+00 -7.858525514602661133e-01 4.200654506683349609e+00
