-3.202930927276611328e+00 -2.361326456069946289e+00 -2.723409235477447510e-01 1.107612013816833496e+00 -3.267657756805419922e+00 7.925787568092346191e-01 -9.181877374649047852e-01 2.572526931762695312e+00 -3.093654811382293701e-01 -1.632742643356323242e+00 -2.295099496841430664e+00 -1.488818049430847168e+00 1.156221270561218262e+00 7.732482552528381348e-01 -1.925109386444091797e+00 2.012435346841812134e-01 -1.288831233978271484e+00 1.682649731636047363e+00 -1.173738002777099609e+00 5.613625645637512207e-01 1.772328734397888184e+00 5.790296196937561035e-01 -2.026177167892456055e+00 -2.313298225402832031e+00 -4.772890508174896240e-01 1.127340435981750488e+00 1.590936422348022461e+00 1.113382339477539062e+00 -1.898568868637084961e+00 1.100888133049011230e+00 1.725202083587646484e+00 -4.764287769794464111e-01 7.623447454534471035e-04 4.876975435763597488e-03
3.084198534488677979e-01 -2.348829030990600586e+00 -1.969840288162231445e+00 5.281340479850769043e-01 1.901945620775222778e-01 -7.864044904708862305e-01 1.028521537780761719e+00 -1.064420580863952637e+00 -2.574897050857543945e+00 -1.186355352401733398e+00 -9.942739605903625488e-01 -2.208786010742187500e+00 -5.503916144371032715e-01 -8.695870637893676758e-01 1.498838424682617188e+00 -2.059539109468460083e-01 -2.495975978672504425e-02 -3.366167098283767700e-02 -1.115325331687927246e+00 3.614749670028686523e+00 1.099475860595703125e+00 -1.575022101402282715e+00 7.784013748168945312e-01 2.294668912887573242e+00 -3.230131149291992188e+00 7.663519382476806641e-01 6.886854767799377441e-01 2.154061317443847656e+00 -1.750394344329833984e+00 -1.163847446441650391e+00 3.575179576873779297e-01 -1.532547116279602051e+00 -4.157007634639739990e-01 2.328996658325195312e+00
-1.036165952682495117e+00 4.633845388889312744e-01 2.586743593215942383e+00 3.262702142819762230e-03 -1.456834316253662109e+00 -6.703421473503112793e-01 -1.247030735015869141e+00 1.148715972900390625e+00 -6.501755863428115845e-02 1.169905781745910645e+00 7.141897678375244141e-01 8.363512903451919556e-02 1.358306646347045898e+00 -3.115973472595214844e+00 -3.624666690826416016e+00 -4.386750757694244385e-01 -3.599147319793701172e+00 -4.104801118373870850e-01 -3.304806709289550781e+00 3.473486602306365967e-01 -1.276482462882995605e+00 1.194918006658554077e-01 -2.272262811660766602e+00 7.288350462913513184e-01 -2.421863555908203125e+00 2.446411609649658203e+00 4.023567214608192444e-02 7.554074525833129883e-01 1.032923817634582520e+00 7.326472401618957520e-01 -3.930242061614990234e-01 2.033165693283081055e+00 -1.806717395782470703e+00 3.007772684097290039e+00
-2.612614393234252930e+00 1.259162575006484985e-01 1.090711116790771484e+00 -2.039495229721069336e+00 2.446669578552246094e+00 -5.943939685821533203e-01 -3.387312412261962891e+00 1.085017442703247070e+00 -1.157543182373046875e+00 -2.458615779876708984e+00 -1.675486087799072266e+00 1.338566780090332031e+00 2.952818632125854492e+00 -2.664521336555480957e-01 1.798422455787658691e+00 -1.665335655212402344e+00 1.293968081474304199e+00 6.633542776107788086e-01 -1.608559250831604004e+00 2.876062095165252686e-01 -4.453154504299163818e-01 -2.182443380355834961e+00 -2.765141487121582031e+00 -1.907898485660552979e-01 1.162756562232971191e+00 -1.445840358734130859e+00 1.197499275207519531e+00 1.856046766042709351e-01 1.587950706481933594e+00 -8.883262872695922852e-01 -4.929471388459205627e-02 -1.504032731056213379e+00 -1.207839488983154297e+00 1.785750269889831543e+00
-3.359258770942687988e-01 9.428842663764953613e-01 1.720698118209838867e+00 3.941552042961120605e-01 6.630231142044067383e-01 1.697011232376098633e+00 -1.828200697898864746e+00 1.275058627128601074e+00 -1.085761666297912598e+00 -2.147814989089965820e+00 -6.720267534255981445e-01 1.003310754895210266e-01 -2.349885106086730957e-01 3.192673027515411377e-01 1.595326781272888184e+00 -2.364185333251953125e+00 -1.200742647051811218e-01 -4.936227500438690186e-01 -2.329273700714111328e+00 -1.840962648391723633e+00 -1.860035061836242676e+00 -3.226093292236328125e+00 8.159205317497253418e-01 1.891824841499328613e+00 -9.435836076736450195e-01 -7.049981951713562012e-01 -1.649724483489990234e+00 8.037576675415039062e-01 -1.266511231660842896e-01 9.399655461311340332e-01 -7.046892046928405762e-01 1.201292753219604492e+00 -2.000869035720825195e+00 1.266729712486267090e+00
-2.273163348436355591e-01 -2.434001713991165161e-01 8.573619127273559570e-01 8.454074859619140625e-01 2.392233312129974365e-01 -6.179499626159667969e-01 -5.041700601577758789e-01 3.266242146492004395e-01 6.076363325119018555e-01 -2.493373870849609375e+00 -2.156921148300170898e+00 -2.259817361831665039e+00 -1.460365504026412964e-01 -5.742872357368469238e-01 -2.726927518844604492e+00 -7.490257024765014648e-01 -1.790303736925125122e-01 1.329430103302001953e+00 -3.700840473175048828e+00 -6.458938121795654297e-01 -5.425848960876464844e-01 -1.647502183914184570e-02 -2.826926946640014648e+00 -9.193277955055236816e-01 2.049568653106689453e+00 -1.501461863517761230e+00 1.375095844268798828e+00 2.882520198822021484e+00 -1.232442855834960938e+00 6.607497334480285645e-01 -1.059965848922729492e+00 1.747049927711486816e+00 -5.173595547676086426e-01 3.848876476287841797e+00
-1.690036296844482422e+00 -2.121781587600708008e+00 -3.375872075557708740e-01 -6.665238738059997559e-02 -1.942574262619018555e+00 1.880956441164016724e-01 -1.299784064292907715e+00 1.581115603446960449e+00 -2.770937442779541016e+00 -1.628467559814453125e+00 4.135963618755340576e-01 -1.955000162124633789e+00 -1.475656270980834961e+00 5.390339493751525879e-01 1.295115351676940918e+00 3.893146276473999023e+00 4.151999056339263916e-01 -1.974872112274169922e+00 -1.677897214889526367e+00 -1.233664870262145996e+00 -2.191826105117797852e+00 -2.149002790451049805e+00 6.869347095489501953e-01 5.545293092727661133e-01 7.421109676361083984e-01 1.205566167831420898e+00 4.442728459835052490e-01 2.935988426208496094e+00 -1.020684123039245605e+00 -6.155999898910522461e-01 -1.794444918632507324e-01 4.405425488948822021e-01 2.211740732192993164e+00 -5.930836200714111328e-01
-6.130973696708679199e-01 -1.012060642242431641e+00 -5.698671340942382812e-01 -8.531684875488281250e-01 -9.552581906318664551e-01 4.600990936160087585e-02 -2.837669134140014648e+00 -5.645111203193664551e-01 -1.947997510433197021e-01 6.117393374443054199e-01 5.691851973533630371e-01 5.690784454345703125e-01 2.030673742294311523e+00 7.689745724201202393e-02 8.719375133514404297e-01 2.642424345016479492e+00 -1.661960840225219727e+00 -2.096868753433227539e+00 -1.725357651710510254e+00 3.162473917007446289e+00 -3.041028261184692383e+00 -2.558914422988891602e+00 -1.013541936874389648e+00 -2.285325527191162109e+00 1.751938581466674805e+00 1.563033342361450195e+00 1.786581039428710938e+00 3.593340635299682617e+00 -1.719920039176940918e+00 3.808862864971160889e-01 8.262497782707214355e-01 -2.348598480224609375e+00 -2.034407615661621094e+00 9.983298927545547485e-02
8.497062325477600098e-01 4.451504647731781006e-01 9.175290912389755249e-02 -4.882048442959785461e-02 -2.266119956970214844e+00 -3.043441176414489746e-01 -1.837571263313293457e+00 8.778986930847167969e-01 -1.721911549568176270e+00 2.303229093551635742e+00 -2.126015424728393555e+00 4.862314090132713318e-02 -1.112075567245483398e+00 -4.729473292827606201e-01 2.030156612396240234e+00 -7.946317195892333984e-01 -5.379641652107238770e-01 -1.229279756546020508e+00 -8.043594360351562500e-01 1.286848634481430054e-01 -3.862365007400512695e+00 -9.775458276271820068e-02 6.427127718925476074e-01 2.056975126266479492e+00 -3.001538991928100586e+00 2.219905138015747070e+00 1.240713834762573242e+00 1.505418866872787476e-01 -1.221549153327941895e+00 -9.463442564010620117e-01 1.856169700622558594e+00 4.220087528228759766e-01 -3.387965202331542969e+00 1.323888540267944336e+00
-3.066929578781127930e+00 -2.055867433547973633e+00 -2.031045705080032349e-01 3.795932531356811523e-01 1.226340532302856445e+00 4.499385505914688110e-02 -2.149841547012329102e+00 -7.674552798271179199e-01 8.599337935447692871e-01 -2.690864086151123047e+00 -2.183956623077392578e+00 2.462257146835327148e+00 1.138346552848815918e+00 1.491507649421691895e+00 -2.712574481964111328e+00 -1.564017891883850098e+00 -1.520753860473632812e+00 7.455129623413085938e-01 -1.385347604751586914e+00 5.134154558181762695e-01 5.189206004142761230e-01 -3.364480435848236084e-01 1.660365700721740723e+00 -7.492682337760925293e-01 -3.208112716674804688e+00 -4.275714397430419922e+00 3.558616399765014648e+00 1.882918596267700195e+00 5.142718553543090820e-01 -2.278310537338256836e+00 2.590630054473876953e+00 1.469266891479492188e+00 8.547199964523315430e-01 1.176434516906738281e+00
