3.496309816837310791e-01 7.281069159507751465e-01 -2.808583498001098633e+00 1.384590387344360352e+00 -5.266957759857177734e+00 2.017520427703857422e+00 1.488120079040527344e+00 3.991464972496032715e-01 -2.527922153472900391e+00 -3.189651727676391602e+00 -1.527050018310546875e+00 2.101490020751953125e+00 1.288183450698852539e+00 1.432661056518554688e+00 6.496573090553283691e-01 3.275013208389282227e+00 2.157339811325073242e+00 -2.359690904617309570e+00 -2.408101558685302734e+00 -1.799584388732910156e+00 -2.213652849197387695e+00 -7.468682527542114258e-01 -2.709248960018157959e-01 3.070009350776672363e-01 -4.973032176494598389e-01 -2.596072673797607422e+00 5.692492127418518066e-01 3.682359755039215088e-01 2.357745409011840820e+00 3.895453512668609619e-01 -3.828008472919464111e-01 1.747844815254211426e-01 -3.049958467483520508e+00 -2.621834874153137207e-01 -8.002476692199707031e-01
6.087347865104675293e-01 -2.222945451736450195e+00 -2.101540803909301758e+00 -1.546597182750701904e-01 -1.944291710853576660e+00 -1.887727618217468262e+00 -1.427170276641845703e+00 -1.979268074035644531e+00 -4.345116138458251953e+00 1.064882755279541016e+00 2.488229751586914062e+00 -8.973969221115112305e-01 8.341825604438781738e-01 -1.773611903190612793e+00 3.002997159957885742e+00 -1.832599043846130371e+00 1.893592000007629395e+00 -1.449148416519165039e+00 -2.479595661163330078e+00 7.830055952072143555e-01 2.181117534637451172e+00 -2.410041809082031250e+00 -9.522900581359863281e-01 2.964178085327148438e+00 3.349857330322265625e+00 -1.064471974968910217e-01 -3.760203123092651367e+00 2.826017379760742188e+00 -2.649522066116333008e+00 -1.538911581039428711e+00 1.261147022247314453e+00 8.744077086448669434e-01 -3.980676829814910889e-01 8.892316818237304688e-01 -1.426299095153808594e+00
5.315108299255371094e-01 3.068839609622955322e-01 -7.599126100540161133e-01 8.736284822225570679e-02 -4.532641410827636719e+00 -3.167762041091918945e+00 1.191419482231140137e+00 -2.760361731052398682e-01 -2.967808723449707031e+00 1.037815690040588379e+00 -7.375283837318420410e-01 4.675086975097656250e+00 1.052111268043518066e+00 -3.630331158638000488e-01 -1.191976189613342285e+00 1.304126262664794922e+00 1.905838966369628906e+00 -6.113064289093017578e-01 -2.217370033264160156e+00 -1.211949706077575684e+00 -1.638107061386108398e+00 -2.993892431259155273e+00 1.768480896949768066e+00 2.057433500885963440e-02 3.197566568851470947e-01 -1.675117611885070801e+00 -9.770419001579284668e-01 -8.889201283454895020e-02 3.039639234542846680e+00 -3.029375314712524414e+00 2.049890041351318359e+00 -1.397354483604431152e+00 -3.805599689483642578e+00 2.730231523513793945e+00 1.047933921217918396e-01
4.036791026592254639e-01 -1.845597505569458008e+00 -2.852708101272583008e+00 -6.404829025268554688e-01 -1.304187297821044922e+00 1.324220299720764160e+00 -1.218790531158447266e+00 -4.828087389469146729e-01 -2.823959350585937500e+00 3.569446504116058350e-01 -4.573933482170104980e-01 -8.837386369705200195e-01 1.660466790199279785e+00 -2.989082098007202148e+00 -8.202456235885620117e-01 -1.660332798957824707e+00 2.006140947341918945e+00 -2.529823780059814453e+00 -5.017816424369812012e-01 1.795683503150939941e+00 1.511365413665771484e+00 2.234772205352783203e+00 -3.226517915725708008e+00 -1.747686266899108887e+00 -1.996329784393310547e+00 3.019653558731079102e+00 -1.811807513236999512e+00 -5.141245126724243164e-01 7.969592809677124023e-01 -3.208672046661376953e+00 5.330384731292724609e+00 2.133570194244384766e+00 -2.446258783340454102e+00 4.235826492309570312e+00 -9.958772659301757812e-01
2.467087507247924805e+00 2.361316233873367310e-01 -2.563827276229858398e+00 -1.791275024414062500e+00 -1.083768248558044434e+00 -1.367635607719421387e+00 -2.141284704208374023e+00 2.348158597946166992e+00 -3.455138683319091797e+00 -3.182157516479492188e+00 -1.777812838554382324e+00 2.755331993103027344e+00 -1.367779374122619629e+00 -1.778351545333862305e+00 3.388499021530151367e-01 -2.454203963279724121e-01 2.297947645187377930e+00 -2.673145532608032227e+00 -2.733122706413269043e-01 2.980211496353149414e+00 -2.899724245071411133e+00 -1.385768175125122070e+00 -1.182713031768798828e+00 1.628584504127502441e+00 1.409463882446289062e-01 -9.441028237342834473e-01 1.418374776840209961e+00 6.153221726417541504e-01 4.796786308288574219e+00 -3.379063606262207031e+00 7.698925733566284180e-01 2.394016273319721222e-02 -2.581437110900878906e+00 1.968931078910827637e+00 4.501057863235473633e-01
2.587953329086303711e+00 -6.089875102043151855e-01 -4.169909000396728516e+00 1.959064006805419922e+00 1.061301589012145996e+00 -8.450322747230529785e-01 1.643880844116210938e+00 -2.332156181335449219e+00 -1.850108742713928223e+00 1.351146936416625977e+00 -1.118076443672180176e+00 2.232940673828125000e+00 -2.689801752567291260e-01 -2.269306182861328125e+00 -1.387081027030944824e+00 -1.983213424682617188e+00 2.151209592819213867e+00 -3.966963291168212891e+00 3.532047867774963379e-01 8.265006542205810547e-01 8.339011669158935547e-01 -3.932891130447387695e+00 -1.827694058418273926e+00 -5.512212514877319336e-01 1.920909404754638672e+00 1.377231001853942871e+00 -1.339975953102111816e+00 3.072287082672119141e+00 -4.055581569671630859e+00 -1.532684922218322754e+00 2.599315881729125977e+00 -2.421420097351074219e+00 1.838606595993041992e-01 1.861651659011840820e+00 3.453657403588294983e-02
-1.375013828277587891e+00 1.351523995399475098e+00 4.769157469272613525e-01 -9.352097511291503906e-01 -4.017358303070068359e+00 2.677121162414550781e+00 -1.359126806259155273e+00 -1.513467073440551758e+00 -2.559265375137329102e+00 -1.962800025939941406e+00 2.327937841415405273e+00 -2.301975011825561523e+00 6.100517272949218750e+00 2.878362536430358887e-01 -2.766982555389404297e+00 1.283884644508361816e+00 1.136745810508728027e+00 3.380907773971557617e-01 -2.542573213577270508e+00 -3.706413805484771729e-01 6.244003176689147949e-01 -4.262712955474853516e+00 -6.913376450538635254e-01 -2.609965085983276367e+00 -8.562360405921936035e-01 2.546413898468017578e+00 1.382262259721755981e-01 1.493288516998291016e+00 -2.357352226972579956e-01 -1.284221768379211426e+00 -1.886032819747924805e+00 3.841783404350280762e-01 -2.071275711059570312e+00 1.387436032295227051e+00 1.425279021263122559e+00
-1.565834760665893555e+00 -8.911367654800415039e-01 -2.404446840286254883e+00 7.844319343566894531e-01 -1.879900574684143066e+00 2.446688413619995117e+00 2.815342508256435394e-02 -1.144286036491394043e+00 -2.818307638168334961e+00 1.646065711975097656e+00 1.012768864631652832e+00 -1.757453083992004395e+00 1.851805925369262695e+00 2.111220359802246094e+00 -5.004174113273620605e-01 1.710597634315490723e+00 1.576091408729553223e+00 4.965211451053619385e-01 -1.060327529907226562e+00 3.782766580581665039e+00 -3.477641105651855469e+00 -2.054015398025512695e+00 5.285613536834716797e-01 -1.548144936561584473e+00 -2.087692916393280029e-01 -1.870579481124877930e+00 -1.996531963348388672e+00 -2.266613006591796875e+00 2.138386726379394531e+00 7.353265583515167236e-02 7.366050481796264648e-01 -3.248610734939575195e+00 -2.836235523223876953e+00 2.612653970718383789e+00 -3.958464622497558594e+00
3.416823148727416992e-01 -4.990881919860839844e+00 -5.085180759429931641e+00 1.230725884437561035e+00 -6.337461471557617188e-01 3.953034803271293640e-02 5.123428702354431152e-01 1.716637015342712402e+00 -4.285289645195007324e-01 4.279353022575378418e-01 2.582843542098999023e+00 -1.521397471427917480e+00 -1.627927541732788086e+00 -1.210623860359191895e+00 1.118545889854431152e+00 4.024260342121124268e-01 1.436165332794189453e+00 -1.572695970535278320e+00 -3.035981357097625732e-01 2.294798374176025391e+00 -2.098410606384277344e+00 -1.806139826774597168e+00 3.105139017105102539e+00 -1.499839663505554199e+00 1.898949027061462402e+00 4.211289063096046448e-02 -8.742136359214782715e-01 -2.749120950698852539e+00 -2.207777261734008789e+00 9.588296413421630859e-01 4.008233547210693359e+00 -6.943664550781250000e-01 -1.835180878639221191e+00 4.952882230281829834e-01 -3.676536083221435547e+00
2.062721967697143555e+00 -2.254128694534301758e+00 6.502516269683837891e-01 -6.015438437461853027e-01 -4.378798007965087891e+00 1.344278812408447266e+00 -3.137326002120971680e+00 -2.276568412780761719e-01 -2.960362434387207031e+00 -1.646897673606872559e+00 5.158565938472747803e-02 1.148038506507873535e+00 2.631574630737304688e+00 -1.445560216903686523e+00 -1.350150585174560547e+00 2.952226400375366211e+00 -1.982182025909423828e+00 3.040021657943725586e+00 4.088221490383148193e-01 1.590756773948669434e+00 -1.989227175712585449e+00 -1.396548271179199219e+00 -6.223604083061218262e-01 -1.176459789276123047e+00 -5.859865546226501465e-01 -8.408028483390808105e-01 -2.613625049591064453e+00 -3.003985881805419922e-01 5.101775646209716797e+00 1.694682598114013672e+00 -6.183722987771034241e-02 -5.652608275413513184e-01 -3.742812633514404297e+00 1.368468284606933594e+00 -9.856945872306823730e-01
