9.411218762397766113e-02 3.016560554504394531e+00 4.726517200469970703e-01 -8.002707362174987793e-01 2.227317094802856445e+00 -1.944228053092956543e+00 -1.465171813964843750e+00 -5.685584992170333862e-02 -4.584851861000061035e-01 9.039095640182495117e-01 -1.282889604568481445e+00 -9.438869357109069824e-01 1.010643839836120605e-01 2.690687656402587891e+00 -1.811308741569519043e+00 1.274924993515014648e+00 -6.823263764381408691e-01 -1.524812579154968262e-01 -1.735898971557617188e+00 -2.569284737110137939e-01 -9.893007874488830566e-01 -2.220650672912597656e+00 -5.138025879859924316e-01 -3.442649126052856445e+00 -9.175318479537963867e-01 1.567593216896057129e-01 1.123070955276489258e+00 -6.621065735816955566e-01 1.060755133628845215e+00 2.975776195526123047e+00 -1.569817781448364258e+00 -8.300830721855163574e-01 -2.173497915267944336e+00
2.169105969369411469e-02 -1.191151261329650879e+00 -9.953138232231140137e-01 8.288800716400146484e-01 1.931366771459579468e-01 -1.872648954391479492e+00 9.456975460052490234e-01 -3.601907193660736084e-01 5.962039828300476074e-01 -2.196052312850952148e+00 1.588335394859313965e+00 -2.966188430786132812e+00 -6.549320816993713379e-01 -3.457501232624053955e-01 2.363571822643280029e-01 -7.897089123725891113e-01 -2.616628170013427734e+00 9.134491682052612305e-01 3.211030960083007812e-01 -2.026944160461425781e+00 2.939282655715942383e-01 -2.009947061538696289e+00 3.523316979408264160e-01 -4.133542776107788086e-01 -8.398551940917968750e-01 1.238871574401855469e+00 -2.772272527217864990e-01 1.364621400833129883e+00 2.289438724517822266e+00 3.511236608028411865e-01 2.162323951721191406e+00 -2.605891525745391846e-01 -3.516391754150390625e+00
6.181775927543640137e-01 -1.895191311836242676e+00 5.409599542617797852e-01 -2.882997512817382812e+00 -7.793381810188293457e-01 -6.877020597457885742e-01 5.402705073356628418e-01 -1.529545307159423828e+00 1.958033204078674316e+00 -9.871363639831542969e-01 2.552627213299274445e-02 4.924761354923248291e-01 -1.455941319465637207e+00 -5.911468341946601868e-02 1.260586023330688477e+00 -3.803058862686157227e+00 -1.053202152252197266e+00 -1.404909849166870117e+00 -1.601817131042480469e+00 -1.828145861625671387e+00 2.272910118103027344e+00 -3.778274655342102051e-01 2.631595611572265625e+00 -1.062122583389282227e+00 1.425921440124511719e+00 8.765465021133422852e-01 3.055372238159179688e+00 -7.799600362777709961e-01 1.295821189880371094e+00 -1.293484568595886230e-01 -2.690775632858276367e+00 -7.381451874971389771e-02 2.055436838418245316e-03
-1.593995332717895508e+00 2.195814132690429688e+00 1.741075515747070312e+00 1.078736186027526855e+00 -1.024073958396911621e+00 -1.583563908934593201e-02 5.034119486808776855e-01 -8.927013874053955078e-01 1.282483577728271484e+00 2.703634262084960938e+00 -1.539754748344421387e+00 -1.546328186988830566e+00 -3.926248252391815186e-01 4.048179388046264648e-01 -1.823307037353515625e+00 -2.159290313720703125e+00 -1.692777633666992188e+00 1.796276450157165527e+00 -3.906164467334747314e-01 -4.914607405662536621e-01 2.698830127716064453e+00 -1.329390287399291992e+00 -3.314663767814636230e-01 -6.559868454933166504e-01 -2.197774171829223633e+00 1.232239961624145508e+00 1.074718236923217773e+00 -3.005808115005493164e+00 -1.693813085556030273e+00 2.281940221786499023e+00 -4.010969996452331543e-01 -5.850045680999755859e-01 -2.418541431427001953e+00
2.446178436279296875e+00 1.091534852981567383e+00 1.109439611434936523e+00 -2.140506744384765625e+00 -9.848319888114929199e-01 -4.370961785316467285e-01 2.991137266159057617e+00 -1.673239231109619141e+00 -1.843833446502685547e+00 -6.294348090887069702e-02 -1.051865220069885254e+00 6.204609274864196777e-01 -2.019345045089721680e+00 -2.397071272134780884e-01 1.830444574356079102e+00 1.308143973350524902e+00 1.739965677261352539e-01 -3.808448910713195801e-01 -2.374856948852539062e+00 -3.042901992797851562e+00 -4.656744003295898438e-01 -3.564256906509399414e+00 -1.793932914733886719e+00 2.132335186004638672e+00 -5.127127766609191895e-01 1.788654446601867676e+00 -7.341507077217102051e-02 -9.859049459919333458e-04 -1.200960993766784668e+00 1.212743997573852539e+00 2.442562818527221680e+00 -1.132870197296142578e+00 -1.450342059135437012e+00
9.158325195312500000e-02 -1.975546479225158691e+00 -2.984522104263305664e+00 -9.233737587928771973e-01 -1.207065582275390625e+00 -5.818614363670349121e-02 -2.659704446792602539e+00 -2.448214292526245117e+00 -1.633792519569396973e+00 -4.389099776744842529e-01 3.701616048812866211e+00 3.040198564529418945e+00 -1.894077897071838379e+00 2.009279727935791016e-01 8.738199472427368164e-01 -1.629048347473144531e+00 -7.445828914642333984e-01 -3.617865033447742462e-03 5.016015768051147461e-01 -1.543039798736572266e+00 -4.371221661567687988e-01 -9.924483299255371094e-01 3.883477449417114258e-01 1.121770858764648438e+00 1.950083076953887939e-01 -1.906151622533798218e-01 4.714269340038299561e-01 -2.764241695404052734e+00 5.217334032058715820e-01 3.070343255996704102e+00 2.219928741455078125e+00 -1.545702099800109863e+00 5.774627923965454102e-01
-5.005606412887573242e-01 -1.068402379751205444e-01 6.279431581497192383e-01 -6.273469924926757812e-01 2.719849348068237305e-01 -1.136932373046875000e+00 -2.837127447128295898e-01 -6.090735793113708496e-01 2.040611505508422852e+00 1.604865863919258118e-02 -8.976545333862304688e-01 -2.269292116165161133e+00 -2.330685615539550781e+00 1.149229854345321655e-01 7.963523268699645996e-01 -4.222721159458160400e-01 -2.056225776672363281e+00 -6.158678531646728516e-01 -1.912795066833496094e+00 -2.432637214660644531e+00 2.153497695922851562e+00 -1.471198052167892456e-01 2.801111340522766113e-01 1.086602807044982910e+00 -1.895692497491836548e-01 1.177631258964538574e+00 1.513659358024597168e+00 -1.564856529235839844e+00 4.439186453819274902e-01 9.099240899085998535e-01 -5.909660458564758301e-01 4.899373948574066162e-01 -1.802442789077758789e+00
2.209913253784179688e+00 -1.357048511505126953e+00 1.518868923187255859e+00 3.402720093727111816e-01 2.421549856662750244e-01 7.010688781738281250e-01 2.191025733947753906e+00 -1.164796471595764160e+00 -2.566982507705688477e+00 -6.199121475219726562e-01 -1.852447032928466797e+00 6.799800693988800049e-02 2.410876005887985229e-02 -1.964056640863418579e-01 6.227273344993591309e-01 8.808499574661254883e-01 1.987958192825317383e+00 -7.629249691963195801e-01 8.513990044593811035e-01 -1.166123747825622559e+00 -1.710865944623947144e-01 -1.157852888107299805e+00 -1.325796008110046387e+00 -1.706496953964233398e+00 -1.643674015998840332e+00 1.769934594631195068e-01 1.718259453773498535e+00 -1.578766465187072754e+00 -7.085836529731750488e-01 2.493347674608230591e-01 -1.242185682058334351e-01 -1.170518040657043457e+00 -2.066312789916992188e+00
6.463964581489562988e-01 2.080680608749389648e+00 1.516535133123397827e-02 -2.119612693786621094e+00 -2.393463373184204102e+00 -8.786170482635498047e-01 5.294037982821464539e-02 -1.256233572959899902e+00 1.943172365427017212e-01 -4.425030946731567383e-01 2.473844051361083984e+00 2.511810362339019775e-01 3.047206103801727295e-01 2.351956367492675781e-01 -1.074772834777832031e+00 6.628196835517883301e-01 -8.801081776618957520e-01 2.349683761596679688e+00 -3.626399993896484375e+00 -3.842937648296356201e-01 -1.611089944839477539e+00 -8.540815711021423340e-01 1.644622325897216797e+00 -1.213145136833190918e+00 -1.055499672889709473e+00 -9.884876012802124023e-02 -1.968400001525878906e+00 -1.148901700973510742e+00 1.391508579254150391e+00 9.028177857398986816e-01 1.978834033012390137e+00 -1.945622444152832031e+00 -1.747565150260925293e+00
-1.119718194007873535e+00 3.547804355621337891e-01 -1.297228217124938965e+00 -2.468834638595581055e+00 -1.725275039672851562e+00 2.121468544006347656e+00 -4.164798259735107422e-01 -6.791879534721374512e-01 2.886746406555175781e+00 2.762745857238769531e+00 5.797399878501892090e-01 -1.477880835533142090e+00 -8.730733394622802734e-02 -1.341452002525329590e+00 -1.773757696151733398e+00 -2.093458890914916992e+00 -1.180397272109985352e+00 1.776312947273254395e+00 -1.516253590583801270e+00 -2.805173158645629883e+00 2.629019975662231445e+00 -1.411103963851928711e+00 -1.693852663040161133e+00 8.522371649742126465e-01 -2.235772460699081421e-01 2.022243976593017578e+00 2.055251121520996094e+00 -7.269147634506225586e-01 -8.710439801216125488e-01 -7.322227582335472107e-03 5.231935381889343262e-01 8.026100397109985352e-01 -1.811481356620788574e+00
