-1.225869655609130859e+00 -1.556400537490844727e+00 2.084675073623657227e+00 1.473101496696472168e+00 -2.222360610961914062e+00 -2.289258480072021484e+00 -2.009424686431884766e+00 3.640196323394775391e+00 -2.407466888427734375e+00 -2.252309560775756836e+00 -1.677489757537841797e+00 -1.875184059143066406e+00 2.580128842964768410e-03 5.055798292160034180e-01 7.958622574806213379e-01 8.862798213958740234e-01 -7.483128905296325684e-01 -3.695536375045776367e+00 2.987964153289794922e+00 3.259063959121704102e-01 -2.081111192703247070e+00 -1.682183295488357544e-01 7.997977137565612793e-01 1.141284704208374023e+00
3.646738231182098389e-01 -5.948952436447143555e-01 9.393651485443115234e-01 2.466752767562866211e+00 -2.846646547317504883e+00 -4.330831050872802734e+00 -3.974412441253662109e+00 1.223834037780761719e+00 4.315694272518157959e-01 -3.502241611480712891e+00 -3.048506081104278564e-01 -1.421287059783935547e+00 -5.752153992652893066e-01 4.946592748165130615e-01 5.468752980232238770e-01 -2.468245029449462891e+00 -4.308571517467498779e-01 2.049466371536254883e-01 8.573275208473205566e-01 2.298722982406616211e+00 -8.523019552230834961e-01 -5.342798233032226562e-01 3.114288091659545898e+00 -7.066469192504882812e-01
-1.580529093742370605e+00 9.223605394363403320e-01 2.475917525589466095e-02 3.539843797683715820e+00 -8.302929401397705078e-01 2.420477271080017090e-01 -1.038984537124633789e+00 1.209145307540893555e+00 1.988273143768310547e+00 -9.972133040428161621e-01 -1.700472116470336914e+00 1.646822452545166016e+00 -3.969159364700317383e+00 -1.738224267959594727e+00 1.627516627311706543e+00 -4.107661247253417969e-01 -3.124346971511840820e+00 -1.758455157279968262e+00 -8.559404015541076660e-01 1.170192480087280273e+00 -3.944406211376190186e-01 -5.227634906768798828e-01 -4.598424136638641357e-01 -5.683104395866394043e-01
-3.262850761413574219e+00 7.683666348457336426e-01 -9.879200905561447144e-02 2.121018171310424805e+00 -2.372344255447387695e+00 -1.219147920608520508e+00 -2.655143737792968750e+00 -7.855607271194458008e-01 1.107827901840209961e+00 -5.299772620201110840e-01 -5.783771350979804993e-02 2.450607776641845703e+00 -1.971497893333435059e+00 -2.900629043579101562e+00 -9.045821428298950195e-01 9.911448359489440918e-01 8.725253939628601074e-01 -1.429100751876831055e+00 1.024920582771301270e+00 -1.482421040534973145e+00 6.900982260704040527e-01 -2.882854938507080078e+00 2.518705844879150391e+00 1.104977965354919434e+00
-3.657668113708496094e+00 -2.343788623809814453e+00 2.341283559799194336e+00 -2.106938809156417847e-01 -2.636377096176147461e+00 4.923254549503326416e-01 1.100449323654174805e+00 2.427505970001220703e+00 -1.231284022331237793e+00 -2.759680747985839844e+00 5.489528179168701172e-01 1.065724015235900879e+00 -3.094870328903198242e+00 7.665337622165679932e-02 -1.781762599945068359e+00 -7.104734778404235840e-01 1.630917072296142578e+00 -1.527413129806518555e+00 3.578051805496215820e+00 1.614805936813354492e+00 -2.158183097839355469e+00 -3.802123963832855225e-01 1.597418665885925293e+00 -2.322956800460815430e+00
1.836473464965820312e+00 4.181997850537300110e-02 2.238420486450195312e+00 1.925759315490722656e+00 -2.746542930603027344e+00 -4.004283547401428223e-01 -3.071320950984954834e-01 -1.236708641052246094e+00 -1.500306367874145508e+00 -1.243942260742187500e+00 -3.691677451133728027e-01 -1.599148631095886230e+00 -1.773327827453613281e+00 -1.302387952804565430e+00 -1.879778146743774414e+00 1.554694056510925293e+00 -1.534391999244689941e+00 2.527277946472167969e+00 -8.894653320312500000e-01 5.816302895545959473e-01 -8.001646995544433594e-01 -3.245507955551147461e+00 3.491002559661865234e+00 -2.455814123153686523e+00
1.187546253204345703e+00 -3.432415723800659180e-01 3.340877056121826172e+00 2.751758337020874023e+00 -3.675883293151855469e+00 -8.823232054710388184e-01 5.251294374465942383e-01 -2.148452281951904297e+00 -2.369329690933227539e+00 -1.416146397590637207e+00 -5.649183392524719238e-01 1.650745749473571777e+00 -2.918541193008422852e+00 -9.653664231300354004e-01 2.112993240356445312e+00 -1.654402852058410645e+00 -6.124146580696105957e-01 1.722890496253967285e+00 -4.436019361019134521e-01 1.243547677993774414e+00 -3.444481611251831055e+00 -2.298018932342529297e+00 -6.976410150527954102e-01 -1.594763696193695068e-01
-3.639925420284271240e-01 -3.493127226829528809e-01 5.848139524459838867e-01 1.570642709732055664e+00 -2.167137622833251953e+00 1.383297920227050781e+00 -1.392756700515747070e+00 3.493867635726928711e+00 -2.795090198516845703e+00 -3.123716354370117188e+00 8.071983456611633301e-01 3.669035434722900391e-01 -2.898196935653686523e+00 -3.137288808822631836e+00 -2.130538702011108398e+00 -1.472257137298583984e+00 -5.505888462066650391e-01 -1.016281127929687500e+00 -4.657505825161933899e-02 6.824443582445383072e-03 2.957357406616210938e+00 -2.020269393920898438e+00 2.538014173507690430e+00 5.792334675788879395e-01
1.073849201202392578e+00 -2.713675975799560547e+00 3.606360197067260742e+00 2.900159597396850586e+00 -3.500674009323120117e+00 -2.310061931610107422e+00 6.855569481849670410e-01 -2.140115261077880859e+00 -7.006655931472778320e-01 -4.902399778366088867e-01 -3.864569902420043945e+00 -3.319123685359954834e-01 -1.309371829032897949e+00 -2.810030937194824219e+00 -6.559516787528991699e-01 3.813847005367279053e-01 -3.352247551083564758e-02 1.206370592117309570e-01 3.380488157272338867e+00 1.970074415206909180e+00 -4.497231841087341309e-01 -3.807649374008178711e+00 9.617561697959899902e-01 4.320931732654571533e-01
6.818674206733703613e-01 5.158751085400581360e-02 1.982498168945312500e+00 1.505859732627868652e+00 -1.586953163146972656e+00 -2.940149545669555664e+00 -7.810774445533752441e-01 -9.410807490348815918e-01 -1.477596163749694824e+00 -1.644370436668395996e+00 1.000560402870178223e+00 1.187147259712219238e+00 -6.545804738998413086e-01 -1.454871296882629395e+00 1.283058404922485352e+00 -1.679698944091796875e+00 -1.443416923284530640e-01 -1.292788267135620117e+00 2.161008864641189575e-01 -1.568441510200500488e+00 -3.667408466339111328e+00 -3.625307977199554443e-01 5.723599791526794434e-01 2.375436067581176758e+00
