2.793103933334350586e+00 -2.618543863296508789e+00 4.220467567443847656e+00 -1.283421516418457031e+00 -1.480576694011688232e-01 5.584730625152587891e+00 1.460219502449035645e+00 -2.282998085021972656e+00 -1.826307058334350586e+00 5.471351146697998047e-01 -6.006010770797729492e-01 -1.251252651214599609e+00 -5.371870517730712891e+00 7.610170841217041016e-01 -7.309534549713134766e-01 -1.786815643310546875e+00 -4.833622932434082031e+00 2.455318927764892578e+00 -2.261769056320190430e+00 1.288906335830688477e+00 2.289557695388793945e+00 -8.738880157470703125e-01 -5.772414207458496094e-01 -5.884094238281250000e+00 5.974774062633514404e-02 -2.752024173736572266e+00 -2.816409766674041748e-01 2.312847614288330078e+00
2.090964317321777344e+00 -2.403920173645019531e+00 4.177796363830566406e+00 -1.522079110145568848e+00 3.676335334777832031e+00 1.879658818244934082e+00 -1.780319094657897949e+00 -6.023702621459960938e-01 -2.151834249496459961e+00 -4.000359058380126953e+00 -2.156055927276611328e+00 -2.309359312057495117e+00 -2.541471242904663086e+00 -6.970920562744140625e-01 -1.214968323707580566e+00 -3.643281936645507812e+00 2.888188123703002930e+00 3.104593276977539062e+00 -2.620140075683593750e+00 3.707480430603027344e+00 1.265261650085449219e+00 1.345921754837036133e+00 -4.435598373413085938e+00 -8.320115804672241211e-01 -1.356393098831176758e+00 1.351717472076416016e+00 -3.739963531494140625e+00 -1.415839493274688721e-01
4.709697663784027100e-01 -1.514969766139984131e-01 -7.397930622100830078e-01 -1.105628967285156250e+00 -3.497534990310668945e+00 2.568950891494750977e+00 -1.876343369483947754e+00 1.087977647781372070e+00 1.614890098571777344e+00 1.324260473251342773e+00 -3.990909099578857422e+00 -5.102963447570800781e+00 -2.787773370742797852e+00 -4.277081012725830078e+00 7.909684181213378906e-01 1.269226789474487305e+00 -3.717918395996093750e+00 1.413210153579711914e+00 -3.328997790813446045e-01 3.368754625320434570e+00 1.965810894966125488e+00 3.275181531906127930e+00 -8.249410390853881836e-01 8.191917836666107178e-02 -3.577419042587280273e+00 -1.595441699028015137e+00 -6.844202429056167603e-02 3.443701982498168945e+00
8.686568737030029297e-01 -3.159234523773193359e+00 1.920595526695251465e+00 2.923528432846069336e+00 -2.406033992767333984e+00 1.918018460273742676e+00 -2.544350624084472656e+00 4.874727249145507812e+00 -2.716630220413208008e+00 -2.403727054595947266e+00 1.129217892885208130e-01 3.049446344375610352e-01 -1.698572993278503418e+00 -3.212801694869995117e+00 1.130643367767333984e+00 -5.127036571502685547e+00 1.282111883163452148e+00 9.759503602981567383e-01 -1.553846240043640137e+00 2.234891653060913086e+00 1.250435590744018555e+00 4.699773192405700684e-01 2.343637943267822266e+00 -1.084845781326293945e+00 -5.169569969177246094e+00 -3.781347990036010742e+00 1.929758310317993164e+00 -7.780381441116333008e-01
-1.225442051887512207e+00 -3.368452787399291992e+00 2.336192131042480469e-01 -1.650699973106384277e-01 -3.358916521072387695e+00 -2.097252845764160156e+00 -3.662111759185791016e+00 2.368690490722656250e+00 -5.938671827316284180e-01 1.197803616523742676e+00 -2.043012380599975586e+00 9.424551725387573242e-01 -2.792014360427856445e+00 -2.399557828903198242e+00 2.652292013168334961e+00 -5.121965885162353516e+00 1.374420285224914551e+00 -1.991719841957092285e+00 1.651071310043334961e+00 2.195760726928710938e+00 2.507161378860473633e+00 1.490060806274414062e+00 -1.516661047935485840e+00 -3.360128879547119141e+00 -3.532237768173217773e+00 2.594355344772338867e+00 1.128111600875854492e+00 3.464904785156250000e+00
-7.237296104431152344e-01 -2.092391967773437500e+00 2.564029216766357422e+00 -2.694385290145874023e+00 2.340075254440307617e+00 -1.861576199531555176e+00 -3.868486404418945312e+00 4.176059663295745850e-01 2.737601757049560547e+00 -2.143071174621582031e+00 -1.619040369987487793e+00 3.447415232658386230e-01 3.919624090194702148e+00 -4.931867122650146484e+00 3.622686862945556641e+00 -1.566035151481628418e+00 2.338949739933013916e-01 3.941425681114196777e-02 -5.739037990570068359e+00 4.345682144165039062e+00 1.269733309745788574e+00 -9.803450703620910645e-01 -1.870463490486145020e+00 -3.460888624191284180e+00 -9.502482414245605469e-01 -2.150747537612915039e+00 8.340306580066680908e-03 3.138469696044921875e+00
-2.627653121948242188e+00 -2.567306041717529297e+00 1.824090242385864258e+00 1.864439249038696289e+00 -2.008388042449951172e+00 3.821897745132446289e+00 2.216923236846923828e+00 -6.546524167060852051e-01 -1.963422775268554688e+00 -2.145687580108642578e+00 -3.291208982467651367e+00 2.254654407501220703e+00 1.081532478332519531e+00 -3.081744194030761719e+00 9.539477229118347168e-01 -4.348716259002685547e+00 -2.856746196746826172e+00 6.111684322357177734e+00 -1.139890551567077637e+00 -3.578339219093322754e-01 1.399636983871459961e+00 -3.134216368198394775e-01 -4.499519824981689453e+00 -9.113023877143859863e-01 -1.600838184356689453e+00 2.842254042625427246e-01 1.964356780052185059e+00 -1.345425486564636230e+00
-4.473129749298095703e+00 1.195232152938842773e+00 1.904618978500366211e+00 5.108976960182189941e-01 -1.218012690544128418e+00 -2.050921201705932617e+00 9.829319082200527191e-03 2.475634098052978516e+00 2.639792919158935547e+00 -2.002156257629394531e+00 -4.633055686950683594e+00 -1.650075197219848633e+00 -3.935495615005493164e+00 -1.614002823829650879e+00 3.852772414684295654e-01 -1.694437265396118164e+00 -2.625902891159057617e-01 6.365585923194885254e-01 -1.463449120521545410e+00 2.979472875595092773e+00 2.527896881103515625e+00 -6.041934490203857422e-01 -1.493765562772750854e-01 -4.189383704215288162e-03 -2.042323350906372070e+00 -3.183914899826049805e+00 -9.118510484695434570e-01 2.362589120864868164e+00
1.933852195739746094e+00 -8.461351990699768066e-01 1.231362104415893555e+00 5.554910302162170410e-01 -1.199011921882629395e+00 3.347192764282226562e+00 -1.072997927665710449e+00 -3.094701051712036133e+00 -5.484425544738769531e+00 1.860741615295410156e+00 -2.052298337221145630e-01 -6.248510837554931641e+00 -3.840626478195190430e+00 -3.054346561431884766e+00 5.561350584030151367e-01 -1.089104771614074707e+00 8.990813493728637695e-01 7.256295531988143921e-02 6.948378682136535645e-01 6.942000985145568848e-01 3.272736072540283203e+00 -1.048960447311401367e+00 -1.982198953628540039e+00 -8.892784714698791504e-01 -1.550346970558166504e+00 -2.243898391723632812e+00 3.889074802398681641e+00 2.338657617568969727e+00
-5.641429424285888672e+00 -1.950591683387756348e+00 4.704652786254882812e+00 -1.897054910659790039e+00 -3.362101554870605469e+00 -6.600252985954284668e-01 2.154881238937377930e+00 1.981471419334411621e+00 3.545631885528564453e+00 -1.168135643005371094e+00 -1.069048404693603516e+00 -4.895475387573242188e+00 -9.941458106040954590e-01 -1.557784080505371094e+00 8.508789539337158203e-01 -2.963241577148437500e+00 -9.638776630163192749e-02 -1.802319049835205078e+00 -1.957021802663803101e-01 2.603228807449340820e+00 4.177028179168701172e+00 2.005760669708251953e-01 -2.307881832122802734e+00 2.969604015350341797e+00 -2.446431875228881836e+00 -1.999825596809387207e+00 -5.287729501724243164e-01 2.025713443756103516e+00
-3.086061716079711914e+00 5.265633463859558105e-01 -3.913899138569831848e-02 1.231322884559631348e+00 1.968914985656738281e+00 -6.025926470756530762e-01 -2.010934114456176758e+00 1.392662286758422852e+00 -3.030185103416442871e-01 -2.300851345062255859e-01 -4.070276260375976562e+00 -2.998356342315673828e+00 -3.892687082290649414e+00 -1.730075001716613770e+00 -7.811032235622406006e-03 -3.017441034317016602e+00 1.387367844581604004e+00 2.036664724349975586e+00 4.176668226718902588e-01 8.785713464021682739e-02 9.356139302253723145e-01 -5.125236988067626953e+00 -8.750949501991271973e-01 -6.362228989601135254e-01 -1.974689602851867676e+00 -3.503721237182617188e+00 4.879004955291748047e+00 6.489140987396240234e+00
-8.906788229942321777e-01 9.089546799659729004e-01 2.652190685272216797e+00 -5.423744916915893555e-01 -2.108948469161987305e+00 1.691343545913696289e+00 -1.274304866790771484e+00 1.268268465995788574e+00 -3.886168003082275391e+00 -4.048094272613525391e+00 2.621678829193115234e+00 -4.563305974006652832e-01 8.958632946014404297e-01 -2.937460660934448242e+00 1.499528646469116211e+00 -2.993164777755737305e+00 6.319148540496826172e-01 3.520039021968841553e-01 3.411458730697631836e+00 -1.702776670455932617e+00 2.064803361892700195e+00 -7.617673277854919434e-01 -2.666814804077148438e+00 -6.571145057678222656e+00 -3.098760604858398438e+00 -2.242769956588745117e+00 2.753274679183959961e+00 1.852955460548400879e+00
