-1.809787154197692871e+00 -7.822365313768386841e-02 5.166489481925964355e-01 -5.390986204147338867e-01 -3.394901752471923828e+00 -4.429916381835937500e+00 5.255438327789306641e+00 1.047326087951660156e+00 2.609975636005401611e-01 1.260591030120849609e+00 1.448347926139831543e+00 -4.640186786651611328e+00 1.804624080657958984e+00 2.613524794578552246e-01 -1.683419108390808105e+00 1.069946646690368652e+00 9.568318724632263184e-01 1.938051819801330566e+00 -2.040137767791748047e+00 -2.801665544509887695e+00 -4.029134273529052734e+00 -8.421870470046997070e-01 2.388211965560913086e+00 -5.695340156555175781e+00 7.209253311157226562e-01 2.089846134185791016e+00
-3.826155792921781540e-03 -8.640956878662109375e-02 3.828219771385192871e-01 -6.548359394073486328e+00 8.014184236526489258e-02 -2.958431243896484375e+00 7.783417105674743652e-01 2.344808101654052734e+00 -3.758687257766723633e+00 1.384706616401672363e+00 2.232087135314941406e+00 -4.019729137420654297e+00 3.555149793624877930e+00 8.487236499786376953e-01 -3.485916137695312500e+00 2.002717733383178711e+00 -4.027380049228668213e-01 3.634235560894012451e-01 -1.169430971145629883e+00 -3.614681005477905273e+00 1.444288849830627441e+00 8.163344860076904297e-01 -1.453500270843505859e+00 8.959270119667053223e-01 -2.707618713378906250e+00 -5.481044650077819824e-01
-2.929587841033935547e+00 1.217582345008850098e+00 2.123003721237182617e+00 -4.914747714996337891e+00 -3.712373256683349609e+00 -4.286458015441894531e+00 2.676783084869384766e+00 1.065201640129089355e+00 -1.546530485153198242e+00 -1.150585412979125977e+00 4.750355720520019531e+00 -3.435235023498535156e+00 2.627161502838134766e+00 2.039282798767089844e+00 -1.713298678398132324e+00 2.305482864379882812e+00 1.629361391067504883e+00 -1.106475353240966797e+00 -2.908501863479614258e+00 -2.956957101821899414e+00 -3.831988666206598282e-03 -2.444836378097534180e+00 -2.011226177215576172e+00 -1.571267962455749512e+00 2.974941253662109375e+00 6.027722358703613281e-01
6.818058490753173828e-01 2.738662481307983398e+00 -3.378939628601074219e+00 1.209778189659118652e+00 2.032257080078125000e+00 -4.552832603454589844e+00 -3.115756988525390625e+00 1.945987343788146973e+00 -1.502556562423706055e+00 2.019640207290649414e+00 3.278782606124877930e+00 -1.577432394027709961e+00 2.818371295928955078e+00 6.254582405090332031e-01 -1.269429326057434082e+00 1.477292299270629883e+00 -2.140811204910278320e+00 2.838088989257812500e+00 -7.739344239234924316e-01 -2.534814357757568359e+00 -5.974936962127685547e+00 -2.549947738647460938e+00 4.444542229175567627e-01 -3.466436147689819336e+00 -9.505757689476013184e-01 -1.725557148456573486e-01
-2.595578730106353760e-01 1.162200570106506348e+00 5.596884250640869141e+00 -2.482442617416381836e+00 -1.906699061393737793e+00 -4.669263362884521484e+00 -1.880977272987365723e+00 -1.059770509600639343e-01 -5.244669914245605469e-01 3.071415901184082031e+00 -1.177820205688476562e+00 7.266203165054321289e-01 -1.514746308326721191e+00 -2.417793512344360352e+00 -1.677834749221801758e+00 2.383036762475967407e-01 -1.189191639423370361e-01 8.002996444702148438e-01 -4.270951747894287109e+00 -2.963535070419311523e+00 -3.775337457656860352e+00 -3.908732175827026367e+00 3.464298248291015625e+00 3.350332260131835938e+00 1.360554695129394531e+00 1.559516906738281250e+00
7.627158164978027344e-01 1.700638771057128906e+00 -1.638462066650390625e+00 -5.292193889617919922e+00 1.161393642425537109e+00 -5.630841732025146484e+00 1.724675655364990234e+00 1.650123596191406250e+00 -1.849771499633789062e+00 1.169941425323486328e+00 3.603447377681732178e-01 3.061071038246154785e-01 2.451341152191162109e+00 1.130525112152099609e+00 3.834581851959228516e+00 2.853477001190185547e+00 1.418646931648254395e+00 -3.503614902496337891e+00 -4.335144042968750000e+00 -4.834249973297119141e+00 -8.350306749343872070e-01 -1.126601457595825195e+00 1.330799311399459839e-01 -1.023517251014709473e+00 -1.467735290527343750e+00 -1.092029437422752380e-01
-7.848551869392395020e-01 2.413580656051635742e+00 -2.139953136444091797e+00 -1.482697963714599609e+00 -2.748167276382446289e+00 -2.320780515670776367e+00 1.512472748756408691e+00 2.843949556350708008e+00 -1.106190919876098633e+00 -6.341876387596130371e-01 -3.177906751632690430e+00 2.771835803985595703e+00 2.258575677871704102e+00 -2.281581401824951172e+00 5.907670259475708008e-01 -2.653385400772094727e+00 3.333725035190582275e-01 1.959333777427673340e+00 1.578162670135498047e+00 1.429460406303405762e+00 -4.880626201629638672e+00 -3.954165220260620117e+00 1.162279129028320312e+00 -2.970518827438354492e+00 3.105433940887451172e+00 -3.506953239440917969e+00
2.205066442489624023e+00 1.019299507141113281e+00 -1.543983459472656250e+00 -1.375771880149841309e+00 -3.528211832046508789e+00 -6.248744010925292969e+00 -3.334543466567993164e+00 2.086612462997436523e+00 -4.588578701019287109e+00 -9.859089255332946777e-01 2.919843912124633789e+00 -9.769919328391551971e-03 1.853382468223571777e+00 2.203905582427978516e+00 -1.489189386367797852e+00 -2.579239606857299805e+00 1.214097976684570312e+00 6.212093234062194824e-01 1.712144851684570312e+00 -2.359943628311157227e+00 1.992372721433639526e-01 -4.837431430816650391e+00 3.589278697967529297e+00 1.292980164289474487e-01 3.495915889739990234e+00 -2.504878997802734375e+00
-1.517562985420227051e+00 -2.086283445358276367e+00 4.166105747222900391e+00 -9.973078370094299316e-01 -4.655057430267333984e+00 -2.511735439300537109e+00 -5.381362438201904297e-01 2.461414813995361328e+00 -3.380488634109497070e+00 1.948112249374389648e+00 1.820932984352111816e+00 -3.083871841430664062e+00 1.303437352180480957e+00 -3.726496696472167969e+00 -2.128492593765258789e+00 -1.806719541549682617e+00 -6.896875500679016113e-01 2.824278831481933594e+00 -1.149121880531311035e+00 -7.630854845046997070e-01 -2.284007549285888672e+00 1.327771186828613281e+00 1.723392009735107422e+00 -1.144573330879211426e+00 6.145064234733581543e-01 1.961860895156860352e+00
-3.949952602386474609e+00 -1.284467339515686035e+00 2.432941347360610962e-01 -1.849789977073669434e+00 9.219104051589965820e-01 -6.200369358062744141e+00 -2.146216630935668945e-01 1.424719452857971191e+00 1.521291255950927734e+00 1.068840503692626953e+00 5.797477960586547852e-01 2.441961526870727539e+00 5.442650318145751953e+00 1.085168838500976562e+00 -1.460917830467224121e+00 1.606671363115310669e-01 3.994007110595703125e+00 -1.988716006278991699e+00 -2.671788930892944336e+00 -6.276062011718750000e+00 -2.198611259460449219e+00 -1.147666692733764648e+00 1.734204173088073730e+00 2.457653999328613281e+00 -1.890281677246093750e+00 -3.599986314773559570e+00
