2.884625084698200226e-02 8.565321564674377441e-02 -1.149161458015441895e+00 -8.606084585189819336e-01 -1.283010601997375488e+00 -9.303125143051147461e-01 1.365323811769485474e-01 -1.075982809066772461e+00 1.064623832702636719e+00 -1.109883069992065430e+00 1.420677661895751953e+00 -1.921493768692016602e+00 1.390514612197875977e+00 -4.935925960540771484e+00 7.336747646331787109e-01 -1.122728109359741211e+00 -2.767543315887451172e+00 2.980693578720092773e+00 1.191789984703063965e+00 1.354978919029235840e+00 2.012073516845703125e+00 8.287240266799926758e-01 -1.198818802833557129e+00 -4.390327453613281250e+00 1.265204071998596191e+00
1.726938486099243164e+00 -1.834151625633239746e+00 -1.998558521270751953e+00 -4.671496868133544922e+00 -1.902156710624694824e+00 -4.207680702209472656e+00 8.761010766029357910e-01 3.022975921630859375e+00 9.557041525840759277e-01 -8.220200985670089722e-02 -5.182575583457946777e-01 -3.712875366210937500e+00 -1.637066602706909180e+00 5.897407531738281250e-01 1.049836650490760803e-01 2.192408442497253418e-01 -1.045394420623779297e+00 9.554606080055236816e-01 1.534214258193969727e+00 8.370892405509948730e-01 2.114402055740356445e+00 2.568826198577880859e+00 -1.245501756668090820e+00 -2.211993455886840820e+00 1.279918313026428223e+00
1.693634152412414551e+00 -2.898941993713378906e+00 5.617730617523193359e-01 -3.212455034255981445e+00 -9.913058280944824219e-01 -3.339359521865844727e+00 6.689636111259460449e-01 -1.482528805732727051e+00 1.714346289634704590e+00 4.222569465637207031e-01 8.421003818511962891e-01 -1.922733664512634277e+00 2.561844348907470703e+00 -1.876633524894714355e+00 -4.257101714611053467e-01 -3.165574371814727783e-01 2.675389528274536133e+00 1.425403833389282227e+00 6.442308425903320312e-01 5.455902814865112305e-01 8.486283421516418457e-01 -1.441131472587585449e+00 -3.032915353775024414e+00 2.795877158641815186e-01 -3.637140750885009766e+00
1.373752653598785400e-01 4.209984242916107178e-01 -9.687507748603820801e-01 -3.319360256195068359e+00 1.556652784347534180e+00 -3.862021446228027344e+00 -1.409387826919555664e+00 1.257079482078552246e+00 -2.788463830947875977e+00 3.272948265075683594e+00 2.057317972183227539e+00 5.243390202522277832e-01 1.907770276069641113e+00 9.079811573028564453e-01 1.439621090888977051e+00 -5.545219779014587402e-01 -7.575315237045288086e-01 7.565958052873611450e-02 1.057899445295333862e-01 -2.572092056274414062e+00 4.243856072425842285e-01 3.074676752090454102e+00 -2.807371854782104492e+00 -3.178865432739257812e+00 -2.742919921875000000e+00
3.445343077182769775e-01 -1.393302798271179199e+00 -9.381770491600036621e-01 -2.390387296676635742e+00 -1.511083126068115234e+00 -2.539841413497924805e+00 1.013955116271972656e+00 -3.853940069675445557e-01 3.345809221267700195e+00 6.446086168289184570e-01 1.555460214614868164e+00 -3.060725703835487366e-02 -1.914046645164489746e+00 -2.619446516036987305e+00 -1.884910345077514648e+00 -1.514807462692260742e+00 -2.523429393768310547e+00 5.507862567901611328e-01 3.072992324829101562e+00 -5.072039961814880371e-01 2.395941495895385742e+00 -2.509439229965209961e+00 1.138684034347534180e+00 -2.889865398406982422e+00 2.922410249710083008e+00
6.719891428947448730e-01 -3.157049894332885742e+00 -1.197821021080017090e+00 -2.338892221450805664e+00 7.732972502708435059e-01 -1.883148789405822754e+00 7.390088438987731934e-01 3.055049180984497070e+00 1.943654417991638184e+00 2.884397983551025391e+00 2.371534585952758789e+00 -1.551425218582153320e+00 -3.258106708526611328e+00 -6.724290847778320312e-01 -2.203386306762695312e+00 1.890338182449340820e+00 -3.929063081741333008e-01 -1.018915772438049316e+00 -2.754971981048583984e-01 -3.553995609283447266e+00 3.694957971572875977e+00 -2.960068702697753906e+00 9.670163989067077637e-01 -1.348424315452575684e+00 -2.123859882354736328e+00
1.591445684432983398e+00 -1.636433005332946777e+00 -9.678214192390441895e-01 -3.889521956443786621e-01 -3.385551452636718750e+00 -2.066584825515747070e+00 4.671206474304199219e-01 3.687826871871948242e+00 -1.940923333168029785e+00 -2.413301542401313782e-02 1.776483178138732910e+00 1.799287796020507812e-01 4.924819171428680420e-01 9.919430613517761230e-01 1.318547487258911133e+00 -3.805916309356689453e+00 4.737223088741302490e-01 1.414176374673843384e-01 1.723831295967102051e+00 -2.535496711730957031e+00 2.042651653289794922e+00 -9.403766989707946777e-01 -1.193680286407470703e+00 -2.851979970932006836e+00 -2.283614635467529297e+00
9.471403360366821289e-01 4.862410426139831543e-01 -1.281658053398132324e+00 -1.623626947402954102e+00 -2.081203311681747437e-01 -2.689921140670776367e+00 1.073125153779983521e-01 -2.570875167846679688e+00 1.022587776184082031e+00 1.500392198562622070e+00 1.129716396331787109e+00 -1.172339558601379395e+00 -1.142675399780273438e+00 -9.826900362968444824e-01 3.695645183324813843e-02 3.400327682495117188e+00 -1.277964949607849121e+00 2.597315788269042969e+00 -1.045323982834815979e-01 7.124659419059753418e-01 -1.033336162567138672e+00 1.789032518863677979e-01 -3.614433765411376953e+00 -3.582045078277587891e+00 3.754035234451293945e-01
4.066363871097564697e-01 2.008360922336578369e-01 -1.419724673032760620e-01 -2.179373025894165039e+00 -1.700504720211029053e-01 -1.690650939941406250e+00 4.847157001495361328e-01 -2.636052608489990234e+00 4.843364953994750977e-01 6.529677510261535645e-01 5.705635547637939453e-01 1.028084754943847656e+00 -2.675643205642700195e+00 5.258515477180480957e-01 -3.051151752471923828e+00 -1.590693555772304535e-02 3.123633861541748047e-01 3.397917985916137695e+00 1.231228232383728027e+00 -2.806522369384765625e+00 1.349364519119262695e+00 2.921321392059326172e-01 -2.075895786285400391e+00 -3.372946739196777344e+00 4.380426704883575439e-01
-2.418940961360931396e-01 -1.596097469329833984e+00 -3.367252588272094727e+00 -1.679773181676864624e-01 -2.361645936965942383e+00 7.641957998275756836e-01 -9.862670898437500000e-01 -2.786425352096557617e-01 -1.031106919981539249e-03 1.745008826255798340e+00 3.323019027709960938e+00 1.649324536323547363e+00 -2.905506134033203125e+00 -2.108584642410278320e+00 -2.242349982261657715e-01 -1.931355357170104980e+00 -1.692013859748840332e+00 2.540735721588134766e+00 1.928802847862243652e+00 -1.316720247268676758e+00 1.144521474838256836e+00 1.959688425064086914e+00 -1.013086438179016113e+00 -2.805592536926269531e+00 -1.763327121734619141e+00
