4.534010589122772217e-01 -1.151021003723144531e+00 -7.412773966789245605e-01 3.694553852081298828e+00 9.996127486228942871e-01 -2.056796401739120483e-01 -1.184407234191894531e+00 2.279376029968261719e+00 -9.729779362678527832e-01 -2.190003395080566406e+00 -4.062218189239501953e+00 2.208387136459350586e+00 3.276379704475402832e-01 -1.222384944558143616e-01 -3.260703802108764648e+00 -2.718089342117309570e+00 -5.244166851043701172e-01 7.482723593711853027e-01 7.083023339509963989e-02 5.141091823577880859e+00 -4.809086799621582031e+00 -4.322564601898193359e+00 9.565547108650207520e-01 -1.614847302436828613e+00 1.387807726860046387e+00 1.728171706199645996e+00 2.074596732854843140e-01
-1.835088133811950684e+00 6.583214998245239258e-01 1.073341727256774902e+00 7.666347026824951172e-01 -2.357042551040649414e+00 -1.467974662780761719e+00 -2.809975862503051758e+00 1.079868197441101074e+00 3.737567424774169922e+00 9.334286451339721680e-01 1.065891459584236145e-01 6.569575071334838867e-01 -1.277245402336120605e+00 6.412541866302490234e-01 -2.793811798095703125e+00 2.983183383941650391e+00 -8.984135985374450684e-01 -6.195319294929504395e-01 -1.839613437652587891e+00 1.717234373092651367e+00 -3.478271245956420898e+00 -1.711479306221008301e+00 -1.804574131965637207e+00 2.860644102096557617e+00 -4.010803699493408203e+00 7.659437656402587891e-01 -1.268494606018066406e+00
-4.274719655513763428e-01 2.548146963119506836e+00 2.970233201980590820e+00 -1.783424019813537598e+00 -2.263047933578491211e+00 -3.185341060161590576e-01 -2.182084321975708008e+00 -8.870495557785034180e-01 2.656245470046997070e+00 -2.193886518478393555e+00 -1.956630825996398926e+00 1.214141249656677246e+00 -1.500200510025024414e+00 3.955062329769134521e-01 2.129002571105957031e+00 3.852286040782928467e-01 -2.886071681976318359e+00 -4.198393523693084717e-01 -1.466564178466796875e+00 2.987096071243286133e+00 -6.662850379943847656e-01 -3.969620466232299805e+00 1.849417924880981445e+00 -8.837308883666992188e-01 1.176623821258544922e+00 -3.554773569107055664e+00 -1.388313531875610352e+00
1.124680995941162109e+00 -9.805445075035095215e-01 1.653397083282470703e+00 1.096080780029296875e+00 -2.114082813262939453e+00 2.157932043075561523e+00 6.922236084938049316e-01 2.952394723892211914e+00 6.533737182617187500e-01 6.329407095909118652e-01 -9.086570739746093750e-01 -8.305096626281738281e-02 -1.752607107162475586e+00 2.719158172607421875e+00 -2.049394607543945312e+00 -1.125209450721740723e+00 -1.865190148353576660e+00 3.942787349224090576e-01 -3.211915731430053711e+00 1.587756633758544922e+00 -4.794328689575195312e+00 -2.920946836471557617e+00 3.583180189132690430e+00 7.150997519493103027e-01 -1.701367497444152832e+00 -8.084611296653747559e-01 -2.777058839797973633e+00
8.579243421554565430e-01 1.222407221794128418e+00 -2.660428047180175781e+00 4.075886011123657227e-01 -1.727545142173767090e+00 9.467269182205200195e-01 7.970340847969055176e-01 -5.922582149505615234e-01 2.717243432998657227e+00 2.492753028869628906e+00 -1.834081530570983887e+00 -6.682934612035751343e-02 -2.020617008209228516e+00 1.272870540618896484e+00 -1.843840956687927246e+00 -1.724446415901184082e+00 2.618711233139038086e+00 4.878347516059875488e-01 -2.723363399505615234e+00 7.324404716491699219e-01 -2.769498348236083984e+00 -4.641526222229003906e+00 1.585740685462951660e+00 -1.567983984947204590e+00 -2.436082601547241211e+00 3.331177711486816406e+00 -2.372881650924682617e+00
-7.924502491950988770e-01 1.087195515632629395e+00 7.260411381721496582e-01 -9.449947476387023926e-01 -1.274870753288269043e+00 -1.537842392921447754e+00 6.414605379104614258e-01 1.256026387214660645e+00 -1.002748012542724609e+00 9.102721810340881348e-01 9.154608845710754395e-01 -1.026544928550720215e+00 -2.202982187271118164e+00 2.685451507568359375e+00 -2.763157367706298828e+00 -2.078846931457519531e+00 3.820746541023254395e-01 2.921525239944458008e+00 1.379530191421508789e+00 -5.712265372276306152e-01 -3.421374559402465820e+00 -3.279267549514770508e+00 3.360225915908813477e+00 -2.284992694854736328e+00 -3.140849590301513672e+00 2.724916219711303711e+00 -1.712803244590759277e+00
5.672613382339477539e-01 1.542439818382263184e+00 -3.879818201065063477e+00 1.142418503761291504e+00 -2.153755426406860352e+00 -1.586797237396240234e+00 1.292057186365127563e-01 -1.436869740486145020e+00 -1.631390571594238281e+00 1.495545625686645508e+00 -2.040756464004516602e+00 -6.989362239837646484e-01 -2.829257965087890625e+00 2.045489072799682617e+00 9.200990796089172363e-01 -3.442048549652099609e+00 -3.832697868347167969e+00 1.921231031417846680e+00 -9.911541938781738281e-01 6.295478343963623047e-01 -1.464346289634704590e+00 -1.889076471328735352e+00 7.532691955566406250e-01 3.197595119476318359e+00 1.673490047454833984e+00 6.388643383979797363e-01 1.489687561988830566e+00
-6.631033420562744141e-01 -1.149739980697631836e+00 5.679913759231567383e-01 1.006014272570610046e-01 -2.725291967391967773e+00 1.827136158943176270e+00 1.046432495117187500e+00 -6.856756210327148438e-01 8.284674286842346191e-01 -2.703448534011840820e+00 -4.219917356967926025e-01 1.656506419181823730e+00 -6.837040781974792480e-01 2.347300052642822266e+00 -1.465161323547363281e+00 3.094754695892333984e+00 2.288675546646118164e+00 -1.523584842681884766e+00 -1.938641428947448730e+00 1.547994613647460938e+00 -2.661353588104248047e+00 -2.713058233261108398e+00 6.369175314903259277e-01 -1.871249824762344360e-01 -2.492170095443725586e+00 -6.823980808258056641e-01 -1.811100006103515625e+00
2.317350149154663086e+00 1.913708746433258057e-01 1.034708380699157715e+00 8.366629481315612793e-01 -1.394951343536376953e+00 -4.548578262329101562e+00 -2.149400949478149414e+00 -6.105937957763671875e-01 1.596470355987548828e+00 1.051011085510253906e+00 -3.515169858932495117e+00 1.156094551086425781e+00 -1.819375514984130859e+00 -6.868212819099426270e-01 1.300940632820129395e+00 -3.336462378501892090e-01 5.143807828426361084e-02 2.027318000793457031e+00 1.493428230285644531e+00 2.829867005348205566e-01 -2.983850717544555664e+00 -2.315275907516479492e+00 -1.238344550132751465e+00 -2.327661991119384766e+00 -1.489103317260742188e+00 1.467595815658569336e+00 -3.269822001457214355e-01
3.769061803817749023e+00 1.980787634849548340e+00 -2.267742156982421875e+00 -2.150377482175827026e-01 -3.641481161117553711e+00 1.575957059860229492e+00 -5.138953328132629395e-01 -3.341355085372924805e+00 1.158822327852249146e-01 -1.573387861251831055e+00 -2.600213766098022461e+00 -1.018573641777038574e+00 -3.970176458358764648e+00 3.841627597808837891e+00 1.094433665275573730e+00 -1.285919845104217529e-01 1.472298026084899902e+00 1.010266780853271484e+00 -4.758810520172119141e+00 7.188701033592224121e-01 -4.064079284667968750e+00 -1.881896615028381348e+00 8.144036680459976196e-02 3.959296047687530518e-01 3.038810491561889648e-01 1.505137324333190918e+00 2.507136344909667969e+00
