-6.151371002197265625e+00 8.702085614204406738e-01 1.205900430679321289e+00 7.009009122848510742e-01 -3.296943187713623047e+00 -2.480099678039550781e+00 1.726197361946105957e+00 -1.342128157615661621e+00 -3.167470932006835938e+00 9.616171568632125854e-02 -8.192312717437744141e-01 -3.296084880828857422e+00 -2.022376537322998047e+00 -1.164272427558898926e-01 4.177278578281402588e-01 -7.478030323982238770e-01 -3.834604844450950623e-02 -4.275949001312255859e+00 -1.823822259902954102e+00 2.421711444854736328e+00 3.263543844223022461e+00 2.706286668777465820e+00 -4.400063455104827881e-01 -7.980360090732574463e-02 -1.773905515670776367e+00 1.824014067649841309e+00 1.277271986007690430e+00 -2.150830507278442383e+00 3.227200269699096680e+00 3.057922124862670898e-01 2.008860707283020020e-01 1.714722394943237305e+00 -1.145511984825134277e+00 1.686905741691589355e+00 -8.498206138610839844e-01 -1.312588006258010864e-01 5.362023115158081055e-01 -8.801953792572021484e-01
1.085321903228759766e+00 -4.238729953765869141e+00 -2.866206407546997070e+00 -1.564464211463928223e+00 -2.869307518005371094e+00 5.378455519676208496e-01 -2.789530515670776367e+00 3.843269497156143188e-02 -3.412512302398681641e+00 -1.479286074638366699e+00 9.628323912620544434e-01 -2.265681743621826172e+00 -2.355249404907226562e+00 3.872076570987701416e-01 9.683170914649963379e-01 5.748258113861083984e+00 5.423086285591125488e-01 -1.113457560539245605e+00 -4.443079948425292969e+00 -2.282620191574096680e+00 1.545716077089309692e-01 8.586698770523071289e-01 1.776677250862121582e+00 1.475652456283569336e+00 -1.279651522636413574e+00 1.378312587738037109e+00 -1.172508478164672852e+00 -2.903548240661621094e+00 3.472312211990356445e+00 9.490560889244079590e-01 -9.277896285057067871e-01 2.829939126968383789e+00 -4.026826322078704834e-01 3.962098598480224609e+00 -9.299791455268859863e-01 3.438960909843444824e-01 1.703645735979080200e-01 2.158818691968917847e-01
2.499722003936767578e+00 2.911410570144653320e+00 -1.435134410858154297e+00 -5.151808857917785645e-01 -2.077884912490844727e+00 -8.656993508338928223e-01 -1.998901724815368652e+00 5.411297678947448730e-01 -4.156100749969482422e-01 -2.021741390228271484e+00 1.837358832359313965e+00 -3.262076139450073242e+00 -2.430476903915405273e+00 -3.253287792205810547e+00 3.297711312770843506e-01 -1.051438212394714355e+00 -2.130524158477783203e+00 -1.496124148368835449e+00 -1.394248843193054199e+00 -5.180986523628234863e-01 -2.141879320144653320e+00 -4.565362632274627686e-01 -4.494498670101165771e-01 3.009994745254516602e+00 -1.209708213806152344e+00 2.916166782379150391e+00 9.749152064323425293e-01 1.596229195594787598e+00 1.420302152633666992e+00 -4.304110407829284668e-01 1.048957347869873047e+00 2.198400795459747314e-01 -4.278868198394775391e+00 -2.596149921417236328e+00 2.281137466430664062e+00 5.012249350547790527e-01 -7.335816621780395508e-01 2.505681276321411133e+00
-2.823544144630432129e-01 3.757583796977996826e-01 -1.489661812782287598e+00 1.654457092285156250e+00 8.213714957237243652e-01 -1.315858721733093262e+00 -1.194851756095886230e+00 -1.807741880416870117e+00 6.615532040596008301e-01 -2.477316379547119141e+00 -3.772756814956665039e+00 -4.011314868927001953e+00 -7.166719436645507812e-01 -1.406676530838012695e+00 -4.410086154937744141e+00 1.583709120750427246e+00 2.481256984174251556e-02 -1.001515150070190430e+00 -4.604680061340332031e+00 -1.247294068336486816e+00 4.604834079742431641e+00 -7.223101854324340820e-01 9.842417240142822266e-01 -9.627350568771362305e-01 9.425979256629943848e-01 -1.762854099273681641e+00 2.653348445892333984e+00 1.898082017898559570e+00 -3.522402644157409668e-01 1.809536479413509369e-02 -1.716189146041870117e+00 2.455646991729736328e+00 2.978264093399047852e-01 -1.823778033256530762e+00 9.308924078941345215e-01 3.432582691311836243e-02 6.137650609016418457e-01 4.804469585418701172e+00
7.049958705902099609e-01 -1.091413021087646484e+00 6.640298962593078613e-01 3.521466732025146484e+00 -1.675937771797180176e+00 3.118133068084716797e+00 -1.212346911430358887e+00 -1.809716820716857910e-01 -1.393077731132507324e+00 -3.767279386520385742e+00 -2.373917341232299805e+00 3.569858670234680176e-01 -1.410560011863708496e+00 1.207066416740417480e+00 2.483357906341552734e+00 2.331059932708740234e+00 -1.242226719856262207e+00 -3.247816085815429688e+00 -3.716619312763214111e-01 -3.698122799396514893e-01 1.422212362289428711e+00 3.762446165084838867e+00 3.140163719654083252e-01 7.863516807556152344e-01 -1.024079546332359314e-01 3.579378604888916016e+00 2.463372945785522461e-01 -9.837045073509216309e-01 -5.875914096832275391e-01 3.519767999649047852e+00 -1.271977543830871582e+00 -3.322409629821777344e+00 -2.762288331985473633e+00 -2.335642576217651367e+00 -2.598278045654296875e+00 2.763632237911224365e-01 -4.398440361022949219e+00 -2.503065347671508789e+00
9.794198907911777496e-03 1.451941490173339844e+00 -2.280201435089111328e+00 2.540505170822143555e+00 9.213505983352661133e-01 1.290384173393249512e+00 -1.238184332847595215e+00 -7.273148298263549805e-01 -5.156454086303710938e+00 -3.177784204483032227e+00 -4.963923394680023193e-01 -3.389791250228881836e+00 -1.659946203231811523e+00 2.184496521949768066e-01 2.121937036514282227e+00 -3.438209533691406250e+00 -1.589596420526504517e-01 4.316526651382446289e-01 3.307158946990966797e-01 5.110768675804138184e-01 4.499336719512939453e+00 -3.592251062393188477e+00 6.525341272354125977e-01 1.978891372680664062e+00 -1.568742990493774414e+00 1.827451467514038086e+00 -1.456481814384460449e+00 1.265347242355346680e+00 -7.708591222763061523e-01 -3.880971908569335938e+00 -4.890388250350952148e-01 2.541225671768188477e+00 1.172695755958557129e+00 -2.607458114624023438e+00 1.460399746894836426e+00 2.191476821899414062e+00 -3.860149085521697998e-01 -1.973024129867553711e+00
-3.837380409240722656e+00 3.306672573089599609e+00 -3.480811595916748047e+00 -2.730421543121337891e+00 7.098531723022460938e-01 1.104358553886413574e+00 1.380072832107543945e+00 -7.900934815406799316e-01 -1.897747039794921875e+00 -1.447870731353759766e+00 -1.545983672142028809e+00 -1.097290873527526855e+00 -1.918049812316894531e+00 -2.325703144073486328e+00 -3.103375196456909180e+00 -2.530272245407104492e+00 1.445608258247375488e+00 1.142524123191833496e+00 -3.150396108627319336e+00 -1.632594943046569824e+00 2.025499105453491211e+00 -3.779101073741912842e-01 3.755125284194946289e+00 2.235822200775146484e+00 4.544448256492614746e-01 -2.397261619567871094e+00 1.554305076599121094e+00 -2.738366842269897461e+00 -1.011348366737365723e+00 -1.051636576652526855e+00 3.400482177734375000e+00 -6.548994779586791992e-01 -5.235367417335510254e-01 2.835920095443725586e+00 1.684582591056823730e+00 -4.161438345909118652e-01 1.408156514167785645e+00 2.386598348617553711e+00
5.415425896644592285e-01 3.414351463317871094e+00 -2.221015214920043945e+00 8.978946208953857422e-01 -1.445004463195800781e+00 2.067779064178466797e+00 4.302849471569061279e-01 -3.818228006362915039e+00 -4.420516490936279297e-01 1.735989332199096680e+00 -3.693657159805297852e+00 -3.756255626678466797e+00 -1.075707793235778809e+00 -1.670793294906616211e+00 8.076271414756774902e-01 1.330398917198181152e+00 1.413648486137390137e+00 1.518937110900878906e+00 -4.622048139572143555e-01 -5.396670818328857422e+00 1.010269284248352051e+00 -3.373214602470397949e-01 -2.236614942550659180e+00 1.420658230781555176e+00 -2.362807750701904297e+00 -4.595011845231056213e-02 -2.005441665649414062e+00 -1.710667967796325684e+00 -1.776729464530944824e+00 2.713068246841430664e+00 2.347236871719360352e+00 3.051126480102539062e+00 -3.311960935592651367e+00 6.610131859779357910e-01 -4.073930263519287109e+00 4.049092292785644531e+00 -1.318505287170410156e+00 1.482783675193786621e+00
-3.154930591583251953e+00 -2.252509593963623047e+00 2.119750738143920898e+00 -1.404408574104309082e+00 -1.598928868770599365e-01 -1.179169297218322754e+00 -7.482470870018005371e-01 -1.588869452476501465e+00 -3.867200374603271484e+00 -1.572668194770812988e+00 -1.535821080207824707e+00 -3.639365196228027344e+00 4.080252170562744141e+00 -2.431573390960693359e+00 -3.134303331375122070e+00 9.245889633893966675e-02 -3.069483339786529541e-01 -1.828351497650146484e+00 1.973044633865356445e+00 5.176410079002380371e-01 2.414837479591369629e-01 3.041868209838867188e+00 1.220631361007690430e+00 -6.004328727722167969e-01 -2.945966422557830811e-01 1.197012186050415039e+00 -3.204597711563110352e+00 2.050132751464843750e+00 -1.613987237215042114e-01 -1.873834013938903809e+00 2.597683906555175781e+00 1.769069433212280273e+00 4.788160324096679688e-02 1.168326660990715027e-01 -1.601981401443481445e+00 1.865802526473999023e+00 1.174486577510833740e-01 1.247608304023742676e+00
-2.023149251937866211e+00 1.082781672477722168e+00 -4.458217322826385498e-01 4.864718317985534668e-01 3.874522149562835693e-01 -7.661427855491638184e-01 -2.373134851455688477e+00 -2.156444072723388672e+00 9.309423565864562988e-01 2.885300397872924805e+00 1.807917475700378418e+00 -3.344598710536956787e-01 -6.875580549240112305e-01 -2.264608383178710938e+00 -5.141991138458251953e+00 1.322079777717590332e+00 -3.989717364311218262e-01 -2.897487401962280273e+00 -1.884549975395202637e+00 -3.247789144515991211e+00 2.490934371948242188e+00 -2.120908975601196289e+00 9.552813172340393066e-01 -6.512013077735900879e-01 -3.103772878646850586e+00 3.122612476348876953e+00 3.672490417957305908e-01 9.947133660316467285e-01 -4.383289337158203125e+00 9.073435068130493164e-01 -1.027652978897094727e+00 1.166522979736328125e+00 -4.230454862117767334e-01 3.314758837223052979e-01 3.459019660949707031e+00 3.173322916030883789e+00 -1.696259498596191406e+00 -5.641806721687316895e-01
