-1.456827044486999512e+00 -3.185772895812988281e-01 -8.380123376846313477e-01 4.927593469619750977e-01 1.321351051330566406e+00 2.044718980789184570e+00 -1.343265652656555176e+00 1.280450448393821716e-02 7.125886529684066772e-02 -7.046405673027038574e-01 -3.501922607421875000e+00 -4.824162423610687256e-01 1.541812658309936523e+00 2.915172815322875977e+00 -3.820185661315917969e-01 -2.143965065479278564e-01 2.658020853996276855e-01 1.761973023414611816e+00 2.660427331924438477e+00 -2.927237987518310547e+00 3.453622579574584961e+00 -1.983669996261596680e+00 -9.887322783470153809e-01 -2.436765670776367188e+00 -2.998608827590942383e+00 1.362930331379175186e-02 -2.128485679626464844e+00 2.967104673385620117e+00 -9.312419295310974121e-01 -2.110260426998138428e-01 3.796822130680084229e-01 -5.974821448326110840e-01 -1.421455979347229004e+00 1.463228821754455566e+00 -3.420275926589965820e+00 -1.105610370635986328e+00 -5.255374312400817871e-01 -2.598048150539398193e-01 -5.463793873786926270e-01 6.851221919059753418e-01 -2.293544530868530273e+00
-3.475618064403533936e-01 -2.509261131286621094e+00 -2.942464113235473633e+00 -2.020839214324951172e+00 -8.624190092086791992e-01 -2.118186712265014648e+00 1.969557553529739380e-01 3.951120674610137939e-01 1.808136552572250366e-01 4.033268988132476807e-01 -2.547789096832275391e+00 -1.935335248708724976e-01 -9.027451872825622559e-01 4.282020032405853271e-01 -1.561904072761535645e+00 -1.668833345174789429e-01 3.604984998703002930e+00 1.069832682609558105e+00 -2.969769835472106934e-01 8.322224766016006470e-02 -7.482824921607971191e-01 -1.538089662790298462e-01 1.035800457000732422e+00 -1.604610204696655273e+00 -1.512724995613098145e+00 -7.731860876083374023e-01 5.713650956749916077e-02 3.777259111404418945e+00 -1.433875560760498047e+00 -3.946287155151367188e+00 1.328636705875396729e-01 1.937073349952697754e+00 -6.436169743537902832e-01 8.659088611602783203e-01 -2.083647847175598145e-01 -6.096898317337036133e-01 3.142068862915039062e+00 1.823248416185379028e-01 -1.652540445327758789e+00 3.470962047576904297e-01 -5.178992748260498047e-01
-2.098312377929687500e+00 -2.916730165481567383e+00 2.404824256896972656e+00 -1.347901113331317902e-02 -3.541743278503417969e+00 6.869002580642700195e-01 1.306089162826538086e+00 -7.863297462463378906e-01 -1.867797493934631348e+00 -1.460559010505676270e+00 -2.985922813415527344e+00 -1.179299473762512207e+00 1.141555905342102051e+00 5.172444581985473633e-01 -2.234859943389892578e+00 -1.128248453140258789e+00 2.027606725692749023e+00 3.813713788986206055e+00 2.315115928649902344e+00 -1.946638703346252441e+00 -7.045498490333557129e-01 1.283038407564163208e-01 4.122002720832824707e-01 -8.263881206512451172e-01 -2.145586252212524414e+00 3.905783891677856445e-01 -3.619566679000854492e+00 9.948377013206481934e-01 9.165682196617126465e-01 -2.363946437835693359e+00 2.656406641006469727e+00 -9.883160591125488281e-01 2.110780715942382812e+00 -5.423230528831481934e-01 8.873815834522247314e-02 -1.280793547630310059e+00 3.354687929153442383e+00 2.323083877563476562e+00 2.433918476104736328e+00 -1.498161435127258301e+00 -5.164722442626953125e+00
-9.840082526206970215e-01 5.838592052459716797e-01 -1.283550977706909180e+00 -6.690266728401184082e-02 -1.238055348396301270e+00 8.874502778053283691e-01 -1.074824571609497070e+00 -1.180962800979614258e+00 2.619573831558227539e+00 -2.726992607116699219e+00 3.197584152221679688e-01 -4.629649817943572998e-01 -3.635848522186279297e+00 -4.364166855812072754e-01 2.335882663726806641e+00 -1.553835868835449219e+00 1.519238710403442383e+00 -2.350911855697631836e+00 -2.774022102355957031e+00 8.569473028182983398e-01 3.300085544586181641e+00 -1.814568519592285156e+00 -2.884791791439056396e-01 -9.796007871627807617e-01 2.686084508895874023e+00 2.552340030670166016e+00 -7.460926175117492676e-01 -9.364296197891235352e-01 2.671906471252441406e+00 8.546923100948333740e-02 -2.372907638549804688e+00 4.265108108520507812e-01 -1.626277208328247070e+00 -1.298355817794799805e+00 -2.370001792907714844e+00 -1.517925500869750977e+00 2.223227262496948242e+00 2.603114604949951172e+00 -1.823645949363708496e+00 -9.638415575027465820e-01 4.349962472915649414e-01
2.148025035858154297e-01 -2.498942852020263672e+00 4.917606413364410400e-01 6.238892674446105957e-01 7.508007884025573730e-01 2.573174476623535156e+00 -7.813819497823715210e-02 9.760817885398864746e-01 1.293570280075073242e+00 -2.391706705093383789e+00 -3.711592435836791992e+00 -1.737162828445434570e+00 3.252121925354003906e+00 1.493744254112243652e-01 1.319450289011001587e-01 1.447120308876037598e+00 -2.020888328552246094e+00 2.837831899523735046e-02 -2.386107683181762695e+00 -2.870767116546630859e+00 -1.791214346885681152e-01 -6.027533411979675293e-01 -3.137768432497978210e-02 -1.619131803512573242e+00 -3.881656229496002197e-01 8.907848000526428223e-01 -2.113487482070922852e+00 5.086950659751892090e-01 1.796309798955917358e-01 -1.366261959075927734e+00 -3.516710519790649414e+00 2.161020040512084961e+00 -2.110675722360610962e-01 -8.663389086723327637e-01 -2.244243383407592773e+00 -8.889211416244506836e-01 2.556491851806640625e+00 1.954749703407287598e+00 1.094751954078674316e+00 6.052857041358947754e-01 -2.599572181701660156e+00
3.416542708873748779e-01 -3.950127959251403809e-01 -1.937100291252136230e+00 8.679853677749633789e-01 -3.399658501148223877e-01 8.232874274253845215e-01 8.647130131721496582e-01 2.745071649551391602e-01 1.192003846168518066e+00 -2.755686759948730469e+00 -2.912909507751464844e+00 8.556219935417175293e-01 -2.425619363784790039e+00 -3.174911141395568848e-01 -3.233088254928588867e-01 -2.746796607971191406e-01 -2.207412272691726685e-01 -3.246224403381347656e+00 2.538442611694335938e+00 -2.699995517730712891e+00 -2.042707204818725586e-01 -5.684285163879394531e-01 6.634702682495117188e-01 9.409357905387878418e-01 1.185335591435432434e-01 2.964512825012207031e+00 -5.457461476325988770e-01 -5.111780166625976562e-01 -2.177536010742187500e+00 -3.846330881118774414e+00 -3.397847414016723633e-01 1.627105474472045898e+00 7.324341684579849243e-02 8.017518520355224609e-01 -2.301401853561401367e+00 -1.501219868659973145e-01 2.077751636505126953e+00 1.162300348281860352e+00 1.471468210220336914e+00 -6.944652199745178223e-01 -2.949143886566162109e+00
-3.501824140548706055e-01 -2.684118747711181641e-01 1.229686737060546875e+00 3.931194067001342773e+00 -4.549437165260314941e-01 2.767468690872192383e+00 3.174830198287963867e+00 -9.720435142517089844e-01 6.649840474128723145e-01 3.681981563568115234e-01 -3.822979927062988281e+00 -1.273745536804199219e+00 -3.372040688991546631e-01 -4.598956108093261719e-01 3.120306730270385742e+00 -2.855480909347534180e+00 1.699078381061553955e-01 6.630501151084899902e-01 -3.172618150711059570e+00 -6.551785469055175781e-01 -3.293396234512329102e-01 9.349889159202575684e-01 1.564109325408935547e-02 -5.379065871238708496e-01 1.000591158866882324e+00 -1.896930932998657227e+00 -1.009316891431808472e-01 -4.149294197559356689e-01 -3.090682253241539001e-02 4.670469462871551514e-01 8.624659180641174316e-01 4.722243845462799072e-01 -3.406835496425628662e-01 -2.620153188705444336e+00 -1.065288662910461426e+00 -5.877097129821777344e+00 5.432659387588500977e-01 -1.202836394309997559e+00 -1.404505252838134766e+00 -1.440718173980712891e+00 -1.752249151468276978e-01
-1.303692221641540527e+00 -1.084227561950683594e+00 -1.120806813240051270e+00 1.123712420463562012e+00 -2.950386047363281250e+00 6.538291275501251221e-02 -7.371299862861633301e-01 -1.093025356531143188e-01 -1.366534113883972168e+00 1.766001343727111816e+00 -3.636723756790161133e+00 -2.121562957763671875e+00 2.661756992340087891e+00 -6.475607156753540039e-01 -2.204030275344848633e+00 -3.312215566635131836e+00 7.648404836654663086e-01 -1.125438332557678223e+00 -4.429567232728004456e-02 1.401311397552490234e+00 -3.030634880065917969e+00 -2.685572803020477295e-01 -1.315741658210754395e+00 2.012619733810424805e+00 4.802013874053955078e+00 -1.256726384162902832e+00 -2.320346593856811523e+00 6.066172122955322266e-01 1.807216525077819824e+00 1.245082020759582520e+00 1.354282140731811523e+00 1.319195032119750977e+00 1.097995713353157043e-01 -1.202884674072265625e+00 -1.966376066207885742e+00 1.915714740753173828e+00 -1.595000743865966797e+00 -2.250941514968872070e+00 -4.843717217445373535e-01 -1.674861073493957520e+00 4.314760208129882812e+00
-2.242449969053268433e-01 -2.642328977584838867e+00 -2.465500354766845703e+00 -3.915261477231979370e-02 1.087841153144836426e+00 -3.682755231857299805e-01 5.624280452728271484e+00 -4.578508734703063965e-01 2.531693696975708008e+00 1.296617627143859863e+00 -1.430281519889831543e+00 -2.015993356704711914e+00 1.381547331809997559e+00 2.349178552627563477e+00 -1.634975910186767578e+00 1.834171414375305176e+00 -3.210564136505126953e+00 3.087757349014282227e+00 6.133620142936706543e-01 -2.436614751815795898e+00 -1.553985238075256348e+00 3.310178995132446289e+00 -3.407068252563476562e+00 -9.979890584945678711e-01 -1.911247849464416504e+00 4.065398216247558594e+00 -1.108229160308837891e+00 -1.095274806022644043e+00 2.965988516807556152e-01 5.064096450805664062e-01 -9.844537973403930664e-01 2.659442424774169922e+00 -3.551041364669799805e+00 -8.656150698661804199e-01 -4.204812526702880859e+00 -3.372280359268188477e+00 1.871404796838760376e-01 -9.280759692192077637e-01 2.710809230804443359e+00 -8.102567791938781738e-01 -9.906271696090698242e-01
-2.154069662094116211e+00 -6.113526411354541779e-03 6.088787317276000977e-01 -3.326148271560668945e+00 4.672019481658935547e-01 -8.567068576812744141e-01 -1.542507529258728027e+00 7.212306261062622070e-01 2.404199361801147461e+00 8.799807429313659668e-01 -7.439547181129455566e-01 -7.910814881324768066e-01 -8.276106715202331543e-01 -1.398380517959594727e+00 -9.495324492454528809e-01 -1.450186967849731445e+00 2.937896549701690674e-01 -8.096327781677246094e-01 -4.561461806297302246e-01 1.042473763227462769e-01 1.946785569190979004e+00 -3.835793972015380859e+00 -2.257843494415283203e+00 -1.787732124328613281e+00 -2.118536233901977539e+00 3.995493173599243164e+00 6.832072734832763672e-01 1.918709278106689453e-01 2.637304544448852539e+00 1.401235580444335938e+00 -2.814161479473114014e-01 -9.535238742828369141e-01 3.812180086970329285e-02 -2.085780382156372070e+00 -1.130845665931701660e+00 -1.909065842628479004e+00 -3.500196218490600586e+00 5.144171714782714844e+00 2.192987948656082153e-01 1.711866497993469238e+00 1.793110370635986328e-01
