6.283928751945495605e-01 1.189990878105163574e+00 1.668410778045654297e+00 -4.958978593349456787e-01 2.700135111808776855e-02 1.207556128501892090e-01 4.795518219470977783e-01 -9.544177055358886719e-01 -5.966480374336242676e-01 -2.787230908870697021e-01 -4.228202819824218750e+00 -7.132215052843093872e-02 3.995412886142730713e-01 -1.261308908462524414e+00 -1.531399488449096680e+00 -3.795137107372283936e-01 6.895722746849060059e-01 -5.372192263603210449e-01 -4.425183296203613281e+00 -4.616748690605163574e-01 2.365294694900512695e+00 1.479167193174362183e-01 -2.091185808181762695e+00 2.076281070709228516e+00 -2.525578498840332031e+00 1.107431769371032715e+00 -4.050087928771972656e-01 -8.088014721870422363e-01 -2.110667712986469269e-02 -3.104549050331115723e-01 -7.775870561599731445e-01 -3.278513908386230469e+00 -3.912569284439086914e-01 9.881455898284912109e-01 2.062026023864746094e+00 -1.396422266960144043e+00 4.596987962722778320e-01 -1.086262345314025879e+00 -6.661078333854675293e-01 1.555950045585632324e+00 6.572132706642150879e-01 7.052714824676513672e-01 3.937652111053466797e+00
1.644263625144958496e+00 6.282299757003784180e-01 3.307186603546142578e+00 -1.147793889045715332e+00 -2.180002927780151367e+00 1.952566504478454590e-01 -9.170729517936706543e-01 -1.173509597778320312e+00 -9.158456921577453613e-01 -2.286370515823364258e+00 -1.442430138587951660e+00 6.048319339752197266e-01 1.243049055337905884e-01 1.164114475250244141e+00 -2.521149516105651855e-01 -1.748545616865158081e-01 -6.445878148078918457e-01 -2.055146545171737671e-01 -9.663732051849365234e-01 6.786334514617919922e-01 3.282145559787750244e-01 -4.214447140693664551e-01 -1.203431367874145508e+00 1.211387515068054199e+00 -7.927561998367309570e-01 2.358980894088745117e+00 -7.043734788894653320e-01 3.793042302131652832e-01 -2.400398015975952148e+00 -6.832345724105834961e-01 -2.018763542175292969e+00 -2.013786077499389648e+00 -1.162057891488075256e-01 3.298891186714172363e-01 3.047222852706909180e+00 2.052834272384643555e+00 -1.119268417358398438e+00 -5.601483583450317383e-01 1.461997509002685547e+00 -2.188604354858398438e+00 -3.351407289505004883e+00 2.893239974975585938e+00 -1.187285423278808594e+00
-1.095370292663574219e+00 -3.284539699554443359e+00 1.192824363708496094e+00 1.328248858451843262e+00 2.660864591598510742e-01 2.232826232910156250e+00 3.890867233276367188e-01 -1.990002870559692383e+00 3.974575400352478027e-01 1.991668492555618286e-01 1.515174746513366699e+00 1.214329712092876434e-02 -3.200846314430236816e-01 1.323133945465087891e+00 -1.411658763885498047e+00 8.416447639465332031e-01 1.456150650978088379e+00 -2.723837375640869141e+00 -1.982421755790710449e+00 5.226813554763793945e-01 1.248317509889602661e-01 6.232876181602478027e-01 -3.324019908905029297e-01 -2.235750436782836914e+00 -1.414887785911560059e+00 2.248539686203002930e+00 1.125219821929931641e+00 6.767620444297790527e-01 1.074439138174057007e-01 -1.730293750762939453e+00 1.178302884101867676e+00 -2.874859094619750977e+00 -5.645096302032470703e-01 1.373132616281509399e-01 1.322880268096923828e+00 -5.230346322059631348e-01 -2.163664698600769043e-01 -3.704074621200561523e-01 -1.005021572113037109e+00 -2.943781375885009766e+00 -1.281607627868652344e+00 -9.562134742736816406e-01 1.587886333465576172e+00
8.369415402412414551e-01 1.579995393753051758e+00 2.648286521434783936e-01 -1.924439430236816406e+00 -7.317400574684143066e-01 -8.879991769790649414e-01 9.995231032371520996e-01 -1.571109294891357422e-01 -2.655756950378417969e+00 -3.601971864700317383e+00 -1.560588121414184570e+00 -6.008346676826477051e-01 1.138157010078430176e+00 -1.726481914520263672e+00 -9.031367897987365723e-01 2.372060298919677734e+00 -1.254877567291259766e+00 1.011545896530151367e+00 1.252001285552978516e+00 1.046221017837524414e+00 2.278552293777465820e+00 -2.341404199600219727e+00 9.046604037284851074e-01 -1.320614933967590332e+00 -3.824716329574584961e+00 -5.730165839195251465e-01 9.131168127059936523e-01 1.462781310081481934e+00 -1.774352639913558960e-01 -2.078404426574707031e-01 -4.863464832305908203e-01 4.647657275199890137e-01 2.134259939193725586e+00 9.698784351348876953e-01 -2.695794105529785156e+00 1.095070004463195801e+00 -2.149804353713989258e+00 -1.612875163555145264e-01 2.069869518280029297e+00 -3.364901244640350342e-01 -3.014524459838867188e+00 1.562277436256408691e+00 8.408489823341369629e-01
5.108912587165832520e-01 1.562377452850341797e+00 -3.991451263427734375e-01 1.125256419181823730e+00 1.246484875679016113e+00 -2.105332374572753906e+00 -3.450272560119628906e+00 -1.953567862510681152e-01 -1.167229190468788147e-01 -1.324272751808166504e-01 -3.055981874465942383e+00 5.420433282852172852e-01 -1.185577869415283203e+00 -1.175522565841674805e+00 7.477014064788818359e-01 2.762297391891479492e+00 1.431473255157470703e+00 -2.447077751159667969e+00 -2.415193557739257812e+00 8.792703151702880859e-01 -1.581723332405090332e+00 -3.998679816722869873e-01 -8.459332585334777832e-02 -6.005133986473083496e-01 -1.337798386812210083e-01 -7.576312422752380371e-01 1.816567659378051758e+00 1.794155597686767578e+00 -2.178212881088256836e+00 -2.765510320663452148e+00 3.440583467483520508e+00 -1.835146903991699219e+00 -3.673576712608337402e-01 1.283454298973083496e+00 9.625971317291259766e-01 -8.911112546920776367e-01 -2.318221569061279297e+00 -2.110268354415893555e+00 -1.285503625869750977e+00 4.176837205886840820e-01 3.560320377349853516e+00 2.704698801040649414e+00 -2.219456881284713745e-01
4.804738163948059082e-01 -1.499603033065795898e+00 2.441730350255966187e-01 9.763066172599792480e-01 -1.567221641540527344e+00 -8.732526302337646484e-01 -2.466995239257812500e+00 -3.738183021545410156e+00 7.725670933723449707e-01 7.558828592300415039e-01 6.877366304397583008e-01 4.715369641780853271e-01 -2.461985111236572266e+00 2.769959449768066406e+00 -1.096308350563049316e+00 -3.112516880035400391e+00 1.261649250984191895e+00 2.608440637588500977e+00 -4.088023662567138672e+00 9.039258360862731934e-01 8.115304708480834961e-01 1.578301668167114258e+00 -2.450117826461791992e+00 -5.042608976364135742e-01 -1.449236124753952026e-01 -8.364000823348760605e-04 -9.030338525772094727e-01 -1.874285340309143066e+00 -9.685018062591552734e-01 -1.774988472461700439e-01 5.626000165939331055e-01 -9.712358713150024414e-01 -1.415186047554016113e+00 1.241621017456054688e+00 -1.839830398559570312e+00 1.204100847244262695e+00 1.848344132304191589e-02 4.225979447364807129e-01 -4.842783212661743164e-01 2.157211780548095703e+00 1.653586149215698242e+00 4.098124504089355469e+00 -2.035206794738769531e+00
-3.761253654956817627e-01 -1.437834262847900391e+00 1.832976937294006348e+00 2.742635488510131836e+00 2.790855884552001953e+00 -6.682192683219909668e-01 1.668585062026977539e+00 6.713009476661682129e-01 -2.270073741674423218e-01 -1.244109511375427246e+00 -9.265349507331848145e-01 3.485916256904602051e-01 -2.609270215034484863e-01 -9.056702256202697754e-01 -3.864521741867065430e+00 -4.859112203121185303e-01 -1.384605526924133301e+00 3.214570879936218262e-01 4.380044341087341309e-01 3.258855581283569336e+00 1.191022321581840515e-01 2.187505245208740234e+00 6.693764925003051758e-01 -1.097152352333068848e+00 -2.920454502105712891e+00 1.292793631553649902e+00 -1.420457363128662109e+00 -1.940220713615417480e+00 9.338188767433166504e-01 9.471763372421264648e-01 -7.802896499633789062e-01 -1.348287820816040039e+00 -1.586571097373962402e+00 1.682257771492004395e+00 -2.557721734046936035e-01 -3.930234611034393311e-01 -3.923233032226562500e+00 -3.711209774017333984e+00 1.283635258674621582e+00 1.222943425178527832e+00 3.200047016143798828e-01 -1.061152815818786621e+00 2.809421718120574951e-01
3.397981882095336914e+00 2.039390325546264648e+00 5.061790943145751953e-01 -2.396388053894042969e-01 1.242723345756530762e+00 -9.190263152122497559e-01 -9.964375495910644531e-01 -2.212708711624145508e+00 -4.267416596412658691e-01 -9.065293669700622559e-01 -4.874488338828086853e-02 -1.071326732635498047e+00 -2.674932241439819336e+00 -2.026328325271606445e+00 -4.093380451202392578e+00 7.035437822341918945e-01 1.107263445854187012e+00 1.093720674514770508e+00 1.252679586410522461e+00 1.509244322776794434e+00 -3.181953132152557373e-01 7.960879206657409668e-01 7.353231310844421387e-01 3.275413036346435547e+00 -9.093693643808364868e-02 1.379655480384826660e+00 -1.887285590171813965e+00 -9.808397293090820312e-01 -2.427865028381347656e+00 -1.856123566627502441e+00 -1.979978919029235840e+00 -7.809954881668090820e-02 -1.071814894676208496e+00 9.989355206489562988e-01 -1.022686004638671875e+00 -2.135095596313476562e+00 8.058033138513565063e-02 -4.955445528030395508e-01 -1.243698000907897949e+00 -5.381327867507934570e-02 1.809549331665039062e+00 5.316783785820007324e-01 -3.744168877601623535e-01
1.658006787300109863e+00 -5.326516628265380859e-01 -9.049193859100341797e-01 1.131193399429321289e+00 1.793713927268981934e+00 -2.045059680938720703e+00 -2.860036611557006836e+00 -3.282981634140014648e+00 -9.264300465583801270e-01 7.762449979782104492e-01 -2.481497526168823242e+00 -5.007441043853759766e-01 -1.342442512512207031e+00 -1.117077112197875977e+00 1.120737195014953613e+00 1.474001109600067139e-01 8.976932168006896973e-01 3.739074170589447021e-01 2.540410459041595459e-01 2.505122423171997070e+00 2.500893771648406982e-01 -4.674197360873222351e-02 -2.023528099060058594e+00 4.579041898250579834e-01 -2.482767105102539062e+00 -1.291800022125244141e+00 1.150441169738769531e+00 2.488709926605224609e+00 -4.356714785099029541e-01 -3.428560495376586914e-01 -7.976137101650238037e-03 -1.190660297870635986e-01 3.128485083580017090e-01 1.865179538726806641e+00 -6.121330261230468750e-01 -5.590533614158630371e-01 -9.281932115554809570e-01 -3.259856700897216797e+00 8.217489719390869141e-01 8.974350094795227051e-01 2.424034476280212402e-01 -1.359262317419052124e-01 4.597847461700439453e-01
1.376683413982391357e-01 -4.101409316062927246e-01 -3.566530466079711914e+00 6.013987064361572266e-01 -1.476217031478881836e+00 1.430409669876098633e+00 -1.516866683959960938e+00 1.756877064704895020e+00 2.097868204116821289e+00 9.367927908897399902e-01 -2.274316072463989258e+00 2.174694776535034180e+00 -1.515117436647415161e-01 -3.116297960281372070e+00 1.061406016349792480e+00 1.904527097940444946e-02 1.353604048490524292e-01 -2.772306799888610840e-01 -4.132211208343505859e-01 1.197200417518615723e+00 -1.217426061630249023e+00 -3.844228088855743408e-01 -4.981948435306549072e-01 -6.417686343193054199e-01 -1.997063755989074707e+00 1.473088026046752930e+00 1.349840283393859863e+00 2.865515470504760742e+00 -1.006120443344116211e-01 -1.761475443840026855e+00 1.742298960685729980e+00 9.811246395111083984e-01 3.356888592243194580e-01 1.055361270904541016e+00 -1.072714328765869141e+00 -3.232765913009643555e+00 1.166685104370117188e+00 -2.811829805374145508e+00 4.096579849720001221e-01 -6.985743045806884766e-01 -2.599024295806884766e+00 3.602066338062286377e-01 -9.712012410163879395e-01
