-2.532150983810424805e+00 3.489598631858825684e-01 -1.533585309982299805e+00 -2.428619623184204102e+00 2.590995788574218750e+00 3.646604537963867188e+00 -1.498690605163574219e+00 -1.779909491539001465e+00 -5.882347822189331055e-01 4.537478446960449219e+00 2.480843544006347656e+00 2.065463811159133911e-01 3.618378639221191406e-01 -2.378220081329345703e+00 9.615406394004821777e-01 1.644890785217285156e+00 9.512312412261962891e-01 2.140211313962936401e-01 -3.580085039138793945e+00 -1.328292369842529297e+00 9.629735946655273438e-01 2.129838228225708008e+00 -2.080064535140991211e+00 -4.364366054534912109e+00 -1.638980865478515625e+00 6.648277640342712402e-01 9.141187667846679688e-01 -2.532603263854980469e+00 9.029414653778076172e-01 -1.284541845321655273e+00 -2.609238147735595703e+00 2.300105810165405273e+00 6.095339655876159668e-01 8.636552095413208008e-01 -5.299575924873352051e-01 -3.065948009490966797e+00 -9.601541161537170410e-01 -2.301764965057373047e+00 -1.300967216491699219e+00 2.830499887466430664e+00
2.252710819244384766e+00 -1.148497462272644043e+00 2.324160814285278320e+00 2.784900188446044922e+00 -1.064508557319641113e+00 -4.662586212158203125e+00 3.499374985694885254e-01 -1.789866209030151367e+00 -2.061202675104141235e-01 3.659556150436401367e+00 -2.825605154037475586e+00 6.268298625946044922e+00 6.969267129898071289e-01 1.024139642715454102e+00 -2.696428596973419189e-01 1.038302779197692871e+00 3.487100124359130859e+00 -6.888639926910400391e-01 3.622493743896484375e+00 -1.877703547477722168e+00 1.211525559425354004e+00 -4.821869134902954102e-01 -2.109354734420776367e+00 -4.926678836345672607e-01 -3.827177524566650391e+00 1.439584851264953613e+00 -2.902714967727661133e+00 -1.038967490196228027e+00 -3.045958280563354492e+00 -3.428920507431030273e+00 -1.946137428283691406e+00 -5.628675222396850586e-01 -2.146448373794555664e+00 2.786553859710693359e+00 -6.159211695194244385e-02 -4.023137390613555908e-01 7.935043424367904663e-03 -2.698822259902954102e+00 -6.040910631418228149e-02 -3.545968055725097656e+00
1.568608999252319336e+00 -4.140439987182617188e+00 8.338593691587448120e-02 4.154529571533203125e+00 6.815798878669738770e-01 -1.424527645111083984e+00 -9.325314760208129883e-01 -2.285917282104492188e+00 -1.221105098724365234e+00 -6.678482294082641602e-01 1.801158905029296875e+00 2.997394204139709473e-01 -1.670448422431945801e+00 2.859553992748260498e-01 -5.424821376800537109e-01 -3.300669789314270020e-01 4.525090456008911133e-01 2.152351617813110352e+00 -7.352607846260070801e-01 3.072514533996582031e+00 1.091029167175292969e+00 -3.188364505767822266e+00 -3.108630478382110596e-01 6.581205129623413086e-01 -1.538142681121826172e+00 -1.461004257202148438e+00 5.284371852874755859e+00 2.260824292898178101e-01 8.993522822856903076e-02 1.544674038887023926e+00 -1.389608383178710938e+00 -9.080604314804077148e-01 -1.844964981079101562e+00 -3.690154790878295898e+00 -2.190448194742202759e-01 -1.814149260520935059e+00 -2.161352872848510742e+00 -6.336441636085510254e-01 -1.465254426002502441e+00 -3.084187209606170654e-01
2.741387367248535156e+00 1.877631187438964844e+00 3.954333961009979248e-01 -1.375929832458496094e+00 -3.099641084671020508e+00 -2.061272859573364258e+00 -4.882461726665496826e-01 -1.100763440132141113e+00 -2.932194948196411133e+00 -2.472695112228393555e-01 -4.314555525779724121e-01 -5.443903207778930664e-01 1.921906948089599609e+00 2.643989026546478271e-01 -3.228245735168457031e+00 6.309902667999267578e+00 -2.797972917556762695e+00 1.995173335075378418e+00 -2.812730550765991211e+00 -5.775039792060852051e-01 -1.772285550832748413e-01 -2.757781982421875000e+00 -1.673347949981689453e+00 -1.574818372726440430e+00 2.917715787887573242e+00 -1.112578868865966797e+00 -1.965178966522216797e+00 -4.161567211151123047e+00 -7.665223628282546997e-02 1.248904943466186523e+00 1.273085236549377441e+00 -3.269983828067779541e-01 -8.515531420707702637e-01 -4.036134481430053711e-01 9.405683279037475586e-01 3.100834846496582031e+00 1.085256576538085938e+00 -2.506226778030395508e+00 1.643086075782775879e+00 -6.363677978515625000e-01
2.736835777759552002e-01 -9.523090720176696777e-01 6.535252332687377930e-01 7.630951404571533203e-01 -2.045402526855468750e+00 -4.406401515007019043e-01 8.167596459388732910e-01 4.262679576873779297e+00 -5.081343650817871094e+00 1.038705229759216309e+00 2.521949052810668945e+00 -1.717300772666931152e+00 1.206363320350646973e+00 1.349421262741088867e+00 7.290854454040527344e-01 -1.126131176948547363e+00 8.141261935234069824e-01 -2.060650587081909180e+00 1.474059224128723145e-01 1.299078226089477539e+00 -3.254312872886657715e-01 4.432930469512939453e+00 -1.553614020347595215e+00 -2.476362943649291992e+00 3.676688194274902344e+00 -6.000056862831115723e-01 -3.703563213348388672e+00 -3.214235603809356689e-01 -4.381340444087982178e-01 -5.381441593170166016e+00 1.171187520027160645e+00 -2.753827333450317383e+00 1.103729128837585449e+00 -8.654406070709228516e-01 6.268086284399032593e-02 -2.986360788345336914e+00 7.253261208534240723e-01 1.264602690935134888e-01 -1.078723311424255371e+00 -2.953779220581054688e+00
-1.723968863487243652e+00 -1.320497751235961914e+00 -1.465848088264465332e+00 -1.039977550506591797e+00 -1.697415232658386230e+00 2.847242355346679688e+00 2.441861629486083984e+00 2.616827249526977539e+00 -2.888170480728149414e+00 -2.638032436370849609e+00 -1.514538288116455078e+00 2.792134046554565430e+00 -1.744513154029846191e+00 -2.273214101791381836e+00 2.193252146244049072e-01 -2.834417343139648438e+00 1.274801850318908691e+00 -2.441374778747558594e+00 -8.897840380668640137e-01 -9.149022102355957031e-01 -5.817782282829284668e-01 -1.936260819435119629e+00 -2.280727028846740723e-01 -4.060887813568115234e+00 2.147243976593017578e+00 4.070380330085754395e-01 1.227867722511291504e+00 -1.538224101066589355e+00 -9.613955020904541016e-01 1.183899402618408203e+00 -2.134391784667968750e+00 2.811172246932983398e+00 1.585865736007690430e+00 9.079441428184509277e-01 -1.020577192306518555e+00 4.323955535888671875e+00 2.902791023254394531e+00 -2.213580757379531860e-01 -1.102684497833251953e+00 -6.276715993881225586e-01
1.631266117095947266e+00 -1.448033601045608521e-01 -3.373464822769165039e+00 -9.987377375364303589e-02 4.107129573822021484e-01 -2.391898393630981445e+00 -5.335921049118041992e-02 -1.396649122238159180e+00 -3.766965389251708984e+00 -4.884668290615081787e-01 -5.582931637763977051e-01 -7.929834127426147461e-01 -1.529259204864501953e+00 9.161567091941833496e-01 2.647711277008056641e+00 3.288635909557342529e-01 -5.574293136596679688e-01 8.865766525268554688e-01 -3.533983230590820312e+00 9.658839553594589233e-02 9.834494590759277344e-01 1.552439332008361816e+00 8.689329028129577637e-01 -1.893351197242736816e+00 -1.506838083267211914e+00 -2.130776882171630859e+00 1.330175399780273438e+00 2.792106866836547852e+00 4.168435573577880859e+00 3.768900930881500244e-01 8.919714093208312988e-01 -5.986351966857910156e-01 2.817905902862548828e+00 -1.664479494094848633e+00 -3.772746324539184570e+00 3.875401020050048828e-01 -8.757825493812561035e-01 1.081030249595642090e+00 -2.083157062530517578e+00 -2.054747104644775391e+00
1.026406764984130859e+00 2.149302005767822266e+00 4.527001082897186279e-01 -1.410980939865112305e+00 -6.756230592727661133e-01 -3.366536274552345276e-02 3.339107751846313477e+00 -6.257842481136322021e-02 4.317066192626953125e+00 1.713755369186401367e+00 -2.138887166976928711e+00 1.097353577613830566e+00 -6.443226933479309082e-01 -3.228046655654907227e+00 1.185966134071350098e+00 -1.121562838554382324e+00 5.309191942214965820e-01 2.494472265243530273e+00 -1.627177834510803223e+00 -2.676796197891235352e+00 1.102174282073974609e+00 -2.550367355346679688e+00 -2.014868021011352539e+00 1.187722802162170410e+00 -1.700400590896606445e+00 -1.174559235572814941e+00 -2.575938224792480469e+00 -1.864736914634704590e+00 4.099780023097991943e-01 8.604891896247863770e-01 2.630675077438354492e+00 -1.218288779258728027e+00 -1.759685277938842773e-01 -2.378285646438598633e+00 -1.686292409896850586e+00 -2.636777877807617188e+00 6.754245162010192871e-01 4.814563989639282227e-01 -3.527266979217529297e+00 6.207785103470087051e-03
-3.148209333419799805e+00 -3.336935997009277344e+00 3.247627019882202148e+00 1.950543522834777832e+00 -5.074340343475341797e+00 -4.702914655208587646e-01 1.573715567588806152e+00 4.136749505996704102e-01 1.037108182907104492e+00 -1.005853176116943359e+00 -2.129343338310718536e-02 -1.515577793121337891e+00 2.179805517196655273e+00 3.371285200119018555e-01 1.775318026542663574e+00 -1.767650723457336426e+00 3.083990514278411865e-01 1.560829877853393555e+00 2.389221906661987305e+00 1.300106167793273926e+00 -1.030136466026306152e+00 -3.640732765197753906e+00 2.016410589218139648e+00 -2.960574150085449219e+00 2.442524671554565430e+00 -1.914432287216186523e+00 1.771702885627746582e+00 2.763629674911499023e+00 -1.579900145530700684e+00 4.456421136856079102e-01 1.069813370704650879e+00 -2.155394792556762695e+00 9.781513214111328125e-01 6.756178736686706543e-01 -2.154913663864135742e+00 -2.871766328811645508e+00 -2.397553473711013794e-01 -3.377564430236816406e+00 -1.709213137626647949e+00 -8.893079161643981934e-01
-1.680102944374084473e+00 -8.140193819999694824e-01 2.250820159912109375e+00 1.958620429039001465e+00 -1.163917064666748047e+00 1.164594054222106934e+00 -4.205616116523742676e-01 -4.272921383380889893e-01 -2.907637357711791992e+00 -3.308840990066528320e+00 3.041351795196533203e+00 -2.528509616851806641e+00 2.174753665924072266e+00 -2.616811752319335938e+00 -4.814620494842529297e+00 1.673070788383483887e+00 2.203476905822753906e+00 1.205707430839538574e+00 1.232655286788940430e+00 -2.130988799035549164e-02 1.416293382644653320e+00 -2.566838979721069336e+00 -9.201259166002273560e-02 -5.444331765174865723e-01 -2.492534160614013672e+00 -2.504001379013061523e+00 -2.185671925544738770e-01 6.153202056884765625e-01 -5.750684738159179688e-01 1.382401734590530396e-01 2.919536828994750977e-01 -1.890427827835083008e+00 -9.013159871101379395e-01 2.505036115646362305e+00 1.127370834350585938e+00 1.384753584861755371e+00 2.322868347167968750e+00 -2.490708112716674805e+00 -2.578557491302490234e+00 -8.683438897132873535e-01
