-8.007283210754394531e-01 -2.601199865341186523e+00 1.870047569274902344e+00 1.961227178573608398e+00 -3.202152490615844727e+00 -3.005079746246337891e+00 -1.297812342643737793e+00 1.299932785332202911e-02 -7.410439848899841309e-02 6.004675626754760742e-01 -2.599843740463256836e-01 3.429812192916870117e+00 -7.280195951461791992e-01 -2.138170748949050903e-01 -3.386851072311401367e+00 -1.041631221771240234e+00 2.874128818511962891e+00 -4.872969150543212891e+00 -2.644989013671875000e+00 2.403077602386474609e+00 -2.388616651296615601e-02 -4.315001487731933594e+00 -2.935306072235107422e+00 -8.916487693786621094e-01 -1.000690579414367676e+00 2.667214870452880859e+00 -1.576088070869445801e+00 2.103481054306030273e+00 1.396380066871643066e+00 -2.327552556991577148e+00 7.963278889656066895e-01 2.395782232284545898e+00 -1.148311257362365723e+00 2.959856763482093811e-02 -7.582578659057617188e-01 2.338057041168212891e+00 -1.950029373168945312e+00 1.654049277305603027e+00 1.645351648330688477e+00
-1.552252173423767090e+00 4.380561828613281250e+00 -4.163012504577636719e+00 1.565321087837219238e-01 1.436582922935485840e+00 -2.646367549896240234e+00 2.203467786312103271e-01 -2.539872527122497559e-01 7.759665250778198242e-01 -1.993324309587478638e-01 -4.220189094543457031e+00 -4.189928531646728516e+00 4.371840000152587891e+00 9.717273712158203125e-02 3.022333621978759766e+00 -2.794455766677856445e+00 2.756834030151367188e+00 2.669603347778320312e+00 -8.126524090766906738e-01 3.644214391708374023e+00 5.839554667472839355e-01 -2.953630924224853516e+00 -1.681441426277160645e+00 2.494722843170166016e+00 -3.437551259994506836e+00 2.086302757263183594e+00 -1.082127451896667480e+00 1.688638567924499512e+00 -1.650597900152206421e-01 -2.001438140869140625e+00 -2.697855234146118164e+00 1.617781758308410645e+00 -3.554090559482574463e-01 -2.682243824005126953e+00 -2.637381315231323242e+00 2.172440290451049805e+00 -7.332282662391662598e-01 -3.207462072372436523e+00 5.057083368301391602e-01
3.765972852706909180e+00 1.224643588066101074e+00 2.337491512298583984e+00 -1.573008298873901367e+00 7.997853755950927734e-01 -1.353637337684631348e+00 -4.550904631614685059e-01 2.221106290817260742e-01 -5.343813300132751465e-01 -2.948667764663696289e+00 -2.145576000213623047e+00 4.571529924869537354e-01 -1.596928000450134277e+00 1.587470293045043945e+00 3.969709396362304688e+00 -2.950556993484497070e+00 -1.265144467353820801e+00 -2.163751840591430664e+00 1.088319495320320129e-01 1.584272980690002441e+00 -6.166210770606994629e-01 1.194091558456420898e+00 2.978088855743408203e-01 -3.672100305557250977e+00 -2.289220809936523438e+00 -2.340534448623657227e+00 -3.140290737152099609e+00 -2.026401996612548828e+00 -8.863744884729385376e-02 3.492201805114746094e+00 -3.125260829925537109e+00 1.627925276756286621e+00 2.004938840866088867e+00 2.279327213764190674e-01 1.710963010787963867e+00 -1.074921250343322754e+00 -4.188069403171539307e-01 -1.217792987823486328e+00 4.200615584850311279e-01
-1.515726923942565918e+00 1.069763302803039551e+00 -3.449669480323791504e-01 -2.903143405914306641e+00 -1.464287638664245605e-01 1.750848412513732910e+00 -6.194584369659423828e-01 -3.311593055725097656e+00 -3.631855010986328125e+00 1.087671875953674316e+00 -2.347248047590255737e-01 2.851051092147827148e+00 -3.183291673660278320e+00 -2.556635618209838867e+00 -6.007511019706726074e-01 -2.061945915222167969e+00 3.374524414539337158e-01 5.901000499725341797e+00 -1.791023492813110352e+00 1.513719081878662109e+00 1.085470080375671387e+00 1.752555966377258301e+00 -4.134120464324951172e+00 -6.411625742912292480e-01 1.802870333194732666e-01 -2.095923662185668945e+00 3.865233182907104492e+00 1.397189125418663025e-02 8.459070324897766113e-01 1.384393692016601562e+00 2.244037628173828125e+00 -3.013377487659454346e-01 8.938971161842346191e-01 2.217561751604080200e-01 -2.485685825347900391e+00 -1.733386754989624023e+00 -2.543142437934875488e-01 -1.648319363594055176e+00 -1.309377789497375488e+00
-1.117969512939453125e+00 -2.820966482162475586e+00 -2.345425635576248169e-01 -1.982227921485900879e+00 -2.023552894592285156e+00 -1.436263561248779297e+00 -5.452367663383483887e-01 4.587912857532501221e-01 2.890959501266479492e+00 -1.249943301081657410e-01 -7.362248301506042480e-01 2.490176200866699219e+00 8.866859674453735352e-01 3.645074665546417236e-01 -3.832879304885864258e+00 -1.678644895553588867e+00 2.546568393707275391e+00 1.460056900978088379e+00 1.363860726356506348e+00 -2.442290067672729492e+00 2.695332050323486328e+00 1.507443189620971680e-01 4.286079883575439453e+00 -1.889716088771820068e-01 4.181878268718719482e-01 -2.728117227554321289e+00 1.570734262466430664e+00 -2.245800495147705078e+00 -1.423613548278808594e+00 -2.689359903335571289e+00 -5.644881248474121094e+00 1.582311153411865234e+00 -1.950808525085449219e+00 8.759860396385192871e-01 -5.282102108001708984e+00 2.199374675750732422e+00 6.965251564979553223e-01 1.373406887054443359e+00 2.022597551345825195e+00
4.733940064907073975e-01 2.097810268402099609e+00 -3.477837800979614258e+00 1.134816855192184448e-01 -2.288835525512695312e+00 1.729298233985900879e+00 1.775997042655944824e+00 9.566234052181243896e-02 9.169552326202392578e-01 4.344084858894348145e-01 5.700626969337463379e-01 -1.555771678686141968e-01 -2.499628067016601562e+00 -2.285961627960205078e+00 -1.797663569450378418e+00 6.999390125274658203e-01 5.435147285461425781e-01 -3.372154235839843750e+00 -1.534493684768676758e+00 1.145240783691406250e+00 -4.181164741516113281e+00 9.249951839447021484e-01 -5.955023765563964844e-01 2.913130283355712891e+00 2.810960531234741211e+00 -9.054934382438659668e-01 1.483336091041564941e+00 -1.207015037536621094e+00 2.729348897933959961e+00 -2.962164640426635742e+00 -1.108386278152465820e+00 1.434616565704345703e+00 -1.269372582435607910e+00 7.065026760101318359e-01 1.112299084663391113e+00 -1.108890771865844727e+00 3.266032636165618896e-01 -2.914837598800659180e+00 -3.152392148971557617e+00
2.630826711654663086e+00 -1.437026381492614746e+00 -4.989196956157684326e-01 -2.279706239700317383e+00 1.387610554695129395e+00 2.595384597778320312e+00 -9.892904758453369141e-01 2.535607576370239258e+00 -2.167589902877807617e+00 -4.068010330200195312e+00 6.931652426719665527e-01 2.247890710830688477e+00 9.101603925228118896e-02 -5.398313403129577637e-01 -1.164952516555786133e+00 2.548998355865478516e+00 -1.189033865928649902e+00 2.050555706024169922e+00 -8.354332447052001953e-01 -9.022730588912963867e-01 -1.886116504669189453e+00 1.582762837409973145e+00 -2.079079151153564453e+00 -3.109648704528808594e+00 2.047937959432601929e-01 -3.695540666580200195e+00 -1.328156948089599609e+00 1.529574871063232422e+00 2.900449752807617188e+00 2.991340868175029755e-02 -2.221821069717407227e+00 -5.837411284446716309e-01 4.408700019121170044e-02 -3.467040061950683594e+00 -1.026484489440917969e+00 2.221493244171142578e+00 -8.697072267532348633e-01 -9.887726902961730957e-01 6.248103380203247070e-01
1.214669466018676758e+00 3.275463823229074478e-03 -2.510661125183105469e+00 2.141571044921875000e+00 -1.546201825141906738e+00 2.334969997406005859e+00 7.243447303771972656e-01 1.558496475219726562e+00 -3.534021615982055664e+00 3.692460656166076660e-01 2.087896585464477539e+00 -4.579493522644042969e+00 -2.153532981872558594e+00 -7.421896457672119141e-01 3.363458156585693359e+00 -3.100448608398437500e+00 8.018258810043334961e-01 1.818224340677261353e-01 -1.212407350540161133e+00 -3.237616062164306641e+00 1.737640798091888428e-01 -1.966380476951599121e+00 -2.894837379455566406e+00 1.013133049011230469e+00 1.516414523124694824e+00 1.119786620140075684e+00 -1.109318137168884277e+00 -4.530534744262695312e-01 -4.593324661254882812e-01 -7.403613924980163574e-01 1.354840159416198730e+00 2.193770885467529297e+00 1.347755432128906250e+00 -3.119681358337402344e+00 3.518287837505340576e-01 4.371592402458190918e-01 -2.149675846099853516e+00 -5.175405144691467285e-01 7.427047491073608398e-01
-1.213893890380859375e+00 -7.202169895172119141e-01 -1.703401684761047363e+00 -1.598900675773620605e+00 -1.147411108016967773e+00 -1.253579974174499512e+00 -2.975822448730468750e+00 3.583041667938232422e+00 -2.770553827285766602e+00 -2.433016061782836914e+00 -1.549247026443481445e+00 -3.804671525955200195e+00 -8.692373037338256836e-01 2.587311267852783203e+00 8.825456500053405762e-01 -8.634327650070190430e-01 -6.715369820594787598e-01 -1.894710063934326172e+00 2.779773950576782227e+00 1.696290850639343262e+00 -1.574397563934326172e+00 -1.604308962821960449e+00 1.298916339874267578e+00 -5.122306197881698608e-02 3.332261085510253906e+00 -2.480330944061279297e+00 2.123223304748535156e+00 -1.468322992324829102e+00 -5.059350967407226562e+00 -1.522865891456604004e+00 -2.461148500442504883e+00 2.203731536865234375e+00 1.693953990936279297e+00 2.359572887420654297e+00 2.967314481735229492e+00 8.743268251419067383e-01 9.694947600364685059e-01 6.906937956809997559e-01 1.601909160614013672e+00
-3.383935451507568359e+00 -7.825575023889541626e-02 -4.042855739593505859e+00 6.062414050102233887e-01 -1.772025942802429199e+00 -1.403315782546997070e+00 9.992647767066955566e-01 -9.547652602195739746e-01 -1.175472736358642578e+00 -9.736164808273315430e-01 -1.229957580566406250e+00 1.630500517785549164e-02 -1.792276620864868164e+00 3.240993022918701172e+00 2.673171043395996094e+00 3.768851757049560547e-01 6.072757840156555176e-01 2.231637716293334961e+00 -1.185957938432693481e-01 1.212024331092834473e+00 -6.242008805274963379e-01 -3.056837320327758789e+00 -2.726606369018554688e+00 -2.266000032424926758e+00 6.850582957267761230e-01 -3.189863443374633789e+00 2.716025590896606445e+00 -1.066717743873596191e+00 3.622003793716430664e-01 3.234130859375000000e+00 -2.676600217819213867e+00 4.357833266258239746e-01 -2.967860460281372070e+00 3.823398351669311523e+00 1.144017338752746582e+00 6.773586869239807129e-01 -1.767367362976074219e+00 1.007042527198791504e+00 -9.538707137107849121e-01
