-1.520768523216247559e+00 -1.285594701766967773e+00 2.799667119979858398e+00 4.705663025379180908e-01 2.398572921752929688e+00 -1.920464158058166504e+00 1.050515174865722656e-01 9.053195714950561523e-01 1.405361056327819824e+00 -8.917435407638549805e-01 7.901030778884887695e-01 -1.530923128128051758e+00 -1.864944815635681152e+00 -3.233295679092407227e-01 2.331486463546752930e+00 -9.202336668968200684e-01 1.112810373306274414e+00 -1.732179164886474609e+00 3.080232381820678711e+00 2.537246942520141602e+00 -2.373432159423828125e+00 -2.529793739318847656e+00 -2.363939046859741211e+00 1.984053850173950195e+00 1.223345518112182617e+00 -4.839809417724609375e+00 1.822567880153656006e-01 2.180220603942871094e+00 -1.762408494949340820e+00 1.976422965526580811e-01 1.836477994918823242e+00 -4.668645262718200684e-01 -2.200489044189453125e+00 7.543133497238159180e-01 -2.665277719497680664e+00 -2.329756498336791992e+00 -1.290621995925903320e+00 5.429059863090515137e-01 4.322137236595153809e-01 -3.992271721363067627e-01 -2.696430444717407227e+00 1.002218484878540039e+00 5.170758962631225586e-01 -3.529677093029022217e-01
2.252329349517822266e+00 2.651723861694335938e+00 -8.028034567832946777e-01 -1.477828145027160645e+00 -2.296183824539184570e+00 -1.464091062545776367e+00 -1.067322850227355957e+00 -1.854144573211669922e+00 2.837619781494140625e+00 -9.060725569725036621e-01 -2.244504243135452271e-01 1.757120370864868164e+00 -8.631157875061035156e-01 -3.586183786392211914e+00 -7.106826305389404297e-01 5.898578166961669922e-01 2.353360414505004883e+00 3.336221277713775635e-01 -1.168627977371215820e+00 1.365669131278991699e+00 1.344373524188995361e-01 -1.003307819366455078e+00 5.871085524559020996e-01 3.628080487251281738e-01 -7.034287452697753906e-01 8.502999544143676758e-01 -1.345928072929382324e+00 1.107187390327453613e+00 -7.856575846672058105e-01 -1.200939536094665527e+00 2.109723836183547974e-01 -2.112526893615722656e+00 1.440588235855102539e+00 -8.304774165153503418e-01 3.811083137989044189e-01 2.892849206924438477e+00 -2.211570292711257935e-01 -2.057008445262908936e-01 -1.122773170471191406e+00 -2.525335788726806641e+00 -7.437811493873596191e-01 3.064498305320739746e-01 -1.315770864486694336e+00 -1.230429530143737793e+00
3.401915729045867920e-01 9.780210256576538086e-01 2.239504337310791016e+00 -1.415533661842346191e+00 -3.228405475616455078e+00 1.702232956886291504e+00 4.475470483303070068e-01 -3.896585941314697266e+00 -7.557443976402282715e-01 -1.970948100090026855e+00 -9.303105473518371582e-01 -5.944575667381286621e-01 -5.211224555969238281e-01 1.516869902610778809e+00 -5.042105317115783691e-01 7.081173062324523926e-01 1.225417613983154297e+00 -7.336314301937818527e-03 -1.825111806392669678e-01 -2.997137904167175293e-01 -2.075989007949829102e+00 -4.351760745048522949e-01 -1.493786454200744629e+00 1.331300020217895508e+00 -2.870893716812133789e+00 -2.390894651412963867e+00 -1.411926448345184326e-01 -9.544430971145629883e-01 3.040000438690185547e+00 3.422870159149169922e+00 -4.640516638755798340e-01 2.206470489501953125e+00 3.169753253459930420e-01 1.511629343032836914e+00 -8.588550686836242676e-01 -1.323794245719909668e+00 -2.440268516540527344e+00 1.704163908958435059e+00 -3.086878061294555664e-01 7.580618858337402344e-01 -2.799683570861816406e+00 1.075035408139228821e-01 9.386491179466247559e-01 2.797825038433074951e-01
9.844808578491210938e-01 -2.167986392974853516e+00 -3.402235209941864014e-01 -1.287238359451293945e+00 -2.480712890625000000e+00 -2.342577457427978516e+00 -6.374878287315368652e-01 1.357980608940124512e+00 1.664437055587768555e+00 2.648368835449218750e+00 3.532277643680572510e-01 -1.080109834671020508e+00 -2.756382703781127930e+00 9.774638414382934570e-01 1.300465583801269531e+00 -1.414873957633972168e+00 -1.446615934371948242e+00 -8.792006373405456543e-01 -4.243785738945007324e-01 -1.559446573257446289e+00 -3.207585513591766357e-01 -7.917205095291137695e-01 -9.616516828536987305e-01 -1.670283436775207520e+00 -2.618846893310546875e+00 6.430838108062744141e-01 -1.758038759231567383e+00 6.601889431476593018e-02 1.027073383331298828e+00 -2.476648688316345215e-01 1.333029627799987793e+00 2.134289264678955078e+00 1.649030923843383789e+00 3.160503149032592773e+00 1.298750340938568115e-01 1.508601665496826172e+00 -1.285722374916076660e+00 1.950673222541809082e+00 -3.544333934783935547e+00 2.077174335718154907e-01 3.432531952857971191e-01 -9.864842295646667480e-01 -1.233912557363510132e-01 -4.675588011741638184e-01
-3.781825006008148193e-01 -6.139149069786071777e-01 -1.995445013046264648e+00 -7.326202988624572754e-01 -3.487118780612945557e-01 -7.111338973045349121e-01 -3.106291770935058594e+00 2.045753598213195801e-01 -2.226035743951797485e-01 2.402279376983642578e-01 -1.598651647567749023e+00 1.357451081275939941e+00 -1.976517796516418457e+00 -2.825472831726074219e+00 -1.588508605957031250e+00 6.045355200767517090e-01 7.734425663948059082e-01 1.522996068000793457e+00 -5.723419785499572754e-01 -2.136324167251586914e+00 1.329349637031555176e+00 1.920751333236694336e+00 1.056814908981323242e+00 -2.597407341003417969e+00 -1.145227432250976562e+00 -5.708290338516235352e-01 -3.955451011657714844e+00 6.953711509704589844e-01 3.158893823623657227e+00 2.563965082168579102e+00 1.838376998901367188e+00 -3.271974086761474609e+00 -1.970656037330627441e+00 5.266622304916381836e-01 1.205195307731628418e+00 1.947584867477416992e+00 2.038737297058105469e+00 3.770447671413421631e-01 9.359934926033020020e-01 1.811756014823913574e+00 -1.471152186393737793e+00 -1.654420137405395508e+00 -1.051502823829650879e+00 3.038558006286621094e+00
-1.097769141197204590e+00 1.981842994689941406e+00 -5.512940883636474609e-01 -2.416636228561401367e+00 7.265771627426147461e-01 1.534362673759460449e+00 7.142429798841476440e-02 2.887880504131317139e-01 -8.470476865768432617e-01 1.302929282188415527e+00 -1.266141891479492188e+00 3.769943490624427795e-02 -9.534934163093566895e-01 1.855506002902984619e-01 7.815020680427551270e-01 1.034373044967651367e+00 -1.900273442268371582e+00 -1.167360424995422363e+00 -1.316939949989318848e+00 -1.699823260307312012e+00 1.762958019971847534e-01 4.957971274852752686e-01 -1.329867988824844360e-01 -1.975127458572387695e+00 6.665294170379638672e-01 -1.337281346321105957e+00 -1.522742748260498047e+00 1.063851118087768555e+00 1.494340062141418457e+00 9.863119125366210938e-01 -1.299834012985229492e+00 1.298572778701782227e+00 8.721266984939575195e-01 -2.248184680938720703e+00 -4.592206776142120361e-01 -8.284206986427307129e-01 -9.363546371459960938e-01 -4.883332550525665283e-01 -1.964977025985717773e+00 2.641262292861938477e+00 3.436817646026611328e+00 -3.063525915145874023e+00 -4.426294267177581787e-01 -1.744159102439880371e+00
2.254104614257812500e-01 2.924650311470031738e-01 1.688618510961532593e-01 -7.379258275032043457e-01 1.921187162399291992e+00 -3.471695184707641602e+00 1.497074127197265625e+00 1.288846135139465332e+00 -2.869035303592681885e-01 5.493572950363159180e-01 -1.220069169998168945e+00 -1.793992519378662109e+00 -1.164715409278869629e+00 7.129044532775878906e-01 -1.021844148635864258e+00 6.110836267471313477e-01 -1.548240661621093750e+00 -8.105112910270690918e-01 -4.169583618640899658e-01 -5.737339854240417480e-01 1.443960428237915039e+00 2.576706647872924805e+00 -6.820762753486633301e-01 -2.396584987640380859e+00 -4.940477013587951660e-01 8.795076012611389160e-01 1.544114112854003906e+00 2.194376140832901001e-01 -8.900087475776672363e-01 1.188480257987976074e+00 -7.888483405113220215e-01 3.998768031597137451e-01 4.091399312019348145e-01 8.977573513984680176e-01 -1.259125709533691406e+00 2.340142011642456055e+00 1.716893076896667480e+00 -2.876007795333862305e+00 -3.124131202697753906e+00 2.886336088180541992e+00 -1.086750149726867676e+00 -2.135830640792846680e+00 -2.247583389282226562e+00 -1.554033756256103516e+00
-1.177601933479309082e+00 -7.524845004081726074e-01 -2.258486509323120117e+00 1.017452359199523926e+00 1.665659427642822266e+00 -1.492418348789215088e-01 1.405180245637893677e-01 -3.470171689987182617e-01 -1.084275722503662109e+00 4.454077035188674927e-02 1.720646023750305176e+00 -9.808901548385620117e-01 -1.946415781974792480e+00 1.913359165191650391e-01 1.232861042022705078e+00 5.950250625610351562e-01 -3.646883666515350342e-01 3.030076980590820312e+00 -3.032975435256958008e+00 6.315407156944274902e-01 -4.543002843856811523e-01 -2.588976621627807617e+00 -8.466321825981140137e-01 1.631822109222412109e+00 3.621756434440612793e-01 1.645151615142822266e+00 -4.423252344131469727e-01 -2.619277238845825195e+00 -1.122439384460449219e+00 -2.979700863361358643e-01 5.436583161354064941e-01 -2.039978027343750000e+00 -1.408979177474975586e+00 -2.096904039382934570e+00 -1.827684402465820312e+00 -2.133154720067977905e-01 2.525332450866699219e+00 -3.483923912048339844e+00 2.626771628856658936e-01 3.528640270233154297e+00 -7.980250716209411621e-01 3.357887029647827148e+00 -2.418888211250305176e-01 -1.378343939781188965e+00
2.571147680282592773e+00 -1.842651963233947754e+00 1.876635074615478516e+00 -2.926760613918304443e-01 -1.198827028274536133e+00 -5.356858372688293457e-01 -4.648617506027221680e-01 -3.170078516006469727e+00 -8.612880706787109375e-01 3.985238552093505859e+00 -1.759218424558639526e-01 7.176237702369689941e-01 -1.506248116493225098e+00 6.033259034156799316e-01 -1.220740556716918945e+00 2.504634484648704529e-02 -9.543324112892150879e-01 -1.291462779045104980e+00 1.109985947608947754e+00 4.656374156475067139e-01 2.216675758361816406e+00 1.523846387863159180e-01 2.246602326631546021e-01 -6.167244911193847656e-01 -3.192541599273681641e+00 -1.283648252487182617e+00 9.413481354713439941e-01 1.065788939595222473e-01 1.326140403747558594e+00 -2.966663837432861328e+00 1.651907682418823242e+00 -8.681306242942810059e-01 -6.273854374885559082e-01 -1.382780909538269043e+00 -1.063006281852722168e+00 -1.204967617988586426e+00 -3.977536559104919434e-01 -1.493258833885192871e+00 -2.628463506698608398e-01 5.046392083168029785e-01 -8.567907810211181641e-01 2.156808853149414062e+00 1.126174688339233398e+00 -7.143343091011047363e-01
1.256047248840332031e+00 9.841639399528503418e-01 -1.757324695587158203e+00 -1.524092555046081543e+00 2.607064247131347656e+00 -2.373937517404556274e-01 -1.643361687660217285e+00 -1.451774954795837402e+00 -4.054263532161712646e-01 2.290643006563186646e-01 1.165423154830932617e+00 -5.071199536323547363e-01 -1.311468243598937988e+00 -4.208202362060546875e-01 -1.914530873298645020e+00 -1.952864289283752441e+00 -2.089790821075439453e+00 1.501296281814575195e+00 1.061414599418640137e+00 1.895198106765747070e+00 6.062679886817932129e-01 -3.307678222656250000e+00 2.705477237701416016e+00 8.019822835922241211e-01 2.660002745687961578e-02 1.949428915977478027e+00 -1.255304217338562012e-01 5.938624143600463867e-01 1.510796189308166504e+00 -1.796829581260681152e+00 -1.692040205001831055e+00 -2.751000881195068359e+00 -2.441407918930053711e+00 -1.279799342155456543e+00 -2.529598236083984375e+00 -1.424182653427124023e-01 -7.935115694999694824e-01 1.106528043746948242e+00 -6.797401905059814453e-01 -1.066896557807922363e+00 1.543161630630493164e+00 1.290831089019775391e+00 2.017045021057128906e+00 -9.803477674722671509e-02
