-7.580548524856567383e-01 2.684749841690063477e+00 1.459232270717620850e-01 1.065304130315780640e-01 -5.085312128067016602e-01 -7.320154309272766113e-01 -1.172151803970336914e+00 1.539551019668579102e+00 -2.323482036590576172e+00 4.388909816741943359e+00 -9.410272240638732910e-01 -3.922776222229003906e+00 -1.026736378669738770e+00 9.427701830863952637e-01 -1.959369063377380371e+00 6.148339509963989258e-01 -5.349773168563842773e-01 -2.867604732513427734e+00 -2.691023111343383789e+00 3.426793336868286133e+00 1.891851305961608887e+00 -1.676810383796691895e+00 -3.938422203063964844e-01 -1.313781499862670898e+00 6.164736747741699219e-01 1.442069292068481445e+00 -3.181287288665771484e+00 -2.163421154022216797e+00 3.080479145050048828e+00 -6.286801397800445557e-02 1.133749365806579590e+00 2.145588636398315430e+00 -1.421532273292541504e+00 -9.336357936263084412e-03 -1.189641118049621582e+00 4.126279652118682861e-01 -1.547009229660034180e+00 -2.874913454055786133e+00 -1.821277141571044922e+00 7.821469306945800781e-01 4.306333065032958984e-01 -9.106603860855102539e-01
-2.761600255966186523e+00 1.251930475234985352e+00 1.327716231346130371e+00 -1.374224305152893066e+00 -1.942089915275573730e+00 2.707973718643188477e-01 1.620500087738037109e+00 2.095691263675689697e-01 -7.867950201034545898e-01 3.941418230533599854e-01 1.443982601165771484e+00 3.164347410202026367e+00 4.959852099418640137e-01 -2.568948745727539062e+00 4.824520051479339600e-01 -4.011188983917236328e+00 -3.100374639034271240e-01 -1.522233963012695312e+00 -1.584592103958129883e+00 -2.307327747344970703e+00 3.303619325160980225e-01 -9.539834260940551758e-01 -3.237272799015045166e-01 -1.476502656936645508e+00 -1.375898599624633789e+00 1.725353956222534180e+00 6.319121718406677246e-01 2.253045588731765747e-01 7.540754079818725586e-01 1.933037161827087402e+00 1.195275902748107910e+00 -2.105776786804199219e+00 1.915475964546203613e+00 -1.520300745964050293e+00 -3.204949140548706055e+00 -2.376421689987182617e+00 -7.809222936630249023e-01 1.402732253074645996e+00 3.842076063156127930e+00 -1.653320670127868652e+00 -2.399966478347778320e+00 2.955934107303619385e-01
-1.962462902069091797e+00 -3.265846014022827148e+00 -1.502307597547769547e-02 -4.018708765506744385e-01 -1.060858368873596191e+00 1.879091620445251465e+00 -3.602574586868286133e+00 -1.100968003273010254e+00 -2.678660392761230469e+00 1.005747199058532715e+00 7.364426255226135254e-01 -2.947942256927490234e+00 -2.406233549118041992e+00 1.090628385543823242e+00 -1.945966035127639771e-01 -1.184248328208923340e+00 1.425378680229187012e+00 1.221603155136108398e+00 -1.130235791206359863e+00 -2.319638729095458984e+00 -1.155139446258544922e+00 -5.053591132164001465e-01 3.619708776473999023e+00 7.541966438293457031e-01 3.107594013214111328e+00 -1.168887019157409668e+00 2.487181425094604492e+00 -1.286071419715881348e+00 -2.147377252578735352e+00 2.553947448730468750e+00 7.585133910179138184e-01 -6.679881215095520020e-01 5.679472088813781738e-01 2.677621364593505859e+00 3.342775404453277588e-01 -2.310615330934524536e-01 -1.462576389312744141e+00 5.452538132667541504e-01 -7.908122539520263672e-01 -3.983598053455352783e-01 -2.532742977142333984e+00 -1.062376856803894043e+00
-1.450389385223388672e+00 7.806438803672790527e-01 1.717784523963928223e+00 -1.281559467315673828e+00 5.328313708305358887e-01 6.676653623580932617e-01 -1.876922488212585449e+00 4.648729860782623291e-01 -1.873594075441360474e-01 2.282929182052612305e+00 1.562582850456237793e+00 2.561013460159301758e+00 -1.781667113304138184e+00 1.666657179594039917e-01 -3.302375674247741699e-01 -2.982130289077758789e+00 1.840404987335205078e+00 -3.912496089935302734e+00 -3.852127790451049805e+00 -1.814759969711303711e-01 5.708530172705650330e-02 -1.410763710737228394e-01 2.533652305603027344e+00 1.503836154937744141e+00 -1.877255797386169434e+00 -1.270250558853149414e+00 -1.741338074207305908e-01 -3.208310604095458984e+00 -1.644262790679931641e+00 -1.573897004127502441e+00 4.522319793701171875e+00 -3.037193536758422852e+00 2.506248474121093750e+00 2.169062852859497070e+00 -1.620468378067016602e+00 -1.278884291648864746e+00 1.534648418426513672e+00 2.628993272781372070e+00 -1.425898671150207520e+00 -2.581056594848632812e+00 -3.408320903778076172e+00 -1.861509531736373901e-01
4.258426651358604431e-02 6.397422552108764648e-01 3.059320926666259766e+00 3.321079969406127930e+00 -2.394190311431884766e+00 3.640772581100463867e+00 -2.796440601348876953e+00 8.907860517501831055e-01 2.869392335414886475e-01 2.946577548980712891e+00 1.180148005485534668e+00 -1.120247364044189453e+00 1.028471350669860840e+00 -3.620288610458374023e+00 -1.485508799552917480e+00 -9.803980588912963867e-01 -4.127856791019439697e-01 -1.415729045867919922e+00 -6.657881140708923340e-01 -1.268142938613891602e+00 -3.478038072586059570e+00 -1.293663144111633301e+00 2.589770078659057617e+00 -2.640113592147827148e+00 5.556675791740417480e-01 1.168986320495605469e+00 -1.374897211790084839e-01 -1.657741785049438477e+00 1.964740872383117676e+00 -3.898852348327636719e+00 1.838829517364501953e+00 -7.543912529945373535e-02 -1.192045092582702637e+00 -7.918879985809326172e-01 -3.339615345001220703e+00 2.501513719558715820e+00 1.643359363079071045e-01 9.576339125633239746e-01 -1.273482561111450195e+00 -2.724556207656860352e+00 3.653779029846191406e-01 -8.870975375175476074e-01
-2.380049467086791992e+00 -5.587649941444396973e-01 6.520463824272155762e-01 -1.525710225105285645e+00 -1.070140123367309570e+00 7.579780817031860352e-01 7.701157033443450928e-02 1.463440895080566406e+00 -6.889810413122177124e-02 3.125066995620727539e+00 -3.007473230361938477e+00 2.842788994312286377e-01 -5.129534006118774414e-01 -4.668742716312408447e-01 6.582220792770385742e-01 -2.667410850524902344e+00 1.605682015419006348e+00 -8.400582671165466309e-01 -1.631125092506408691e+00 -2.375123262405395508e+00 -1.479962944984436035e+00 2.852425813674926758e+00 -6.765725612640380859e-01 -5.013154506683349609e+00 -6.753166913986206055e-01 1.528190612792968750e+00 -1.749364972114562988e+00 -2.825405299663543701e-01 4.590563774108886719e-01 2.361600875854492188e+00 1.237837791442871094e+00 -1.395260334014892578e+00 -1.345600128173828125e+00 2.280616044998168945e+00 -6.693099737167358398e-01 2.852982521057128906e+00 1.363079667091369629e+00 -1.098292469978332520e+00 -1.144907712936401367e+00 -3.254691362380981445e-01 2.773597836494445801e-01 -2.593326568603515625e+00
-1.333500504493713379e+00 -9.939948320388793945e-01 1.365713179111480713e-01 -1.149244070053100586e+00 -1.866390943527221680e+00 4.797650873661041260e-01 -1.907878637313842773e+00 2.178685903549194336e+00 -1.122488856315612793e+00 2.014333248138427734e+00 -2.774347960948944092e-01 6.598847508430480957e-01 9.898043870925903320e-01 -2.651234388351440430e+00 -3.319529294967651367e+00 -2.202575683593750000e+00 -2.498720407485961914e+00 -1.814853072166442871e+00 3.217679023742675781e+00 4.306388497352600098e-01 1.737653613090515137e+00 -7.629297375679016113e-01 -3.234661817550659180e-01 -3.376575469970703125e+00 -9.793810844421386719e-01 -6.249914169311523438e-01 -7.650105953216552734e-01 -1.602653861045837402e+00 1.474133729934692383e+00 1.216661810874938965e+00 1.382891982793807983e-01 1.116471290588378906e+00 2.699851751327514648e+00 6.661819219589233398e-01 -2.455269813537597656e+00 3.585435450077056885e-01 -1.055881023406982422e+00 -2.675223946571350098e-01 1.769799590110778809e+00 -4.243013858795166016e-01 -2.202934741973876953e+00 1.015298008918762207e+00
1.274660676717758179e-01 9.373507499694824219e-01 7.762432098388671875e-01 -3.800397813320159912e-01 -3.624430418014526367e+00 2.987426996231079102e+00 -6.445471048355102539e-01 -1.823020935058593750e+00 -1.233960270881652832e+00 3.016994476318359375e+00 -3.940227627754211426e-01 -1.396369934082031250e-01 5.785349607467651367e-01 -1.872242689132690430e+00 1.067466020584106445e+00 -6.043116003274917603e-02 -2.915359973907470703e+00 -2.022736072540283203e+00 -1.893962621688842773e+00 -1.117003083229064941e+00 -1.441953182220458984e-01 4.800341129302978516e-01 -1.010617613792419434e+00 -3.317849159240722656e+00 1.810390233993530273e+00 1.375925540924072266e+00 -3.056504487991333008e+00 5.160625576972961426e-01 -7.048089057207107544e-02 1.809002399444580078e+00 9.666101932525634766e-01 -1.253649353981018066e+00 2.024072110652923584e-01 2.958811521530151367e+00 1.970012634992599487e-01 4.929347991943359375e+00 4.363656640052795410e-01 -8.209399580955505371e-01 -6.981021761894226074e-01 -4.351292610168457031e+00 -3.256259918212890625e+00 4.073937237262725830e-02
1.195780038833618164e+00 -6.388992667198181152e-01 1.605325579643249512e+00 -1.905751585960388184e+00 -1.626991868019104004e+00 -6.665097475051879883e-01 3.137708663940429688e+00 -1.377654910087585449e+00 1.353914260864257812e+00 -2.283168554306030273e+00 3.436072111129760742e+00 -8.335280418395996094e-01 -3.348084092140197754e-01 -1.293995141983032227e+00 -5.085345745086669922e+00 -2.390124320983886719e+00 -1.541805148124694824e+00 -1.536482691764831543e+00 -4.887712955474853516e+00 -2.566975831985473633e+00 -1.359464764595031738e+00 -1.586397290229797363e+00 -2.838688194751739502e-01 -9.677178859710693359e-01 -3.143580675125122070e+00 -1.386627703905105591e-01 2.926932573318481445e+00 1.279762268066406250e+00 2.438903331756591797e+00 1.588144779205322266e+00 2.870834827423095703e+00 -5.107458829879760742e-01 4.610751271247863770e-01 2.831772327423095703e+00 -8.488823175430297852e-01 1.538007140159606934e+00 6.516094207763671875e-01 -5.370030999183654785e-01 -5.606406927108764648e-01 -9.134095907211303711e-01 -7.417895197868347168e-01 1.440985918045043945e+00
5.398768782615661621e-01 1.160077810287475586e+00 -3.151146173477172852e-01 1.567481994628906250e+00 -2.307599067687988281e+00 2.403457641601562500e+00 4.118444323539733887e-01 2.499343633651733398e+00 -7.074403762817382812e-01 -3.833592653274536133e+00 6.175655722618103027e-01 1.593304038047790527e+00 -7.941667437553405762e-01 7.334493994712829590e-01 5.495157837867736816e-01 -3.161083221435546875e+00 -3.466680049896240234e+00 2.183099031448364258e+00 -3.152283430099487305e+00 -2.447461128234863281e+00 -2.013431549072265625e+00 -2.602823078632354736e-01 -2.204936265945434570e+00 3.877167940139770508e+00 1.667680144309997559e+00 1.437649726867675781e+00 -2.113732337951660156e+00 -3.239283084869384766e+00 -4.659453392028808594e+00 3.733234107494354248e-01 1.588669776916503906e+00 -4.836606979370117188e-01 2.351368188858032227e+00 2.795173168182373047e+00 6.938281655311584473e-01 3.258112967014312744e-01 9.912531971931457520e-01 -1.056007385253906250e+00 -2.130486965179443359e+00 -1.421301484107971191e+00 1.327064156532287598e+00 -2.746642589569091797e+00
