-2.314479589462280273e+00 -3.164976596832275391e+00 2.580869674682617188e+00 4.213371872901916504e-01 -3.829662799835205078e-01 2.330911904573440552e-01 -3.869666099548339844e+00 -6.083844304084777832e-01 -2.037989199161529541e-01 1.563680052757263184e+00 5.377667546272277832e-01 1.664415717124938965e+00 -1.071150183677673340e+00 -9.510868191719055176e-01 -1.254210472106933594e+00 -2.486613243818283081e-01 6.856374740600585938e-01 3.322187066078186035e-01 6.719247698783874512e-01 -1.097797155380249023e+00 -2.002368211746215820e+00 1.754960417747497559e-01 -3.923368752002716064e-01 -2.637018203735351562e+00 8.982358872890472412e-02 4.243164360523223877e-01 -2.439170628786087036e-01 -6.895947456359863281e-02 1.420624256134033203e-01 -9.271110296249389648e-01 3.057726100087165833e-02 3.076973676681518555e+00 1.900146901607513428e-01 -9.576055407524108887e-01 1.830968379974365234e+00 1.379642605781555176e+00 -1.891701459884643555e+00
2.471165060997009277e-01 -1.536364197731018066e+00 -5.077581405639648438e-01 -6.238731145858764648e-01 5.483877062797546387e-01 -6.641653776168823242e-01 -1.290922522544860840e+00 2.055177986621856689e-01 -1.012729883193969727e+00 8.263940811157226562e-01 -1.351070523262023926e+00 -5.204967260360717773e-01 1.137582063674926758e+00 1.083258152008056641e+00 -1.667765259742736816e+00 3.353623390197753906e+00 6.058457493782043457e-01 -1.508502215147018433e-01 2.084102630615234375e+00 7.488896250724792480e-01 3.529152274131774902e-01 -1.276370048522949219e+00 -2.089462280273437500e+00 -2.071472883224487305e+00 2.504581212997436523e+00 -2.673099040985107422e+00 -2.355808019638061523e-01 1.345001339912414551e+00 -2.159512788057327271e-01 1.315358519554138184e+00 -6.929912567138671875e-01 1.167362689971923828e+00 1.568283200263977051e+00 -3.750926852226257324e-01 -2.899863004684448242e+00 -9.242967963218688965e-01 -3.417779207229614258e+00
-2.506224870681762695e+00 -2.699336111545562744e-01 5.002086162567138672e-01 -1.304810494184494019e-01 -2.366466999053955078e+00 -3.542580366134643555e+00 -1.704384207725524902e+00 1.622019886970520020e+00 2.808385789394378662e-01 5.714825391769409180e-01 1.509384870529174805e+00 -9.315202236175537109e-01 -4.415294229984283447e-01 -1.956422209739685059e+00 1.945779770612716675e-01 3.204911351203918457e-01 -8.768829107284545898e-01 2.166393756866455078e+00 1.953658580780029297e+00 -8.046092838048934937e-02 -8.959999084472656250e-01 -8.403968811035156250e-01 -2.461071014404296875e+00 -1.431885123252868652e+00 2.579509258270263672e+00 -1.693971514701843262e+00 1.270337581634521484e+00 -1.264300584793090820e+00 1.207784749567508698e-02 6.833316087722778320e-01 2.666581392288208008e+00 8.197456002235412598e-01 1.651328444480895996e+00 4.355286248028278351e-03 1.088092565536499023e+00 -1.746957778930664062e+00 -2.189335823059082031e+00
-1.648742407560348511e-01 -7.194589972496032715e-01 2.284341812133789062e+00 1.629231810569763184e+00 2.362875044345855713e-01 -1.331394314765930176e+00 5.046883225440979004e-01 -8.623706102371215820e-01 -1.115562558174133301e+00 1.535356760025024414e+00 -1.707593649625778198e-01 -6.262437105178833008e-01 7.905392348766326904e-02 -4.537088871002197266e-01 1.019065082073211670e-02 -9.375481009483337402e-01 -1.215484976768493652e+00 -1.120891571044921875e+00 -6.081049442291259766e-01 -2.961035966873168945e+00 -1.077262878417968750e+00 -1.804026722908020020e+00 7.168121337890625000e-01 -2.075369358062744141e+00 2.471270561218261719e+00 -4.781087934970855713e-01 1.514766097068786621e+00 1.579279899597167969e+00 -2.227519750595092773e+00 1.183404803276062012e+00 -1.599690914154052734e+00 1.446375856176018715e-03 9.283748269081115723e-01 -1.049689352512359619e-01 6.000497937202453613e-01 -7.312327027320861816e-01 -1.403690099716186523e+00
-1.521460413932800293e+00 -2.141287326812744141e+00 9.106122255325317383e-01 -1.342620253562927246e+00 -8.323112130165100098e-01 -1.175506949424743652e+00 -6.738845705986022949e-01 2.575517654418945312e+00 -1.170848682522773743e-01 1.075253486633300781e+00 -1.049261808395385742e+00 5.563412308692932129e-01 -1.436598747968673706e-01 2.080662250518798828e+00 -7.736515998840332031e-01 6.896104812622070312e-01 -8.150831460952758789e-01 -5.502173900604248047e-01 2.755210638046264648e+00 -1.599533915519714355e+00 -3.332688808441162109e+00 1.352128267288208008e+00 -2.457174062728881836e+00 -1.047225952148437500e+00 1.627557128667831421e-01 5.162984132766723633e-01 5.690379142761230469e-01 4.114868640899658203e-01 -3.114212751388549805e-01 -4.518806338310241699e-01 1.690321326255798340e+00 1.465841531753540039e+00 -1.249425053596496582e+00 3.338090181350708008e-01 4.208300262689590454e-02 -1.392839074134826660e+00 -2.919617176055908203e+00
2.079225540161132812e+00 -2.736800432205200195e+00 1.000612378120422363e+00 -6.550926566123962402e-01 5.475949645042419434e-01 -1.173243045806884766e+00 9.689925312995910645e-01 1.597354263067245483e-01 -9.107961058616638184e-01 4.869931340217590332e-01 6.657343506813049316e-01 2.149100065231323242e+00 -3.336887657642364502e-01 -1.004520297050476074e+00 1.696724295616149902e+00 -2.462334334850311279e-01 -2.972962260246276855e-01 -1.019236445426940918e+00 2.406591892242431641e+00 -2.602274656295776367e+00 5.695146322250366211e-01 -1.883705615997314453e+00 2.830218374729156494e-01 -1.102698802947998047e+00 1.339861512184143066e+00 -2.154713422060012817e-01 -1.831901311874389648e+00 -1.053264141082763672e+00 6.897393465042114258e-01 -1.884598851203918457e+00 -6.647124886512756348e-01 1.944744586944580078e+00 2.703502655029296875e+00 4.635146558284759521e-01 -3.968015193939208984e+00 -2.231710433959960938e+00 -1.134240508079528809e+00
-1.473945498466491699e+00 7.748854160308837891e-02 -6.568080186843872070e-01 -2.812268972396850586e+00 2.983552455902099609e+00 -7.268767952919006348e-01 -2.360648155212402344e+00 -4.523638486862182617e-01 -5.155289769172668457e-01 1.272358655929565430e+00 -1.393275022506713867e+00 -5.612571239471435547e-01 -2.620419979095458984e+00 -1.147602200508117676e+00 -1.612984776496887207e+00 5.850018858909606934e-01 -1.968279361724853516e+00 -1.756363272666931152e+00 -3.851311206817626953e-01 1.250401377677917480e+00 -2.432252645492553711e+00 1.620924592018127441e+00 3.444347679615020752e-01 5.919128656387329102e-01 3.025260210037231445e+00 2.485678911209106445e+00 7.192458510398864746e-01 8.920590281486511230e-01 -1.137077093124389648e+00 1.967443704605102539e+00 -4.776540100574493408e-01 -1.025081515312194824e+00 2.102345228195190430e-01 6.324684023857116699e-01 1.618137657642364502e-01 -3.623850643634796143e-01 -5.376794934272766113e-01
2.085398286581039429e-01 -1.122686147689819336e+00 -6.855058073997497559e-01 -1.067622542381286621e+00 -1.407207727432250977e+00 -1.051760435104370117e+00 1.393042206764221191e+00 -9.150347113609313965e-01 -2.904783487319946289e+00 3.780473232269287109e+00 7.076283097267150879e-01 6.242647767066955566e-01 -3.248559236526489258e-01 -2.347486734390258789e+00 -3.313162565231323242e+00 -8.426584005355834961e-01 -7.704920172691345215e-01 6.713896393775939941e-01 -1.385937482118606567e-01 -3.592411577701568604e-01 -2.519544363021850586e+00 -2.002476453781127930e+00 -6.516729593276977539e-01 1.594019234180450439e-01 8.702562749385833740e-02 1.342259645462036133e+00 -3.739143908023834229e-01 2.703565597534179688e+00 2.264546394348144531e+00 1.060626506805419922e+00 -5.806495547294616699e-01 1.560184836387634277e+00 1.494100570678710938e+00 -2.036851644515991211e+00 -7.333451509475708008e-01 -3.563253283500671387e-01 2.284286776557564735e-03
-2.534203767776489258e+00 -5.361928939819335938e-01 1.241005539894104004e+00 -4.461800158023834229e-01 -7.852144241333007812e-01 -2.678617000579833984e+00 -4.260923862457275391e+00 6.938844919204711914e-01 -3.036058902740478516e+00 1.007188558578491211e+00 -6.309541463851928711e-01 -1.394821166992187500e+00 -1.411378264427185059e+00 -9.450963735580444336e-01 2.051481157541275024e-01 2.971228361129760742e-01 2.647676169872283936e-01 2.641764879226684570e-01 4.863579571247100830e-01 -3.526793122291564941e-01 -4.961669743061065674e-01 1.594700098037719727e+00 -2.368115186691284180e-01 2.778041549026966095e-02 2.592682123184204102e+00 1.160311937332153320e+00 2.319823801517486572e-01 2.181242257356643677e-01 -2.881847143173217773e+00 1.486501395702362061e-01 1.520181894302368164e+00 -4.961218237876892090e-01 1.029878258705139160e+00 1.611245155334472656e+00 1.093231797218322754e+00 3.738170862197875977e-01 -1.309286117553710938e+00
-7.324258238077163696e-02 -2.660470008850097656e+00 -1.011396288871765137e+00 -6.007463335990905762e-01 5.947670340538024902e-01 -2.341395139694213867e+00 -2.994752168655395508e+00 -1.382539629936218262e+00 1.490668505430221558e-01 1.866745114326477051e+00 1.621569156646728516e+00 3.213936328887939453e+00 -8.849326968193054199e-01 -1.153307080268859863e+00 -1.409161210060119629e+00 1.647495508193969727e+00 -1.866589903831481934e+00 -9.756155610084533691e-01 -4.450434818863868713e-02 -5.328259468078613281e-01 1.842336773872375488e+00 -1.040528059005737305e+00 -1.589273691177368164e+00 9.780205041170120239e-02 2.053585529327392578e+00 1.241959452629089355e+00 -2.323198318481445312e+00 -1.875561475753784180e+00 -1.351976990699768066e+00 1.836543560028076172e+00 -4.728886485099792480e-01 -9.418271183967590332e-01 3.071512937545776367e+00 -8.042183518409729004e-01 -1.073251292109489441e-01 1.120416402816772461e+00 1.393586397171020508e-01
