7.665803432464599609e-01 -2.152849912643432617e+00 2.777874469757080078e+00 1.106341242790222168e+00 -2.209011077880859375e+00 -1.321645617485046387e+00 -1.776223659515380859e+00 8.047078251838684082e-01 3.897905588150024414e+00 -5.470601320266723633e-01 -2.560508728027343750e+00 -3.413026034832000732e-01 3.462510585784912109e+00 -1.289414286613464355e+00 -1.476562738418579102e+00 1.815947055816650391e+00 3.708037137985229492e-01 -1.069763779640197754e+00 1.006996989250183105e+00 9.018410444259643555e-01 -1.588995456695556641e-01 -8.960542678833007812e-01 1.373233675956726074e+00 -2.524703502655029297e+00 -2.867958784103393555e+00 1.884141683578491211e+00 2.735727310180664062e+00 8.680096268653869629e-01 -5.301231741905212402e-01 -3.791954040527343750e+00 -3.046922206878662109e+00 -1.627052903175354004e+00 -1.194701910018920898e+00 -3.169729709625244141e+00 -1.459887146949768066e+00 1.099364399909973145e+00
-2.290131092071533203e+00 2.226463891565799713e-02 -1.356757998466491699e+00 -1.391661286354064941e+00 1.045369148254394531e+00 -1.000977680087089539e-01 6.817205548286437988e-01 -1.144222378730773926e+00 1.127718329429626465e+00 -8.614057302474975586e-02 -3.016676187515258789e+00 -2.786803483963012695e+00 3.013074398040771484e+00 -2.879544496536254883e+00 -6.033118724822998047e+00 1.587887406349182129e+00 -6.676279306411743164e-01 -2.647554576396942139e-01 -1.402867734432220459e-01 -1.934317827224731445e+00 -3.988934457302093506e-01 2.688691377639770508e+00 -3.416580915451049805e+00 -1.323288679122924805e+00 -2.594849109649658203e+00 -2.022038459777832031e+00 2.632646799087524414e+00 2.285722255706787109e+00 3.578619241714477539e+00 -9.787714481353759766e-01 5.340734481811523438e+00 -2.144050121307373047e+00 2.838933765888214111e-01 1.177475333213806152e+00 7.359110116958618164e-01 -7.099822163581848145e-01
4.037880420684814453e+00 -3.579406261444091797e+00 3.931912422180175781e+00 3.257704496383666992e+00 1.200406789779663086e+00 -2.121925115585327148e+00 4.062648415565490723e-01 -2.707697868347167969e+00 -1.444245815277099609e+00 -7.560055851936340332e-01 -9.577383399009704590e-01 -1.689008116722106934e+00 -2.038730382919311523e+00 -5.050572156906127930e-01 -7.537487745285034180e-01 1.486508965492248535e+00 -9.696365594863891602e-01 -1.879424154758453369e-01 -8.058946132659912109e-01 -1.560625672340393066e+00 4.354974269866943359e+00 -1.809926271438598633e+00 9.304381608963012695e-01 -4.104331970214843750e+00 -1.034672141075134277e+00 -3.371239662170410156e+00 -1.976868867874145508e+00 7.996144890785217285e-01 -4.884087145328521729e-01 2.353935539722442627e-01 -1.759656906127929688e+00 3.252982378005981445e+00 1.593745827674865723e+00 -3.587436676025390625e-01 3.978973388671875000e+00 -4.359158992767333984e+00
-6.712927222251892090e-01 1.077758908271789551e+00 -1.577504396438598633e+00 2.129263877868652344e+00 1.032060623168945312e+00 -5.992894172668457031e-01 -6.094554662704467773e-01 -2.693792819976806641e+00 -5.965248942375183105e-01 2.839424848556518555e+00 1.355669856071472168e+00 -2.538221597671508789e+00 1.142884969711303711e+00 3.613670170307159424e-01 3.192747354507446289e+00 -1.793176651000976562e+00 -4.877986609935760498e-01 1.064733028411865234e+00 3.439573526382446289e+00 -2.005819797515869141e+00 -2.533784866333007812e+00 3.622298240661621094e+00 -2.842555046081542969e+00 -4.350796699523925781e+00 -8.559119105339050293e-01 -3.643974542617797852e+00 -2.211570262908935547e+00 -7.607464790344238281e-01 -7.955422997474670410e-02 -5.035795211791992188e+00 1.653843760490417480e+00 5.895208120346069336e-01 1.406800866127014160e+00 -1.339332580566406250e+00 -2.732279896736145020e-01 -1.100104767829179764e-02
9.777227044105529785e-01 3.672722816467285156e+00 9.882027506828308105e-01 -1.090159893035888672e+00 3.142357826232910156e+00 3.075729906558990479e-01 1.917057037353515625e+00 8.753249645233154297e-01 3.250285685062408447e-01 3.954090550541877747e-02 -2.524020195007324219e+00 -1.837743043899536133e+00 3.320719718933105469e+00 -2.947605848312377930e-01 -4.755326732993125916e-02 -1.127888679504394531e+00 -1.975729107856750488e+00 2.525315880775451660e-01 -3.736838340759277344e+00 -9.439678192138671875e-01 -1.161553025245666504e+00 -1.494368195533752441e+00 3.102791070938110352e+00 -2.607428312301635742e+00 -3.577559947967529297e+00 -1.837234497070312500e+00 -1.747942268848419189e-01 4.688107967376708984e-01 -1.487332582473754883e-01 -1.396550774574279785e+00 -2.163328647613525391e+00 -2.932826757431030273e+00 -2.428542375564575195e+00 2.046801745891571045e-01 2.021775722503662109e+00 6.447711586952209473e-01
5.670010447502136230e-01 -2.157278537750244141e+00 2.416132688522338867e+00 -1.890101671218872070e+00 1.297385096549987793e+00 -1.136453628540039062e+00 -1.446184873580932617e+00 -3.930684804916381836e+00 -2.358741760253906250e+00 1.958369135856628418e+00 -6.017704606056213379e-01 -1.951472282409667969e+00 3.175798654556274414e+00 -9.203760325908660889e-02 -1.892673730850219727e+00 -4.920982420444488525e-01 -1.436241269111633301e+00 -1.263126611709594727e+00 1.972808480262756348e+00 -1.460430264472961426e+00 1.274664252996444702e-01 3.103799223899841309e-01 9.233711361885070801e-01 3.124225437641143799e-01 2.855039834976196289e-01 -1.142481684684753418e+00 -2.808530569076538086e+00 -2.085782527923583984e+00 -8.554428219795227051e-01 1.866222500801086426e+00 1.347390413284301758e+00 -2.082813262939453125e+00 4.866664111614227295e-01 -7.980041503906250000e-01 2.531370878219604492e+00 -1.562682032585144043e+00
-1.130508065223693848e+00 3.601545095443725586e+00 -4.768145456910133362e-02 6.990676522254943848e-01 -6.888154149055480957e-01 -2.269283771514892578e+00 -9.324383735656738281e-01 1.635537892580032349e-01 -3.136755943298339844e+00 4.394156455993652344e+00 -2.473667860031127930e+00 -2.153562307357788086e+00 -1.680443286895751953e+00 1.130942702293395996e+00 -4.235071182250976562e+00 1.138676982372999191e-02 -2.476710557937622070e+00 9.619001746177673340e-01 -1.535767674446105957e+00 -1.010982036590576172e+00 -1.922499537467956543e-01 -3.161844313144683838e-01 -2.070072650909423828e+00 -5.577161908149719238e-01 -3.257144927978515625e+00 -1.667266368865966797e+00 4.614647388458251953e+00 -9.913225173950195312e-01 -8.754068613052368164e-01 4.346949577331542969e+00 3.119337856769561768e-01 2.212165594100952148e+00 1.087028861045837402e+00 1.222518086433410645e+00 2.098704338073730469e+00 -4.127550601959228516e+00
1.714161038398742676e+00 1.429076194763183594e+00 1.151146411895751953e+00 -2.796758890151977539e+00 -9.725665450096130371e-01 -7.826382517814636230e-01 1.119147062301635742e+00 3.008441448211669922e+00 -2.216140031814575195e+00 -4.712921977043151855e-01 -6.771044135093688965e-01 -3.788575172424316406e+00 2.966225385665893555e+00 3.891191482543945312e-01 2.627245187759399414e+00 3.216091156005859375e+00 -1.414814829826354980e+00 -2.973369657993316650e-01 -4.027229309082031250e+00 -5.923800915479660034e-02 -2.190483331680297852e+00 5.570957064628601074e-02 1.871776819229125977e+00 -1.569812297821044922e+00 -8.544340729713439941e-01 -1.440942764282226562e+00 -3.129810571670532227e+00 1.300694704055786133e+00 -2.472106456756591797e+00 -2.004322528839111328e+00 -3.107360303401947021e-01 -3.446500539779663086e+00 -9.664428830146789551e-01 2.784745454788208008e+00 -1.045919179916381836e+00 1.523262143135070801e+00
-2.886388003826141357e-01 -6.713385581970214844e-01 -1.296731948852539062e+00 3.231644630432128906e+00 -8.213437199592590332e-01 -3.263513743877410889e-01 6.368182897567749023e-01 -3.179245948791503906e+00 8.919939994812011719e-01 2.735311746597290039e+00 -7.994544506072998047e-01 -6.031108498573303223e-01 3.719289779663085938e+00 1.296752840280532837e-01 2.197698876261711121e-02 2.046892166137695312e+00 -2.591093063354492188e+00 8.016067147254943848e-01 -5.848762765526771545e-02 -5.146649837493896484e+00 -5.302413552999496460e-02 -1.598697900772094727e-01 -4.092455804347991943e-01 9.552478194236755371e-01 -2.243961811065673828e+00 -3.102878332138061523e+00 -4.399317741394042969e+00 7.879838943481445312e-01 2.996478080749511719e-01 2.733828783035278320e+00 3.354775905609130859e-01 -4.977292060852050781e+00 6.370855808258056641e+00 -3.258792638778686523e+00 5.659366846084594727e-01 -1.281518697738647461e+00
5.252584218978881836e-01 1.041037082672119141e+00 4.331645488739013672e+00 -1.416229844093322754e+00 3.751226961612701416e-01 -1.995464682579040527e+00 -8.374262601137161255e-02 -2.542444229125976562e+00 -4.742390215396881104e-01 3.710323572158813477e+00 1.024879217147827148e+00 -2.337091445922851562e+00 2.993755340576171875e+00 -1.105370283126831055e+00 -6.495344638824462891e-01 9.362005591392517090e-01 7.718647718429565430e-01 1.354882001876831055e+00 3.429531335830688477e+00 -2.052556723356246948e-01 -5.757663846015930176e-01 1.549106240272521973e+00 2.175834417343139648e+00 -2.656148195266723633e+00 -5.082089424133300781e+00 4.268260002136230469e-01 -3.811288833618164062e+00 5.618708729743957520e-01 -1.566151261329650879e+00 4.155545234680175781e+00 -2.544209480285644531e+00 -3.499989509582519531e+00 -2.646595954895019531e+00 -6.075926423072814941e-01 -4.305285453796386719e+00 -1.137193918228149414e+00
